fips,rural_urban_continuum_code_2003,economic_typology_2015,census_2010_pop,residual_2010,r_birth_2011,r_death_2011,r_international_mig_2011,r_domestic_mig_2011,r_domestic_mig_2012,r_domestic_mig_2013,r_domestic_mig_2014,r_domestic_mig_2016
1001,2.0,0.0,54571,11.0,11.6,9.3454545455,0.0727272727,5.9454545455,-5.971991541,-4.121041931,1.8427294289,4.8316637453
1003,4.0,5.0,182265,46.0,11.842995104,9.8953120351,0.9576108421,15.684258934,16.219674385,21.691816222,19.610828588,20.402396843
1005,6.0,3.0,27457,2.0,12.109460745,11.816784956,-0.182922368,0.4755981561,-6.457530728,-7.762540199,-5.289428593,-18.89074469
1007,1.0,0.0,22915,2.0,11.575139757,12.101282473,0.4384522635,-5.436808068,-4.624328371,-6.683190227,0.7099436482,-1.328844791
1009,1.0,0.0,57322,-6.0,12.946335352,9.901162386,-0.278415814,0.4872276745,-1.737015807,-1.128482018,-2.7443658,-1.773604591
1011,6.0,3.0,10914,2.0,15.683726973,12.342814719,1.5776530091,-23.57199202,-7.612424228,-8.035925313,9.0514802942,-2.982346433
1013,6.0,0.0,20947,-3.0,13.110675152,12.632183358,0.0478491794,-3.684386813,-8.185670262,-14.81987033,-0.540766413,-7.666650072
1015,3.0,4.0,118572,-8.0,11.729733392,11.221586097,0.2201971612,-6.36877943,-5.15889569,-5.640650344,-4.59576226,-4.356844672
1017,6.0,0.0,34215,-2.0,11.767295136,12.970435038,0.7923116426,-2.171520798,3.5810205909,1.6705010038,-4.639144988,-6.170561403
1019,8.0,0.0,25989,-2.0,8.5463504774,11.85709886,-0.076994148,4.4656606098,2.040541321,6.1952861953,-0.770534751,5.4757281553
1021,1.0,0.0,43643,-4.0,12.914748918,10.853884729,0.6411577477,-1.877676261,-3.89591044,0.0687994496,0.2975236875,1.0506360916
1023,9.0,3.0,13859,0.0,8.3764294559,11.654162721,-0.145677034,-14.1306723,-0.441631091,-8.011869436,-2.994684435,-11.26503273
1025,7.0,3.0,25833,6.0,10.125990692,11.644889296,0.0778922361,-5.491402644,-17.73678609,-0.397788297,-9.162382219,-14.19307476
1027,9.0,3.0,13932,0.0,10.947978974,15.298169295,0.145006344,-11.09298532,-16.37107776,1.9375512333,4.5446079344,1.7159056998
1029,8.0,0.0,14972,-1.0,12.294534278,11.693171188,0.0,-5.679540291,-4.29285307,6.8307383225,3.3331111259,-0.80639742
1031,6.0,0.0,49948,4.0,13.511902396,10.094185908,1.5498946866,-0.258315781,6.9104690653,-13.33699986,-4.578736506,-0.097880879
1033,3.0,0.0,54428,-2.0,11.094505011,12.323152673,0.5318027195,1.0269293894,1.4297628977,1.7415375026,1.1744088961,0.9916080577
1035,9.0,0.0,13228,0.0,11.955658129,14.377057243,0.0,-0.681018501,-9.755725773,-7.242468603,-15.31908242,-11.99459846
1037,8.0,3.0,11539,-1.0,8.0804607582,14.011862804,0.0859623485,-19.59941546,-9.022424667,-4.159292035,-18.57251806,-5.884245851
1039,7.0,0.0,37765,-5.0,12.211686822,12.87106516,0.0791254006,6.1717812446,-3.71909001,1.481109245,0.5028184296,-3.202647522
1041,8.0,3.0,13906,2.0,11.886323524,11.8142852,1.0085365414,0.7203832439,2.0137365601,-3.81816872,2.2384287674,5.1141684074
1043,6.0,0.0,80406,-10.0,12.382977136,11.313764251,0.2735195753,-1.877338903,-1.169961852,4.8208040057,3.5114182915,7.2467739676
1045,4.0,3.0,50251,-3.0,13.808746866,9.3716423256,1.1341477974,-11.00322337,-4.899861569,-15.61063362,-12.74386248,-5.814012378
1047,4.0,3.0,43820,-5.0,13.409103955,12.536593766,-0.160725561,-14.58010447,-12.87773129,-18.38022769,-10.4393631,-19.82324479
1049,6.0,3.0,71109,-6.0,12.657162101,10.917153121,1.1787157611,-0.042096991,-9.120997267,-1.395781638,-0.479193827,-1.800395243
1051,2.0,0.0,79303,11.0,12.134507506,8.8752389608,0.451283337,1.8427402927,-1.960221243,0.5475054284,-2.85583024,2.0731015079
1053,6.0,0.0,38319,-4.0,12.671622098,11.548158696,0.0783811676,-4.859632392,-3.647001719,-6.80846572,-0.026490066,-3.167589438
1055,3.0,0.0,104430,-13.0,11.981151953,12.977186967,0.3160495719,-0.143658896,1.543276443,-1.62373536,-2.942836605,-0.048578354
1057,6.0,0.0,17241,-3.0,10.909833435,14.877045594,-0.408389487,-5.892476882,-0.647115922,-4.145814208,-1.071556138,-5.351934815
1059,6.0,3.0,31704,-1.0,13.223764995,13.19227984,2.0780202135,-1.101980416,-6.176535468,-8.570118432,-1.457725948,0.538605329
1061,3.0,0.0,26790,-1.0,11.917882428,12.403564157,-0.410961463,0.186800665,8.2712369598,-7.649111024,-1.088792942,-1.656470588
1063,3.0,0.0,9045,4.0,11.735777356,11.847546664,0.0,-9.835699117,-6.647512816,-7.956353717,-20.19386107,-1.765744556
1065,3.0,0.0,15760,2.0,12.216292677,13.180736835,0.514370218,-24.49688163,-2.733930024,-9.147337471,-13.79902284,-12.80032168
1067,3.0,0.0,17302,-2.0,10.78649093,13.151443486,0.9805900845,6.1142675857,-10.07819288,0.5833965346,-1.812441534,1.2875662072
1069,3.0,0.0,101547,-3.0,13.02096081,8.9482392332,0.2643352946,2.4573392205,5.0617170005,0.9467958689,2.7045105654,-2.9739349
1071,6.0,3.0,53227,-3.0,10.770879152,12.161882742,0.6015150661,1.3910035903,-1.975671023,-0.528122524,-5.91362693,-0.307151839
1073,1.0,0.0,658466,-5.0,13.417669206,10.476144171,1.1760022608,-4.272504338,-4.437116786,-1.861346394,-2.255849404,-3.996069043
1075,9.0,3.0,14564,-2.0,9.7266127071,13.825685205,0.1389516101,-10.28241915,-0.560636322,1.2649332396,-5.657908695,4.6670256686
1077,3.0,0.0,92709,-15.0,10.240417818,11.869820442,0.4640020718,-0.194233425,1.6732426904,2.3737207533,4.738800545,1.0817593734
1079,3.0,3.0,34339,-4.0,10.088751773,12.311201439,0.0,-6.287193134,-6.955804117,-6.233211143,-1.909906146,3.6466652602
1081,3.0,4.0,140247,7.0,11.434628182,5.664668473,3.3693195378,14.186239137,18.722433096,11.951687219,9.7153303735,4.6247967557
1083,2.0,4.0,82782,21.0,11.983074352,8.1072431817,0.8770994086,23.219428937,16.242198481,13.52685512,14.940255689,10.183719064
1085,2.0,3.0,11299,0.0,13.375540595,13.999732489,0.1783405413,-12.84051897,-29.92133145,-17.94347341,-17.0172536,-9.418390135
1087,6.0,4.0,21452,4.0,10.189534693,11.12435439,-0.560891818,-8.834046133,-32.98959228,-27.51729061,-18.2542484,-9.177182188
1089,2.0,4.0,334811,31.0,12.580291863,8.0365864488,1.5185152296,4.2151377912,3.2097553111,6.7425346882,3.7879386176,5.8249472317
1091,7.0,0.0,21027,0.0,11.197347238,11.918206502,0.5286301271,-14.03272701,-16.52207818,-11.65604781,-6.981673108,-12.67465832
1093,8.0,3.0,30776,-1.0,9.3707294853,13.860870697,0.3253725516,-1.138803931,-3.009683329,-5.073466429,1.4894990318,-2.063949134
1095,4.0,3.0,93019,-6.0,14.009421603,10.865322404,1.7431570392,3.4114545736,-0.021259068,-1.102769648,-3.234135505,2.1613301142
1097,2.0,0.0,412992,-28.0,13.569979053,9.9953653451,1.4448506322,-5.617250113,-3.66194049,-3.54461699,-3.738827897,-3.286685548
1099,7.0,3.0,23068,3.0,11.26612956,11.484465405,-0.262003013,-8.733433768,-7.625008264,-17.0722442,-10.25036284,-6.286836935
1101,2.0,4.0,229363,-24.0,13.712845601,8.3192716713,1.5696739002,-8.362873724,-9.32186184,-9.622284844,-9.457125868,-7.142715684
1103,3.0,3.0,119490,-16.0,12.552580624,10.34920211,1.1434199105,0.1585764839,-1.32430474,-5.8579815,-3.154613727,-4.499229843
1105,8.0,0.0,10591,1.0,12.658830248,13.89615952,0.0951791748,-9.51791748,-27.36137389,-13.29233211,-15.65656566,-11.7880242
1107,8.0,0.0,19746,0.0,11.252333581,13.656241209,-0.204587883,-17.64570493,-1.241497039,2.6936724598,47.306176084,-21.94593806
1109,6.0,4.0,32899,-2.0,11.75846655,9.8795363285,2.9093113115,-3.121448595,-0.905797101,11.116091439,-21.93860777,-7.437275986
1111,6.0,0.0,22913,-2.0,9.6755833808,13.134276082,-0.350247362,-4.596996629,-8.304253721,1.5084294587,-6.726057906,-0.753913699
1113,2.0,3.0,52947,23.0,14.791121629,10.575651965,-0.425244747,24.368372884,37.845343207,20.780289587,-6.96104686,-15.02191764
1115,1.0,0.0,83593,2.0,13.16653337,9.8957898129,0.5491029329,1.0504577847,5.7960364119,9.9547988814,1.1175395504,6.8794146746
1117,1.0,0.0,195085,15.0,12.584267381,6.3911224821,1.6396604938,1.934088694,8.2634682498,9.0084973244,5.0984721643,4.9495408587
1119,8.0,4.0,13763,-1.0,9.4048493755,11.756061719,1.4695077149,-16.82586334,-4.455997029,-5.515390922,-12.30123012,-21.85458297
1121,4.0,3.0,82291,4.0,10.412411985,11.290273417,0.3170055171,-3.182247691,3.8412526142,-5.692506902,0.5395793734,-5.900544285
1123,6.0,0.0,41616,3.0,11.245445112,12.210719371,0.1447911388,-0.965274259,-8.24742268,1.4620595546,-1.611485497,1.1823970637
1125,3.0,4.0,194656,-18.0,12.278520757,8.8068392126,1.2355101968,4.2017557519,4.4848717741,5.7015536734,4.2556350051,2.2371854262
1127,1.0,0.0,67023,-9.0,12.18727074,13.609618062,0.3443577728,-5.075534129,-4.747944442,-1.000902329,-4.46935896,-3.39862819
1129,8.0,3.0,17581,1.0,9.719562048,11.491952774,1.0863039936,-14.80803865,-12.98513087,-11.51484887,-0.296164668,-10.58201058
1131,8.0,3.0,11670,5.0,12.348899904,12.348899904,0.0,-10.60961823,-11.52154793,-13.27571613,-15.20981395,-4.323827047
1133,6.0,3.0,24484,2.0,10.333374339,12.916717923,-0.164021815,0.7380981671,-3.91308825,2.7696250672,0.1655355074,2.0904320923
2013,9.0,3.0,3141,1.0,6.5369649805,1.8677042802,25.836575875,-1.245136187,-9.156111705,-14.16302546,-24.51786515,-31.7695962
2016,7.0,3.0,5561,2.0,5.2059958711,0.897585495,12.027645633,-12.56619693,-0.355302896,-15.19252598,-9.311147513,-37.43687968
2020,2.0,4.0,291826,19.0,16.226815805,5.0753327295,2.4528513124,-3.840425568,-7.681023867,-5.545573301,-16.84427696,-14.5831512
2050,7.0,0.0,17013,-1.0,26.954177898,6.0864272672,0.0,-1.507115323,-3.59230221,-9.350005633,-15.42416452,-14.39808767
2060,9.0,3.0,997,0.0,14.763779528,7.874015748,0.0,20.669291339,-50.77152812,-35.23316062,0.0,-4.429678848
2068,8.0,5.0,1826,0.0,10.25087672,2.6975991368,9.7113568924,2.6975991368,2.6455026455,-2.596728123,-27.46825602,38.114343029
2070,9.0,3.0,4847,-1.0,22.455853833,7.5533326529,0.0,4.6953148923,-12.32821342,-10.07353682,-9.436803534,-19.28098012
2090,3.0,4.0,97581,28.0,18.107381457,4.5523056868,1.2424637445,-16.36589539,5.755149145,-10.64379559,-32.37972496,-5.342813915
2100,9.0,5.0,2508,-1.0,11.428571429,6.3054187192,5.1231527094,18.128078818,-3.882741215,-4.673807205,-0.782319578,3.9627501486
2105,9.0,4.0,2150,0.0,14.790076336,8.1106870229,0.9541984733,-17.65267176,9.5260776375,-5.200945626,-17.56051258,-12.22666353
2110,5.0,4.0,31275,2.0,12.966576446,4.9411468496,1.9827531944,14.225467363,-1.053528546,-3.293422389,-11.61736458,-14.05569994
2122,7.0,5.0,55400,0.0,12.713114534,6.955557741,0.2860897785,7.2595281307,3.6572761243,-5.109117404,3.630904584,1.8026988978
2130,7.0,4.0,13477,1.0,13.873086945,7.6338679488,2.8627004808,-1.614856681,-5.765792067,-11.29284908,-1.380613283,-7.661716954
2150,7.0,3.0,13592,0.0,16.173684977,4.5169750838,3.4970129681,-3.497012968,-2.945084941,-16.99253466,-31.28571429,-22.69503546
2158,9.0,0.0,7459,3.0,32.279402037,8.5990210345,0.3968778939,0.3968778939,-5.438653286,2.2831050228,-7.714321264,-23.45038168
2164,9.0,5.0,1631,0.0,13.381995134,7.299270073,0.6082725061,0.0,-16.37355973,-1.206272618,-30.77851539,-15.64945227
2170,2.0,5.0,88995,34.0,14.758317398,5.7203635021,0.06613137,12.818463878,11.650359759,13.473519838,13.351685457,19.992104532
2180,7.0,0.0,9492,3.0,27.330607174,9.2137274186,0.3105750815,5.6938764946,-14.18367347,-12.40089449,-18.51286746,-7.855380432
2185,7.0,2.0,9430,0.0,18.284993695,4.7288776797,1.8915510719,-7.461118117,-2.493247455,-5.233453053,-16.0466067,-20.73709065
2188,7.0,2.0,7523,0.0,27.906976744,5.6338028169,0.786112021,-4.061578775,-16.61258923,-18.66493843,-13.68006711,-27.54963461
2195,9.0,0.0,3815,0.0,13.90176089,5.8696323757,2.4714241582,0.9267840593,-3.368034293,-9.744214373,-19.23076923,-2.763703363
2198,9.0,5.0,5559,2.0,13.032422123,7.6287349015,0.1589319771,20.184361093,-0.93779306,-2.952832388,0.0,-1.688800184
2220,7.0,0.0,8881,-1.0,13.171967352,7.7680833099,3.7151702786,-8.893892485,2.4579632423,-13.89660923,-22.23345124,-11.30524152
2230,9.0,5.0,968,1.0,15.544041451,1.0362694301,1.0362694301,-21.76165803,30.612244898,14.822134387,21.153846154,31.531531532
2240,8.0,2.0,7029,-1.0,17.169798044,5.488705932,2.2517767926,-1.407360495,-15.0816925,-37.71719169,-19.55287183,-5.560026337
2261,9.0,5.0,9636,0.0,13.919678301,6.2896324174,1.7528483786,-0.721761097,-9.859299579,-7.583909813,-38.11205151,-7.620887672
2275,9.0,5.0,2369,0.0,11.332633788,5.4564533054,0.0,4.1972717733,8.3090984628,6.9843878389,-10.63612191,11.315417256
2282,9.0,4.0,662,1.0,12.139605463,7.5872534143,7.5872534143,-21.24430956,-3.03030303,-31.9391635,-4.594180704,-48.11547715
2290,8.0,0.0,5588,-1.0,16.902410818,9.7856062628,0.3558402277,-4.803843074,-6.577193138,-17.34931139,-22.86336418,-12.67450404
4001,6.0,4.0,71518,2.0,14.929415114,8.2215941838,0.4027470124,-2.16650117,-6.412253914,-6.281520017,-13.849762,0.0140456343
4003,4.0,4.0,131346,-2.0,13.362574976,9.1952634579,2.0761062815,3.389715347,-15.78943398,-24.67937078,-23.91666537,-9.455064647
4005,3.0,4.0,134421,-10.0,13.41083801,5.3777237278,0.9892631477,-11.59594923,4.9700282153,-4.610676391,-2.654367127,3.58665421
4007,4.0,5.0,53597,-4.0,12.317641891,12.8596929,0.4112111102,-2.056055551,-6.783546611,0.9811413315,2.5271336835,11.05949179
4009,6.0,4.0,37220,6.0,15.051563047,7.6738738254,0.0269258731,-8.104687795,-10.62839724,2.605845691,6.4343589472,-9.832555804
4011,7.0,2.0,8437,7.0,13.590167809,6.1451193571,2.8362089341,18.671708816,13.372528676,8.9366515837,34.273200109,-2.705515088
4012,6.0,5.0,20489,-3.0,9.4401596068,9.6834626895,2.4330308265,3.1142794579,-4.182370821,0.4872938138,-2.339295287,8.3183343873
4013,1.0,0.0,3817117,-394.0,13.86396499,6.7349722199,3.017101323,2.8171040762,8.5785863115,7.6668238499,8.2491603454,10.596214424
4015,4.0,5.0,200186,-2.0,9.9819907423,11.772994051,-0.262945084,14.387561209,6.7116572574,3.9363008121,5.6721330024,11.175991375
4017,4.0,5.0,107449,-13.0,16.167322496,8.2416178472,0.2880385042,-9.570311593,-9.140623182,-8.169812728,-1.340557448,1.8694616043
4019,2.0,0.0,980263,-114.0,12.260907482,8.7664930119,2.4893388379,0.9137051199,-0.689400045,-1.805867713,0.8024559349,2.7277977698
4021,1.0,0.0,375770,249.0,12.972587451,6.2472346411,3.0192766151,-12.59220615,2.9436058777,-0.453332187,16.543703248,21.798550571
4023,4.0,4.0,47420,7.0,14.934477609,5.826549715,1.6617235649,-5.489998107,-15.04851304,-18.13400072,-16.82073203,-11.98596974
4025,3.0,5.0,211033,-26.0,8.7387773768,12.368876873,0.9335895571,3.0235032356,8.1364618447,14.924568081,18.970835638,21.451344919
4027,3.0,5.0,195751,80.0,16.256300504,6.7005360429,2.4501960157,16.456316505,-14.42331415,-13.29233505,-6.386632355,-2.196720437
5001,6.0,3.0,19019,-1.0,12.354804646,13.621964097,1.16156283,-7.233368532,2.3258887274,-11.29404279,-15.20116023,-10.30588751
5003,7.0,3.0,21853,-1.0,13.884419107,12.459197278,0.0459748977,-8.643280769,-9.58599611,-11.31026102,-15.2957333,-14.21388513
5005,7.0,0.0,41513,-3.0,8.061888268,16.413425216,-0.14482434,4.6826536647,2.426330539,5.6541925106,5.3743083632,7.8279789471
5007,2.0,0.0,221339,32.0,14.534137293,7.0390734986,3.585943103,17.934142605,13.152082808,9.9831576373,11.323513015,19.173732339
5009,7.0,0.0,36903,-5.0,11.381608294,11.138296003,-0.216277592,5.1636275159,4.8105994437,-0.214301978,-7.146311321,4.0334507516
5011,6.0,0.0,11508,-1.0,12.837306785,13.273949873,0.0,-2.88184438,-13.04079655,-12.77584204,-5.784787816,-2.914655251
5013,9.0,3.0,5368,-1.0,7.543611504,10.749646393,0.0,-19.42479962,7.0335519437,-12.60744986,-0.772275316,-6.767862322
5015,6.0,3.0,27446,2.0,11.414238718,11.014376852,0.2908086297,-3.816863265,4.9374648296,4.4393113654,-3.710040522,-4.073319756
5017,7.0,1.0,11800,0.0,14.381754744,15.40294443,1.361586248,-8.50991405,-20.51635705,-10.4111986,-14.61923537,-5.029951072
5019,7.0,4.0,22995,2.0,10.555470743,11.733147231,0.5670294201,0.8287353063,-8.318192763,-7.058252641,-1.860918496,2.2165576859
5021,7.0,1.0,16083,-2.0,11.025496461,14.784188436,0.0,-7.204159619,-4.685620211,-8.270821312,-6.821947179,-5.484702306
5023,6.0,5.0,25970,1.0,10.181060913,13.921829506,-0.424210871,0.0,0.7746233394,-0.661633066,4.8031865042,-1.266624446
5025,3.0,0.0,8689,-1.0,9.9129733157,10.489308974,0.1152671316,0.0,-9.257652028,-8.642840458,-12.77048599,0.483997822
5027,7.0,3.0,24552,25.0,11.652370934,12.502022981,1.6183848519,-1.335167503,-13.80236961,-5.298067643,-12.28973993,-4.528364596
5029,6.0,0.0,21273,-2.0,12.846246487,12.043356082,0.4722884738,-5.573003991,0.1419479997,-2.983731559,-3.754485184,-1.674240612
5031,3.0,0.0,96443,0.0,13.978775627,8.8135975363,1.5577521227,10.22787249,8.9416223954,9.4918818127,3.553354151,5.9794000637
5033,2.0,3.0,61948,-4.0,11.426077962,9.2927791066,-0.323227099,-4.379727196,-1.487385516,-7.104824483,-2.494452273,2.6738183253
5035,1.0,0.0,50902,-1.0,15.649174674,9.972899729,0.0,-14.42719882,-15.46811937,-12.66330047,-9.851422815,-0.976353928
5037,6.0,0.0,17870,2.0,12.222814051,11.998542233,0.0,-3.195873399,-6.307726966,-9.652509653,-20.51754942,-14.11901984
5039,6.0,0.0,8116,1.0,12.157300583,12.529462846,1.1164867882,-1.860811314,-8.245877061,-3.660691745,-20.66354361,-13.79864693
5041,6.0,0.0,13008,1.0,15.261825968,11.602102394,0.077866459,-21.25754331,-13.34860393,-10.91981508,-21.15291458,-10.61251776
5043,7.0,4.0,18509,20.0,11.764391326,8.8232934948,1.3368626507,-0.481270554,-0.906110919,-8.966216577,-3.53621946,-3.336382715
5045,2.0,0.0,113237,47.0,13.712191606,6.999383429,0.824989362,11.958003699,11.362716831,0.0504840155,4.9887794175,1.8155902517
5047,2.0,0.0,18125,-2.0,11.120024342,12.945699981,0.1106470084,-5.642997427,-0.834074733,-0.613257512,-3.748985815,-2.768048808
5049,9.0,0.0,12245,0.0,7.68758945,13.657738704,-0.163565733,8.1782866489,-2.703920685,3.5334237232,-1.566945693,0.9902215621
5051,3.0,5.0,96024,1.0,11.901244551,13.912430477,0.0103669378,10.159599007,4.4160132068,9.9157418824,3.5719403107,7.0679667102
5053,2.0,0.0,17853,-1.0,10.493120866,10.828007702,1.2837328719,2.4558367985,3.946088648,-1.607360603,2.4363233666,3.8802660754
5055,6.0,3.0,42090,1.0,12.640647804,10.663339767,0.306011958,10.945812344,7.3495208857,-3.310606674,12.09918572,7.5480175222
5057,6.0,0.0,22609,1.0,14.195723538,11.179132286,-0.798509449,-7.009138497,-10.08208423,0.1340362792,-7.509051088,-6.256091756
5059,6.0,0.0,32923,21.0,11.631235593,10.697120817,0.1807964082,-3.736459102,11.853141082,1.3724173939,-0.956122922,-0.448196011
5061,7.0,3.0,13789,0.0,13.617267855,11.806460959,0.8691873099,-1.086484137,-13.31344804,-11.83040635,-6.43610135,-0.824402308
5063,7.0,3.0,36647,11.0,12.267108138,10.530172472,2.1168903424,-1.791214905,-0.460473746,-4.14420759,3.6503751774,0.1348581292
5065,9.0,4.0,13696,-2.0,8.3522602388,14.360026376,0.3663272035,-5.568173493,1.1802456386,-4.452359751,15.203203797,4.5227062095
5067,6.0,4.0,17997,7.0,10.238148231,13.020253728,-0.05564211,-6.621411084,-10.29043777,4.5751080234,-7.191392978,-3.867578723
5069,3.0,4.0,77435,5.0,12.687442952,10.196896597,0.1564741166,-19.75485722,-20.22923815,-21.34956875,-12.39967319,-21.32429944
5071,6.0,3.0,25540,-4.0,12.843785989,10.111065566,2.4204095177,-0.468466358,3.1014363527,-3.047486788,-4.161769523,-3.408590414
5073,8.0,0.0,7645,0.0,9.7477441876,15.675426464,0.3951788184,-9.089112824,-8.27438943,-14.93145107,-13.98698241,-16.40523816
5075,6.0,0.0,17415,9.0,9.5977011494,13.390804598,0.2873563218,-10.05747126,-11.01334421,2.8157447058,-1.058107751,0.0599970001
5077,6.0,1.0,10424,3.0,9.9584259886,10.828579716,0.0,-9.184956009,-7.716727717,-12.87511142,-15.61791526,-34.40475564
5079,3.0,4.0,14134,5.0,8.6534402702,8.0906148867,0.0703531729,16.744055157,-12.90367825,-4.74453847,-2.064938764,-9.567297239
5081,6.0,3.0,13171,2.0,9.6636883077,13.11500556,-0.383479695,-10.4306477,-0.07733653,-14.03563492,-17.75241718,4.2728152209
5083,6.0,0.0,22353,-2.0,11.627384961,11.851851852,-0.044893378,-2.693602694,-15.98369934,3.6397552265,-6.014078411,-0.828328847
5085,2.0,0.0,68356,7.0,14.073608007,8.7218762882,1.7790891931,4.2524570957,1.2747246452,3.3368595182,1.8999366688,1.5087802629
5087,2.0,3.0,15717,1.0,10.65526702,11.484718943,0.1914119824,-0.829451924,-6.910009917,2.4939250544,-0.382043935,21.623660307
5089,9.0,3.0,16653,0.0,9.4792416607,14.158867291,0.1199904008,5.0395968323,1.0212663703,-3.629215182,4.5638482368,14.421159216
5091,3.0,0.0,43462,-4.0,14.566442215,10.283541753,-0.206128899,0.5267738537,-5.421790106,-7.511629243,-2.233479162,-2.948402948
5093,4.0,3.0,46480,4.0,14.021421616,11.29503408,0.1947419669,-10.90555015,-14.52218728,-21.8730609,-14.50383396,-22.71756571
5095,7.0,0.0,8149,1.0,13.179774589,12.933423662,-0.123175463,-5.050194001,-28.20786059,-17.75604735,-5.351083268,-30.01978577
5097,8.0,5.0,9487,-2.0,10.046531303,13.959390863,-0.211505922,-7.402707276,0.6402731832,-7.314974182,-8.037362876,-4.676279018
5099,7.0,3.0,8997,1.0,12.55206887,12.996389892,0.0,1.7772840878,-8.930066417,-16.85425033,-9.530918069,-14.09451617
5101,9.0,1.0,8330,0.0,10.510419813,10.993657505,0.0,-5.919661734,-22.44985585,2.7339381136,-19.98868565,1.6566840831
5103,7.0,4.0,26120,-2.0,12.78411834,13.904177047,-0.115868142,-10.7371145,-12.39855285,-14.81746315,-6.196061075,-9.931924931
5105,2.0,0.0,10445,-1.0,11.139386373,9.7949776732,0.1920583857,-7.394247851,-3.186712375,2.9037409863,3.5757429331,-0.776963046
5107,7.0,0.0,21757,6.0,14.762545843,12.859198737,-0.0928462,-14.39116104,-32.36676,-16.36995118,-26.69043551,-27.46398591
5109,9.0,0.0,11291,-1.0,11.997333926,10.664296823,0.2666074206,-3.643634748,2.3116248055,-7.776536313,-7.23654455,-1.015556479
5111,3.0,0.0,24583,-2.0,12.498978842,13.56098358,1.3479290908,-2.940936198,-6.728481168,-2.598688281,-2.027348518,-0.541937635
5113,7.0,0.0,20662,-2.0,10.624620982,12.953305033,0.2425712553,-3.104912068,-7.174581483,-1.619155095,-4.089576507,-1.140335655
5115,5.0,0.0,61754,23.0,12.772845284,8.8143850764,0.7051508061,4.5834802398,-4.436713002,-2.95482315,3.4207072113,-0.611740716
5117,8.0,1.0,8715,1.0,9.6992090526,12.124011316,0.0,-11.66214422,-11.47473801,-11.86450733,-1.315632101,-0.48335448
5119,2.0,4.0,382748,-23.0,14.91963952,8.7550355081,1.8377009012,0.9681672827,-2.105086864,-0.60968034,-3.875257501,-5.082979256
5121,7.0,0.0,17969,0.0,12.5250501,12.803384547,-0.167000668,1.5586729014,-5.640409907,-9.756097561,-0.511450815,2.9242280898
5123,6.0,4.0,28258,5.0,12.600555279,10.108920054,0.6051114117,-10.286894,-5.215589612,-19.42342342,-19.01238186,-15.32133288
5125,2.0,0.0,107118,28.0,11.970038074,8.3606112086,0.5985019037,13.194665046,12.199371026,13.069976422,10.253174541,8.1778795621
5127,6.0,3.0,11233,3.0,12.689116642,11.624295665,0.2662052442,-2.218377035,-23.85971207,-7.192607092,-22.20166512,-19.71952329
5129,9.0,0.0,8195,-1.0,9.4710947109,12.792127921,0.24600246,-9.963099631,-3.979357085,1.8754688672,-2.262016965,20.375877998
5131,2.0,3.0,125744,-8.0,13.950709603,9.4560964126,1.8041757172,3.782438565,-1.044854094,-6.492792765,-7.427945775,-3.666051733
5133,7.0,3.0,17058,-1.0,16.06098519,9.9508277808,3.4915185196,-5.644621607,-8.661280009,2.8369615563,-4.429615141,-22.55133935
5135,7.0,0.0,17264,-1.0,10.023174971,15.874855156,0.2317497103,6.8366164542,-8.861940299,5.0473926695,-8.150488734,16.087535118
5137,9.0,0.0,12394,-1.0,10.366025152,13.821366869,-0.562497489,12.696371891,7.4275217634,-4.726617264,1.6126431221,13.737698333
5139,5.0,2.0,41639,2.0,12.630310334,13.980114492,0.1928291654,-2.940644773,-14.41717419,-5.327441232,-10.15605648,-6.302757456
5141,8.0,0.0,17295,-1.0,11.412350828,11.586142973,-0.231722859,-5.155833623,-0.349080754,-4.744194219,-0.649120736,-4.122233175
5143,2.0,0.0,203065,2.0,15.555420737,6.4454286234,4.2370927622,6.1639264697,5.3738980055,10.071162064,7.3175039742,6.6414081198
5145,4.0,0.0,77076,3.0,12.069043162,10.332027355,1.1194101866,6.497725796,4.2239861157,-4.605363595,-3.782523975,-1.507932485
5147,9.0,0.0,7260,0.0,11.111111111,14.722222222,0.0,-6.527777778,-14.63140124,-2.985074627,-20.31993083,-10.97249361
5149,6.0,3.0,22185,1.0,14.373158014,9.7030151893,2.7204715484,-15.6880526,-7.033890564,-2.703755471,-3.762589763,-1.860119048
6001,1.0,0.0,1510271,-93.0,12.628531611,5.9634002551,5.9266053659,-0.792404221,2.6057816713,3.6542277181,3.9656332699,-3.756519579
6003,8.0,5.0,1175,1.0,4.4365572316,7.0984915705,0.0,-57.67524401,15.433499773,15.192135836,-41.66666667,-24.48210923
6005,6.0,4.0,38091,16.0,6.9999602275,11.69311538,0.3446950112,-4.746185154,-7.98424585,-9.359231729,6.0262318327,13.806070373
6007,3.0,0.0,220000,-20.0,11.106463844,9.9062565352,0.3182367864,-1.368418181,2.8536171526,2.5084178889,5.5486042003,5.8377064379
6009,6.0,5.0,45578,-7.0,7.3487222492,9.9969104471,0.2868870548,-4.413646997,-5.601555988,0.2906002012,2.1494301771,10.278334644
6011,6.0,1.0,21419,1.0,15.715622077,8.2319925164,-1.169317119,-11.69317119,-7.839087474,-9.874453378,-11.26667609,5.3830130831
