fips,rural_urban_continuum_code_2003,povall_2019,pctpovall_2019
38051,9.0,335,13.9
38053,9.0,1107,7.4
38055,8.0,876,9.4
38057,6.0,624,7.7
38059,3.0,2416,7.9
38061,9.0,1000,9.5
38063,8.0,315,11.2
38065,8.0,207,10.6
38067,9.0,583,8.8
38069,7.0,434,11.6
38071,7.0,1361,12.3
38073,8.0,438,8.7
38075,9.0,202,8.9
38077,6.0,1904,12.4
38079,9.0,3632,25.9
38081,9.0,290,7.5
38083,9.0,219,16.7
38085,8.0,1333,32.1
38087,9.0,101,13.5
38089,7.0,2622,8.5
38091,8.0,139,7.4
38093,7.0,2064,10.8
38095,9.0,231,10.7
38097,8.0,618,8.0
38099,6.0,1221,11.7
38101,5.0,5859,9.0
38103,9.0,464,12.4
38105,7.0,2366,6.4
39001,6.0,5200,19.1
39003,3.0,12452,12.9
39005,4.0,6407,12.6
39007,4.0,17508,18.7
39009,4.0,14839,26.6
39011,4.0,3297,7.3
39013,3.0,7355,11.6
39015,1.0,5162,12.1
39017,1.0,43439,11.7
39019,2.0,2992,11.3
39021,6.0,2941,7.7
39023,3.0,18960,14.6
39025,1.0,16710,8.2
39027,6.0,6041,14.8
39029,4.0,12955,13.2
39031,6.0,4517,12.5
39033,4.0,6000,14.7
39035,1.0,195758,16.2
39037,6.0,6115,12.1
39039,4.0,3264,8.8
39041,1.0,9863,4.8
39043,3.0,8414,11.6
39045,1.0,12549,8.1
39047,6.0,3777,13.6
39049,1.0,172890,13.5
39051,2.0,2889,6.9
39053,6.0,4790,16.5
39055,1.0,5083,5.5
39057,2.0,15932,9.9
39059,6.0,5946,15.5
39061,1.0,116077,14.6
39063,4.0,6877,9.3
39065,6.0,4078,13.9
39067,6.0,2133,14.5
39069,6.0,2000,7.5
39071,6.0,6643,15.6
39073,6.0,4177,15.0
39075,7.0,3952,9.2
39077,4.0,5719,10.0
39079,7.0,5491,17.2
39081,3.0,10733,17.1
39083,4.0,6664,11.3
39085,1.0,18914,8.3
39087,2.0,9482,16.2
39089,1.0,16038,9.3
39091,4.0,4751,10.5
39093,1.0,41735,13.9
39095,2.0,75402,18.0
39097,1.0,3808,9.6
39099,2.0,40346,18.4
39101,4.0,8736,14.8
39103,1.0,9739,5.5
39105,6.0,3570,15.8
39107,7.0,2710,6.7
39109,2.0,9324,8.8
39111,8.0,1881,14.0
39113,2.0,78917,15.3
39115,6.0,2236,15.7
39117,1.0,2967,8.5
39119,4.0,12866,15.3
39121,6.0,1657,14.2
39123,2.0,3215,8.1
39125,6.0,1816,9.8
39127,6.0,5333,15.0
39129,1.0,6177,11.5
39131,7.0,5191,19.1
39133,2.0,18371,11.9
39135,2.0,3602,8.9
39137,6.0,2397,7.2
39139,3.0,15313,13.5
39141,4.0,10803,15.2
39143,4.0,5489,9.6
39145,4.0,15739,21.9
39147,4.0,6338,12.1
39149,4.0,4374,9.1
39151,2.0,46938,13.0
39153,2.0,75226,14.2
39155,2.0,29809,15.4
39157,4.0,10162,11.2
39159,1.0,3033,5.4
39161,6.0,2359,8.5
39163,9.0,2417,18.7
39165,1.0,10308,4.5
39167,3.0,6395,11.0
39169,4.0,11062,9.9
39171,7.0,3324,9.3
39173,2.0,13819,11.2
39175,7.0,1609,7.5
40001,6.0,5192,23.6
40003,9.0,735,15.8
40005,7.0,2493,19.2
40007,9.0,557,10.6
40009,7.0,4131,20.8
40011,6.0,1387,14.9
40013,6.0,8070,17.3
40015,6.0,5502,20.6
40017,1.0,11747,8.1
40019,5.0,6760,14.3
40021,6.0,10049,21.4
40023,7.0,3247,22.5
40025,9.0,379,17.8
40027,1.0,31942,11.7
40029,9.0,978,18.1
40031,3.0,19406,17.6
40033,6.0,1042,18.6
40035,6.0,2434,18.2
40037,2.0,9655,13.7
40039,7.0,4327,15.8
40041,6.0,7437,17.5
40043,9.0,553,11.6
40045,9.0,494,13.0
40047,5.0,7520,12.7
40049,6.0,4267,15.6
40051,1.0,6604,12.1
40053,9.0,474,11.2
40055,7.0,1102,24.1
40057,9.0,604,23.7
40059,9.0,403,11.1
40061,6.0,2525,20.2
40063,7.0,2511,21.4
40065,5.0,4113,17.3
40067,8.0,1218,20.8
40069,7.0,2261,21.0
40071,5.0,6812,16.1
40073,6.0,1389,8.9
40075,6.0,1864,21.9
40077,7.0,1753,18.5
40079,2.0,9848,20.5
40081,1.0,4799,13.9
40083,1.0,5729,12.4
40085,9.0,1356,13.4
40087,1.0,2869,7.1
40089,7.0,7079,21.9
40091,6.0,3801,19.7
40093,9.0,1005,13.4
40095,6.0,3030,18.2
40097,6.0,7166,17.7
40099,7.0,2049,14.9
40101,4.0,14622,22.7
40103,6.0,1346,12.3
40105,6.0,1484,15.0
40107,6.0,3010,27.4
40109,1.0,116741,14.9
40111,2.0,6916,18.7
40113,2.0,6758,14.9
40115,6.0,5569,18.5
40117,2.0,2449,15.2
40119,4.0,16969,23.0
40121,5.0,8136,19.7
40123,7.0,5087,13.9
40125,4.0,10272,14.8
40127,9.0,2613,23.9
40129,9.0,478,13.4
40131,2.0,9458,10.4
40133,7.0,5192,22.0
40135,2.0,8864,21.6
40137,4.0,6272,14.8
40139,7.0,2844,14.7
40141,6.0,1420,20.4
40143,2.0,91457,14.3
40145,2.0,6639,8.2
40147,4.0,6540,12.9
40149,7.0,1343,12.6
40151,7.0,1179,15.2
40153,7.0,2306,12.2
41001,7.0,2139,13.6
41003,3.0,14418,16.5
41005,1.0,29818,7.2
41007,4.0,4779,12.0
41009,1.0,4444,8.6
41011,5.0,9867,15.6
41013,6.0,2627,10.9
41015,7.0,3054,13.4
41017,3.0,18047,9.2
41019,4.0,12949,11.8
41021,9.0,204,10.9
41023,9.0,1088,15.3
41025,7.0,1031,14.2
41027,6.0,1943,8.4
41029,3.0,29613,13.6
41031,6.0,3546,15.0
41033,4.0,13663,15.9
41035,5.0,11225,16.7
41037,7.0,1259,17.0
41039,2.0,52146,13.9
41041,4.0,7208,14.6
41043,4.0,16161,12.6
41045,6.0,5732,21.0
41047,2.0,41154,12.2
41049,6.0,1465,12.7
41051,1.0,95902,12.0
41053,2.0,7949,9.4
41055,9.0,222,12.5
41057,6.0,3182,12.0
41059,5.0,10260,13.9
41061,7.0,3513,13.6
41063,9.0,875,12.3
41065,6.0,3174,12.2
41067,1.0,48575,8.2
41069,9.0,231,17.7
41071,1.0,10838,10.6
42001,4.0,7548,7.6
42003,1.0,127238,10.8
42005,1.0,7076,11.1
42007,1.0,18879,11.7
42009,6.0,4928,10.4
42011,2.0,41916,10.2
42013,3.0,17657,14.9
42015,6.0,8527,14.3
42017,1.0,35075,5.7
42019,1.0,14280,7.8
42021,3.0,18583,14.9
42023,7.0,613,14.0
42025,2.0,6198,9.8
42027,3.0,22610,15.9
42029,1.0,30184,5.9
42031,6.0,5162,14.1
42033,4.0,10064,13.7
42035,6.0,4898,13.4
42037,4.0,8996,14.7
42039,4.0,10129,12.6
42041,2.0,17269,7.2
42043,2.0,30942,11.3
42045,1.0,54091,9.9
42047,7.0,2902,9.8
42049,2.0,42666,16.6
42051,1.0,21995,17.5
42053,9.0,1196,26.0
42055,4.0,12313,8.1
42057,8.0,1749,12.2
42059,6.0,4708,14.2
42061,6.0,5212,13.0
42063,4.0,11048,14.0
42065,7.0,6962,16.4
42067,6.0,2538,10.4
42069,2.0,28812,14.2
42071,2.0,55968,10.5
42073,4.0,10271,12.3
42075,3.0,14381,10.4
42077,2.0,41397,11.5
42079,2.0,46326,15.2
42081,3.0,14642,13.6
42083,7.0,5487,14.6
42085,2.0,13469,13.1
42087,4.0,6036,13.3
42089,4.0,20201,12.2
42091,1.0,48819,6.0
42093,6.0,1598,9.1
42095,2.0,23228,7.9
42097,4.0,11561,13.3
42099,2.0,4066,8.9
42101,1.0,352748,23.0
42103,1.0,5054,9.2
42105,9.0,1904,11.7
42107,4.0,15767,11.7
42109,7.0,3881,10.3
42111,4.0,8552,12.5
42113,8.0,762,12.9
42115,6.0,4507,11.3
42117,6.0,5254,13.4
42119,4.0,4334,12.0
42121,4.0,6213,12.5
42123,6.0,5153,13.5
42125,1.0,19860,9.9
42127,6.0,5867,12.4
42129,1.0,35870,10.5
42131,2.0,2573,9.9
42133,2.0,40477,9.2
44001,1.0,3110,6.8
44003,1.0,13152,8.1
44005,1.0,6666,8.5
44007,1.0,85644,14.0
44009,1.0,9524,8.0
45001,6.0,3508,14.8
45003,2.0,21071,12.5
45005,6.0,2313,30.2
45007,3.0,25717,12.9
45009,7.0,3226,24.2
45011,6.0,5115,24.9
45013,5.0,18979,10.2
45015,2.0,23953,10.7
45017,2.0,2613,18.2
45019,2.0,46853,11.7
45021,4.0,8951,16.0
45023,6.0,5651,17.7
45025,6.0,8937,19.9
45027,6.0,8053,25.1
45029,6.0,7823,21.0
45031,3.0,12767,19.6
45033,6.0,8022,26.8
45035,2.0,14871,9.3
45037,2.0,3839,15.7
45039,2.0,4198,19.1
45041,3.0,22950,17.0
45043,4.0,10842,17.5
45045,2.0,54815,10.7
45047,4.0,12277,18.0
45049,6.0,4136,23.2
45051,3.0,44197,12.7
45053,6.0,4941,17.2
45055,2.0,9088,13.8
45057,4.0,11258,11.8
45059,2.0,12447,19.1
45061,6.0,3890,25.4
45063,2.0,35210,11.9
45065,8.0,1533,18.1
45067,6.0,7562,24.9
45069,6.0,6750,28.9
45071,6.0,5198,14.0
45073,6.0,10268,13.1
45075,4.0,21821,26.3
45077,2.0,18055,15.3
45079,2.0,62567,16.2
45081,2.0,3247,16.1
45083,2.0,40129,12.9
45085,3.0,18444,17.8
45087,6.0,5347,19.9
45089,6.0,8148,27.8
45091,1.0,23679,8.6
46003,9.0,271,10.2
46005,7.0,2317,12.9
46007,9.0,1051,31.6
46009,9.0,767,14.1
46011,7.0,3767,11.9
46013,5.0,3526,9.4
46015,9.0,654,12.6
46017,9.0,775,39.8
46019,6.0,1326,12.9
46021,9.0,143,10.5
46023,9.0,1873,21.2
46025,9.0,421,12.1
46027,6.0,2264,19.0
46029,7.0,2691,9.7
46031,9.0,1640,40.3
46033,8.0,834,9.6
46035,7.0,2227,11.7
46037,9.0,698,13.2
46039,9.0,372,8.7
46041,9.0,1615,27.6
46043,9.0,312,11.2
46045,9.0,388,10.7
46047,7.0,901,13.9
46049,9.0,329,15.7
46051,7.0,640,9.1
46053,9.0,637,15.5
46055,8.0,212,11.4
46057,9.0,531,8.9
46059,9.0,322,10.3
46061,8.0,260,7.9
46063,9.0,151,11.9
46065,7.0,1491,8.9
46067,8.0,708,10.5
46069,9.0,145,11.5
46071,8.0,988,29.9
46073,9.0,310,16.3
46075,9.0,116,12.9
46077,9.0,409,8.5
46079,6.0,1150,9.5
46081,6.0,3105,12.4
46083,3.0,2312,3.8
46085,9.0,786,21.1
46087,3.0,493,9.2
46089,9.0,428,19.5
46091,9.0,557,11.8
46093,3.0,2400,8.7
46095,9.0,668,33.3
46097,8.0,227,10.5
46099,3.0,16209,8.7
46101,8.0,564,8.7
46102,7.0,5653,40.1
46103,3.0,13383,12.0
46105,9.0,409,14.5
46107,9.0,217,10.4
46109,9.0,1993,19.6
46111,9.0,282,12.6
46115,7.0,698,11.5
46117,9.0,238,7.7
46119,9.0,114,8.2
46121,9.0,4388,43.4
46123,7.0,995,18.8
46125,3.0,827,10.1
46127,3.0,999,6.3
46129,7.0,796,15.1
46135,7.0,2088,10.1
46137,9.0,1310,47.7
47001,2.0,11559,15.3
47003,6.0,6825,13.9
47005,7.0,2792,17.6
47007,8.0,3366,27.3
47009,2.0,13649,10.5
47011,3.0,15228,14.5
47013,6.0,8565,21.9
47015,1.0,1875,13.0
47017,6.0,4456,16.8
47019,3.0,10664,19.3
47021,1.0,3849,9.6
47023,3.0,2374,14.8
47025,6.0,6021,19.7
47027,8.0,1514,20.1
47029,6.0,8117,22.8
47031,4.0,8000,14.4
47033,8.0,2213,15.8
47035,7.0,7929,13.3
47037,1.0,84547,12.6
47039,9.0,1827,16.0
47041,6.0,3624,18.0
47043,1.0,5353,10.1
47045,5.0,6298,17.3
47047,1.0,4527,11.2
47049,9.0,3799,20.9
47051,6.0,5557,13.9
47053,4.0,6834,14.3
47055,6.0,3834,13.4
47057,3.0,3939,17.1
47059,6.0,10706,15.9
47061,8.0,2810,21.4
47063,3.0,9165,14.4
47065,2.0,45523,12.7
47067,8.0,1701,26.4
47069,6.0,4070,19.2
47071,6.0,4413,17.5
47073,3.0,10113,18.1
47075,6.0,3524,20.7
47077,6.0,4370,15.8
47079,7.0,5795,18.3
47081,1.0,3830,16.3
47083,8.0,1427,17.8
47085,6.0,2388,13.1
47087,8.0,1977,17.1
47089,3.0,6622,12.5
47091,6.0,4045,25.2
47093,2.0,61334,13.4
47095,9.0,1705,35.5
47097,6.0,4503,19.3
47099,6.0,7250,16.7
47101,6.0,1827,15.2
47103,6.0,4343,12.8
47105,2.0,5182,9.7
47107,4.0,7620,14.5
47109,6.0,4287,17.0
47111,1.0,3733,15.5
47113,3.0,16421,17.6
47115,2.0,4374,15.3
47117,6.0,4431,13.1
47119,4.0,8059,8.5
47121,8.0,1972,16.1
47123,6.0,7571,16.5
47125,3.0,24633,12.0
47127,9.0,638,10.0
47129,6.0,4185,22.0
47131,7.0,4317,14.6
47133,7.0,3744,17.1
47135,8.0,1143,14.4
47137,9.0,881,17.8
47139,3.0,2518,15.3
47141,4.0,12434,16.1
47143,6.0,4953,15.4
47145,4.0,7687,14.6
47147,1.0,7424,10.5
47149,1.0,32610,10.0
47151,6.0,4770,22.0
47153,2.0,2569,17.4
47155,4.0,12541,12.9
47157,1.0,157667,17.2
47159,1.0,3042,15.3
47161,3.0,1740,12.9
47163,3.0,23452,15.1
47165,1.0,16330,8.6
47167,1.0,6316,10.5
47169,1.0,1367,15.8
47171,3.0,2762,15.8
47173,2.0,3601,18.3
47175,9.0,887,15.5
47177,6.0,6449,15.9
47179,3.0,19811,15.8
47181,8.0,2495,17.3
47183,7.0,5604,17.7
47185,7.0,4289,16.0
47187,1.0,10228,4.3
47189,1.0,10536,7.4
48001,5.0,8702,19.8
48003,6.0,1888,10.2
48005,5.0,13131,15.6
48007,2.0,4313,18.7
48009,3.0,877,10.3
48011,3.0,194,10.6
48013,1.0,7434,14.7
48015,1.0,3312,11.1
48017,7.0,1093,15.9
48019,1.0,2947,12.9
48021,1.0,12091,14.0
48023,6.0,546,15.9
48025,4.0,5938,24.0
48027,2.0,48565,13.8
48029,1.0,298018,15.2
48031,8.0,1022,8.6
48033,9.0,69,10.6
48035,6.0,2513,13.7
48037,3.0,14627,16.8
48039,1.0,31116,8.6
48041,3.0,42898,20.0
48043,7.0,1198,13.1
48045,9.0,232,15.0
48047,6.0,2082,29.6
48049,5.0,4965,13.7
48051,3.0,2506,13.8
48053,6.0,4943,10.5
48055,1.0,6044,14.4
48057,3.0,3088,14.7
48059,3.0,1675,12.1
48061,2.0,106976,25.5
48063,6.0,2151,16.6
48065,3.0,504,8.5
48067,6.0,5103,17.3
48069,6.0,1138,15.3
48071,1.0,3761,8.6
48073,6.0,8221,16.5
48075,7.0,1217,21.9
48077,3.0,1191,11.5
48079,9.0,545,19.5
48081,8.0,437,13.1
48083,6.0,1429,17.7
48085,1.0,62612,6.1
48087,9.0,566,19.8
48089,6.0,2867,13.6
48091,1.0,10407,6.7
48093,7.0,1818,13.5
48095,8.0,404,15.1
48097,6.0,5155,12.7
48099,2.0,7529,11.8
48101,9.0,264,18.9
48103,6.0,451,9.6
48105,7.0,476,13.8
48107,3.0,1247,22.1
48109,9.0,424,19.7
48111,7.0,821,11.4
48113,1.0,363567,14.0
48115,7.0,2338,20.6
48117,6.0,3104,17.0
48119,1.0,844,16.0
48121,1.0,56476,6.5
48123,6.0,3135,17.1
48125,8.0,366,19.4
48127,6.0,2537,25.3
48129,8.0,500,16.4
48131,7.0,2515,23.9
48133,6.0,2926,16.7
48135,3.0,19781,12.1
48137,9.0,399,20.7
48139,1.0,15932,8.7
48141,2.0,154504,18.8
48143,7.0,5937,15.2
48145,6.0,3314,21.6
48147,6.0,4287,13.2
48149,6.0,2710,10.9
48151,8.0,508,13.3
48153,6.0,979,17.3
48155,9.0,190,17.0
48157,1.0,53151,6.6
48159,8.0,1528,14.4
48161,7.0,2801,15.5
48163,6.0,4664,27.7
48165,7.0,2820,13.2
48167,1.0,38181,11.3
48169,6.0,1067,24.2
48171,7.0,2271,8.5
48173,8.0,111,7.9
48175,3.0,1011,13.4
48177,6.0,3325,16.2
48179,6.0,2888,14.5
48181,3.0,15459,11.6
48183,3.0,19832,16.5
48185,6.0,4119,15.9
48187,1.0,12234,7.4
48189,4.0,5483,17.9
48191,9.0,739,25.4
48193,6.0,1185,14.3
48195,7.0,622,11.7
48197,7.0,750,19.2
48199,2.0,6924,12.1
48201,1.0,701075,15.0
48203,4.0,11600,17.8
48205,9.0,383,8.6
48207,6.0,1061,20.7
48209,1.0,24895,11.2
48211,9.0,344,9.1
48213,4.0,14246,17.5
48215,2.0,231032,26.9
48217,6.0,4700,13.1
48219,6.0,3436,15.5
48221,4.0,5581,9.2
48223,6.0,5370,14.7
48225,7.0,4230,20.9
48227,5.0,5281,17.0
48229,8.0,1343,28.0
48231,1.0,14114,14.8
48233,6.0,2351,11.4
48235,3.0,114,7.4
48237,6.0,1212,15.6
48239,6.0,1996,13.8
48241,6.0,6747,19.5
48243,9.0,278,12.7
48245,2.0,39998,16.9
48247,6.0,1181,22.8
48249,4.0,8385,21.0
48251,1.0,19035,11.0
48253,3.0,3032,20.4
48255,6.0,2644,21.0
48257,1.0,13108,9.8
48259,1.0,3468,7.4
48261,9.0,57,14.2
48263,9.0,81,11.5
48265,4.0,6310,12.5
48267,7.0,730,17.0
48269,9.0,30,11.0
48271,9.0,629,18.9
48273,4.0,6804,23.3
48275,9.0,679,19.1
48277,4.0,9050,18.4
48279,6.0,2346,18.5
48281,2.0,2627,12.4
48283,6.0,1561,26.6
48285,6.0,2163,11.0
48287,6.0,1791,10.7
48289,8.0,2494,14.4
48291,1.0,11967,14.4
48293,6.0,4190,19.2
48295,9.0,395,12.4
48297,6.0,1825,16.5
48299,7.0,2338,10.8
48301,9.0,12,7.1
48303,3.0,53478,17.9
48305,6.0,944,16.0
48307,7.0,1379,17.6
48309,3.0,44574,18.0
48311,8.0,77,10.5
48313,6.0,2090,17.8
48315,8.0,2070,21.4
48317,6.0,695,12.1
48319,9.0,500,11.7
48321,4.0,6335,17.5
48323,5.0,15491,26.9
48325,1.0,5997,12.2
48327,8.0,435,20.7
48329,3.0,17401,9.9
48331,6.0,3965,16.3
48333,9.0,623,13.2
48335,7.0,1303,19.5
48337,6.0,2517,12.9
48339,1.0,53807,8.9
48341,6.0,2463,11.9
48343,6.0,2220,18.1
48345,8.0,210,17.6
48347,5.0,12571,20.9
48349,4.0,6586,13.4
48351,8.0,2933,22.8
48353,6.0,2496,17.5
48355,2.0,58465,16.5
48357,7.0,1115,11.4
48359,8.0,245,13.1
48361,2.0,10307,12.5
48363,6.0,4960,17.2
48365,6.0,3266,14.3
48367,1.0,11524,8.2
48369,7.0,1123,11.8
48371,7.0,2562,18.7
48373,6.0,7839,16.7
48375,3.0,22514,20.3
48377,7.0,1286,19.2
48379,8.0,1667,13.4
48381,3.0,12178,9.0
48383,6.0,340,8.9
48385,9.0,597,17.7
48387,6.0,2322,19.6
48389,7.0,2833,22.1
48391,6.0,1224,18.0
48393,9.0,63,7.4
48395,3.0,3499,20.7
48397,1.0,4991,4.8
48399,6.0,1729,17.2
48401,3.0,7426,15.4
48403,9.0,1834,17.6
48405,9.0,1799,22.5
48407,1.0,4809,16.8
48409,2.0,9507,14.4
48411,7.0,1104,20.7
48413,8.0,417,15.0
48415,7.0,2217,14.7
48417,8.0,413,12.7
48419,6.0,5346,21.4
48421,9.0,331,11.1
48423,3.0,29285,12.9
48425,8.0,842,9.4
48427,4.0,20741,32.5
48429,7.0,1477,17.0
48431,8.0,134,10.7
48433,8.0,199,15.1
48435,7.0,494,13.1
48437,6.0,1393,20.6
48439,1.0,211454,10.2
48441,3.0,18724,14.0
48443,9.0,136,17.5
48445,6.0,2438,21.6
48447,9.0,209,13.9
48449,7.0,5246,16.3
48451,3.0,14713,12.9
48453,1.0,134983,10.8
48455,8.0,2597,17.9
48457,6.0,3380,17.2
48459,3.0,6124,14.9
48461,8.0,495,13.8
48463,7.0,5174,19.8
48465,5.0,9786,20.8
48467,6.0,7586,13.6
48469,3.0,12924,14.3
48471,4.0,11810,21.4
48473,1.0,6687,13.2
48475,6.0,1462,12.4
48477,6.0,3534,10.6
48479,3.0,57053,20.9
48481,4.0,6711,16.4
48483,9.0,579,11.6
48485,3.0,16584,13.9
48487,6.0,1841,14.9
48489,6.0,5482,30.5
48491,1.0,31514,5.4
48493,1.0,4172,8.3
48495,6.0,983,12.5
48497,1.0,5745,8.3
48499,6.0,6231,14.3
48501,7.0,916,10.6
48503,6.0,2405,13.6
48505,6.0,4243,30.1
48507,7.0,3374,29.6
49001,9.0,589,8.9
49003,4.0,4147,7.5
49005,3.0,16243,13.1
49007,7.0,3255,16.4
49009,8.0,64,6.7
49011,2.0,19344,5.5
49013,6.0,2787,14.2
49015,9.0,1084,10.9
49017,9.0,460,9.4
49019,7.0,1174,12.2
49021,4.0,7013,13.1
49023,2.0,1070,9.0
49025,6.0,717,9.4
49027,7.0,1542,11.8
49029,2.0,486,4.0
49031,9.0,227,15.7
49033,8.0,230,9.3
49035,2.0,103036,9.0
49037,7.0,3295,21.9
49039,6.0,3699,13.1
49041,7.0,2590,12.1
49043,2.0,1968,4.7
49045,2.0,3829,5.3
49047,7.0,3920,11.1
49049,2.0,60411,9.7
49051,6.0,1699,5.0
49053,3.0,16590,9.5
49055,9.0,319,11.8
49057,2.0,17647,6.9
50001,6.0,2690,7.9
50003,6.0,3399,10.0
50005,7.0,3561,12.3
50007,3.0,16084,10.5
50009,9.0,908,14.8
50011,3.0,4699,9.6
50013,3.0,581,8.1
50015,8.0,2231,9.1
50017,9.0,2652,9.4
50019,7.0,3333,12.7
50021,5.0,6033,10.8
50023,4.0,4673,8.4
50025,6.0,4776,11.6
50027,7.0,5005,9.2
51001,7.0,5225,16.4
51003,3.0,6882,6.7
51005,6.0,1680,11.5
51007,1.0,1211,9.3
51009,3.0,3645,12.0
51011,3.0,1991,12.6
51013,1.0,17774,7.6
51015,4.0,5260,7.3
51017,9.0,406,9.9
51019,3.0,6766,8.6
51021,8.0,749,13.4
51023,2.0,1895,5.7
51025,6.0,2935,20.9
51027,9.0,4332,21.7
51029,8.0,2516,16.8
51031,3.0,5845,10.8
51033,1.0,2883,9.6
51035,6.0,4110,13.9
51036,1.0,870,12.5
51037,8.0,2257,19.3
51041,1.0,22943,6.6
51043,1.0,911,6.3
51045,2.0,572,11.2
51047,6.0,4709,9.2
51049,1.0,1371,13.8
51051,9.0,3330,24.2
51053,1.0,2982,10.7
51057,8.0,1747,16.2
51059,1.0,68543,6.0
51061,1.0,4310,6.1
51063,8.0,1783,11.4
51065,3.0,1883,7.3
51067,2.0,6315,11.5
51069,3.0,5731,6.5
51071,3.0,1890,11.4
51073,1.0,3194,8.6
51075,1.0,1420,6.2
51077,9.0,2719,18.8
51079,3.0,1482,7.6
51081,6.0,1929,24.5
51083,6.0,5655,17.1
51085,1.0,5393,5.1
51087,1.0,28486,8.7
51089,4.0,7277,14.6
51091,9.0,271,12.4
51093,1.0,3351,9.1
51095,1.0,4366,5.8
51097,1.0,820,11.7
51099,8.0,1553,5.9
51101,1.0,1179,6.9
51103,9.0,1383,13.3
51105,8.0,5939,27.1
51107,1.0,12909,3.1
51109,1.0,3559,9.5
51111,9.0,2140,19.2
51113,8.0,1224,9.3
51115,1.0,766,8.8
51117,7.0,5137,17.3
51119,8.0,1411,13.8
51121,3.0,18158,20.5
51125,3.0,1748,11.8
51127,1.0,1131,5.0
51131,9.0,2077,18.1
51133,9.0,1533,12.7
51135,6.0,2789,21.5
51137,6.0,3534,9.7
51139,6.0,2668,11.3
51141,8.0,2674,15.5
51143,3.0,8960,15.1
51145,1.0,1547,5.4
51147,6.0,3852,20.6
51149,1.0,2842,8.3
51153,1.0,28463,6.1
51155,3.0,4796,14.6
51157,8.0,622,8.5
51159,9.0,1303,17.8
51161,2.0,5918,6.5
51163,6.0,2525,11.5
51165,3.0,6482,8.1
51167,6.0,5272,20.0
51169,3.0,3069,14.8
51171,6.0,4421,10.3
51173,6.0,4849,16.5
51175,6.0,2132,13.3
51177,1.0,8903,6.6
51179,1.0,8097,5.4
51181,1.0,761,11.9
51183,1.0,1851,21.6
51185,7.0,8417,21.7
51187,1.0,3803,9.7
51191,3.0,6396,12.3
51193,7.0,2843,15.9
51195,7.0,7039,20.4
51197,6.0,3645,12.8
51199,1.0,3441,5.1
51510,1.0,13593,8.6
51520,3.0,3604,21.8
51530,6.0,1024,17.2
51540,3.0,9965,22.1
51550,1.0,19812,8.3
51570,1.0,1613,9.4
51580,6.0,785,14.5
51590,3.0,9023,23.5
51595,6.0,1044,20.5
51600,1.0,1667,7.1
51610,1.0,512,3.5
51620,6.0,1507,19.2
51630,1.0,4463,16.9
51640,6.0,1151,19.0
51650,1.0,17926,13.8
51660,3.0,11299,24.9
51670,1.0,4287,19.3
51678,6.0,1073,22.9
51680,3.0,11947,16.8
51683,1.0,3031,7.4
51685,1.0,1095,6.3
51690,4.0,2377,19.5
51700,1.0,25769,15.1
51710,1.0,39553,19.0
51720,7.0,756,19.3
51730,1.0,6643,21.6
51735,1.0,645,5.3
51740,1.0,16860,18.5
51750,3.0,4503,30.5
51760,1.0,42010,19.2
51770,2.0,19049,19.5
51775,2.0,2197,9.4
51790,4.0,2706,11.3
51800,1.0,8906,9.8
51810,1.0,31898,7.3
51820,4.0,2746,12.3
51830,1.0,1937,18.2
51840,3.0,3588,13.3
53001,6.0,3309,16.8
53003,3.0,3092,13.8
53005,3.0,21437,10.6
53007,3.0,9332,12.2
53009,5.0,8476,11.2
53011,1.0,44548,9.2
53013,6.0,484,12.3
53015,3.0,13729,12.6
53017,3.0,4724,10.9
53019,9.0,1354,18.0
53021,3.0,12409,13.5
53023,8.0,283,12.9
53025,4.0,13377,13.9
53027,4.0,9422,13.1
53029,4.0,6037,7.3
53031,6.0,3993,12.6
53033,1.0,171116,7.7
53035,3.0,19787,7.5
53037,6.0,6326,14.0
53039,6.0,3013,13.5
53041,4.0,9726,12.2
53043,8.0,981,9.1
53045,6.0,8143,12.8
53047,6.0,6828,16.4
53049,7.0,2996,13.5
53051,8.0,2191,16.1
53053,1.0,83128,9.4
53055,9.0,1414,8.1
53057,3.0,14314,11.2
53059,1.0,1246,10.4
53061,1.0,56935,7.0
53063,2.0,65750,12.9
53065,6.0,6738,14.9
53067,3.0,26105,9.1
53069,8.0,477,10.8
53071,4.0,7099,12.7
53073,3.0,28310,12.7
53075,4.0,11367,26.3
53077,3.0,41218,16.7
54001,7.0,2848,18.4
54003,3.0,12942,11.0
54005,2.0,4017,18.9
54007,8.0,2477,18.3
54009,3.0,2551,12.0
54011,2.0,16337,18.5
54013,8.0,1524,21.6
54015,2.0,1891,22.5
54017,9.0,1376,18.8
54019,6.0,8321,20.6
54021,9.0,1536,25.5
54023,6.0,1497,13.2
54025,7.0,5814,17.2
54027,3.0,3311,14.6
54029,3.0,3559,12.5
54031,8.0,1929,14.2
54033,5.0,7353,11.1
54035,6.0,4716,16.7
54037,1.0,5529,9.9
54039,2.0,28499,16.3
54041,7.0,3039,19.5
54043,2.0,3990,19.7
54045,6.0,6827,21.9
54047,7.0,5894,33.8
54049,4.0,7939,14.6
54051,3.0,4081,13.7
54053,6.0,3994,15.5
54055,5.0,10768,18.7
54057,3.0,3266,12.5
54059,6.0,6329,27.3
54061,3.0,18887,19.1
54063,8.0,2070,15.7
