fips,rural_urban_continuum_code_2003,povall_2019,pctpovall_2019
21025,7.0,3609,29.2
21027,8.0,3675,18.3
21029,1.0,6294,7.8
21031,8.0,2261,18.0
21033,6.0,1982,15.8
21035,7.0,5875,16.5
21037,1.0,9833,10.9
21039,9.0,725,15.5
21041,6.0,1569,15.2
21043,6.0,5207,20.0
21045,9.0,3938,25.2
21047,3.0,12219,18.9
21049,2.0,4627,13.0
21051,7.0,5905,32.6
21053,9.0,2353,23.4
21055,6.0,1646,19.2
21057,9.0,1492,23.0
21059,3.0,15213,15.4
21061,3.0,1925,16.0
21063,9.0,1775,27.7
21065,6.0,3161,22.7
21067,2.0,47657,15.4
21069,7.0,3065,21.1
21071,7.0,9632,27.4
21073,4.0,5680,11.5
21075,7.0,1412,25.6
21077,1.0,1167,13.3
21079,6.0,2741,15.7
21081,1.0,3256,13.3
21083,7.0,6551,17.9
21085,6.0,5175,20.3
21087,8.0,2010,18.6
21089,2.0,5490,15.9
21091,3.0,1055,12.2
21093,3.0,11476,10.7
21095,7.0,7918,31.1
21097,6.0,2845,15.3
21099,8.0,3767,20.1
21101,2.0,7172,16.3
21103,1.0,2337,14.7
21105,9.0,703,16.9
21107,4.0,7829,18.1
21109,9.0,3655,27.8
21111,1.0,106552,14.2
21113,2.0,5744,11.0
21115,7.0,5575,25.8
21117,1.0,18352,11.2
21119,9.0,4291,30.5
21121,7.0,9538,31.5
21123,3.0,2160,15.4
21125,7.0,12793,21.4
21127,6.0,3546,23.4
21129,9.0,2220,34.9
21131,9.0,3106,32.3
21133,9.0,6158,28.9
21135,8.0,3036,23.2
21137,7.0,4770,19.7
21139,9.0,1110,12.2
21141,6.0,4080,15.3
21143,8.0,1015,14.5
21145,5.0,9947,15.5
21147,9.0,5319,34.5
21149,3.0,1268,14.0
21151,4.0,15284,17.7
21153,9.0,3528,29.4
21155,6.0,3148,16.8
21157,7.0,3596,11.8
21159,8.0,3353,34.4
21161,6.0,2619,15.7
21163,1.0,3206,11.4
21165,9.0,1661,26.1
21167,6.0,2990,13.8
21169,9.0,2241,22.6
21171,9.0,2263,21.7
21173,6.0,4373,15.8
21175,7.0,2997,26.5
21177,6.0,5425,18.8
21179,1.0,4773,10.5
21181,8.0,1236,17.3
21183,6.0,3672,15.6
21185,1.0,3070,4.9
21187,8.0,1703,15.7
21189,9.0,1528,35.5
21191,1.0,1791,12.4
21193,7.0,6080,24.2
21195,7.0,13523,24.0
21197,6.0,2593,21.5
21199,5.0,14392,22.5
21201,8.0,450,22.0
21203,7.0,3425,21.0
21205,7.0,4976,23.3
21207,9.0,3990,22.6
21209,2.0,4795,8.6
21211,1.0,4449,9.4
21213,6.0,2264,12.5
21215,1.0,1403,7.3
21217,7.0,3997,16.4
21219,8.0,2060,17.1
21221,3.0,2119,14.6
21223,1.0,996,11.9
21225,6.0,2455,17.3
21227,3.0,19308,15.4
21229,8.0,1723,14.4
21231,7.0,4736,23.8
21233,2.0,2032,16.3
21235,7.0,7763,22.6
21237,9.0,2108,30.1
21239,2.0,2162,8.3
22001,4.0,12365,20.3
22003,6.0,4610,21.6
22005,2.0,12011,9.6
22007,6.0,4071,18.8
22009,6.0,8980,24.4
22011,6.0,5167,14.3
22013,6.0,3137,24.4
22015,2.0,20339,16.4
22017,2.0,56480,24.1
22019,3.0,37742,18.9
22021,8.0,1818,19.5
22023,3.0,949,13.7
22025,9.0,2275,26.4
22027,7.0,4135,32.5
22029,7.0,4873,27.5
22031,2.0,4898,18.0
22033,2.0,76011,17.7
22035,7.0,2221,38.4
22037,2.0,3130,18.7
22039,6.0,9115,28.6
22041,7.0,4990,25.8
22043,3.0,3610,18.6
22045,4.0,15059,21.9
22047,2.0,5370,18.7
22049,6.0,2827,19.2
22051,1.0,62709,14.6
22053,6.0,5877,19.1
22055,3.0,39646,16.6
22057,3.0,16755,17.5
22059,6.0,2300,16.9
22061,4.0,12361,29.5
22063,2.0,16700,12.0
22065,7.0,3855,41.1
22067,6.0,7449,31.0
22069,6.0,7047,19.6
22071,1.0,88917,23.5
22073,3.0,35315,23.9
22075,1.0,3450,15.1
22077,2.0,4312,20.0
22079,3.0,23052,18.3
22081,6.0,1970,23.9
22083,6.0,4810,25.1
22085,6.0,4296,18.4
22087,1.0,8967,19.2
22089,1.0,5824,11.1
22091,2.0,1952,19.6
22093,6.0,3455,16.6
22095,1.0,6780,16.0
22097,4.0,18256,22.6
22099,3.0,9811,18.7
22101,4.0,11532,23.8
22103,1.0,29707,11.5
22105,4.0,28408,21.7
22107,9.0,1247,28.9
22109,3.0,20691,19.0
22111,3.0,4187,19.4
22113,4.0,10017,17.0
22115,4.0,6850,15.3
22117,6.0,11062,24.9
22119,6.0,10967,29.6
22121,2.0,3734,14.4
22123,9.0,2177,21.0
22125,2.0,2261,22.1
22127,6.0,2852,23.4
23001,3.0,10871,10.4
23003,7.0,10052,15.5
23005,2.0,22333,7.8
23007,6.0,3653,12.6
23009,6.0,5695,10.6
23011,4.0,13605,11.5
23013,7.0,4174,10.9
23015,8.0,3727,11.0
23017,6.0,7414,13.0
23019,3.0,17894,12.4
23021,8.0,2717,16.5
23023,2.0,3054,8.6
23025,6.0,9059,18.3
23027,6.0,5318,13.7
23029,7.0,6009,19.6
23031,2.0,15990,7.9
24001,3.0,10038,16.0
24003,1.0,32641,5.8
24005,1.0,71496,8.9
24009,1.0,5216,5.7
24011,6.0,3990,12.1
24013,1.0,8359,5.1
24015,1.0,10469,10.3
24017,1.0,10268,6.4
24019,6.0,5160,16.4
24021,1.0,14538,5.7
24023,6.0,3644,12.8
24025,1.0,16851,6.7
24027,1.0,16216,5.0
24029,6.0,2242,12.4
24031,1.0,75836,7.3
24033,1.0,76853,8.7
24035,1.0,2967,6.0
24037,4.0,8494,7.7
24039,3.0,4775,23.6
24041,6.0,3210,8.7
24043,3.0,17545,12.3
24045,3.0,15845,16.0
24047,4.0,5103,9.9
24510,1.0,115961,20.4
25001,3.0,13595,6.5
25003,3.0,13321,11.2
25005,1.0,62413,11.3
25007,7.0,1249,7.3
25009,1.0,68255,8.8
25011,2.0,6403,9.3
25013,2.0,62331,13.8
25015,2.0,15342,11.1
25017,1.0,108177,6.9
25019,7.0,620,5.5
25021,1.0,40148,5.8
25023,1.0,37885,7.4
25025,1.0,126266,16.7
25027,2.0,75546,9.4
26001,9.0,1846,18.0
26003,9.0,1020,12.6
26005,4.0,12648,10.8
26007,7.0,3894,13.9
26009,9.0,2216,9.6
26011,8.0,2528,17.2
26013,9.0,984,13.7
26015,2.0,4749,7.8
26017,3.0,13645,13.4
26019,9.0,1685,9.6
26021,3.0,23806,15.9
26023,6.0,5462,13.2
26025,3.0,18085,13.9
26027,2.0,7558,14.8
26029,7.0,2510,9.7
26031,7.0,3716,14.9
26033,5.0,5966,18.3
26035,7.0,5982,19.6
26037,2.0,6164,7.8
26039,7.0,1933,14.0
26041,5.0,4844,13.8
26043,5.0,2457,9.9
26045,2.0,8093,7.5
26047,7.0,3029,9.2
26049,2.0,66557,16.6
26051,6.0,3401,13.5
26053,7.0,2325,17.1
26055,5.0,6638,7.2
26057,6.0,5035,14.3
26059,6.0,6771,15.3
26061,5.0,4828,14.7
26063,7.0,4190,13.7
26065,2.0,47655,17.3
26067,2.0,6792,11.5
26069,7.0,3495,14.2
26071,7.0,1473,13.7
26073,5.0,14755,22.9
26075,3.0,20500,13.7
26077,2.0,34247,13.3
26079,7.0,2478,13.9
26081,2.0,72323,11.2
26083,9.0,217,10.3
26085,8.0,2342,20.2
26087,1.0,8674,10.1
26089,9.0,1541,7.1
26091,4.0,11037,11.8
26093,1.0,8415,4.4
26095,7.0,969,19.2
26097,7.0,1507,14.1
26099,1.0,74273,8.6
26101,7.0,2862,12.3
26103,5.0,7321,11.8
26105,7.0,3992,13.9
26107,6.0,7976,19.9
26109,7.0,3029,13.5
26111,4.0,7920,9.7
26113,9.0,1633,10.9
26115,3.0,15223,10.2
26117,6.0,7559,12.4
26119,9.0,1321,14.4
26121,3.0,22745,13.5
26123,2.0,7576,15.7
26125,1.0,96558,7.8
26127,8.0,3880,14.8
26129,9.0,3768,18.2
26131,9.0,755,13.3
26133,7.0,3376,14.6
26135,9.0,1258,15.4
26137,7.0,2429,10.0
26139,3.0,22048,7.8
26141,7.0,1344,10.8
26143,7.0,3636,15.3
26145,3.0,34239,18.6
26147,1.0,16375,10.4
26149,4.0,7779,12.9
26151,6.0,5528,13.6
26153,7.0,1138,14.3
26155,4.0,7344,10.9
26157,6.0,5948,11.6
26159,2.0,9697,13.0
26161,2.0,44991,13.0
26163,1.0,341821,19.8
26165,7.0,4118,12.4
27001,8.0,1947,12.5
27003,1.0,21793,6.2
27005,6.0,3447,10.2
27007,7.0,7357,16.3
27009,3.0,3465,8.6
27011,9.0,533,11.0
27013,5.0,9729,15.2
27015,7.0,1763,7.4
27017,2.0,3114,9.1
27019,1.0,4492,4.3
27021,9.0,3359,11.4
27023,7.0,1210,10.4
27025,1.0,3403,6.2
27027,3.0,7283,11.9
27029,8.0,1002,11.5
27031,9.0,484,8.9
27033,7.0,1182,10.8
27035,5.0,6749,10.5
27037,1.0,26714,6.3
27039,3.0,1159,5.6
27041,7.0,2375,6.3
27043,7.0,1615,12.2
27045,8.0,1940,9.4
27047,7.0,2858,9.6
27049,4.0,3248,7.1
27051,9.0,519,8.8
27053,1.0,120032,9.7
27055,3.0,1430,7.8
27057,7.0,2386,11.2
27059,1.0,2761,6.9
27061,6.0,4946,11.2
27063,7.0,953,9.8
27065,6.0,1632,10.1
27067,4.0,4136,9.8
27069,9.0,386,9.2
27071,7.0,1559,13.0
27073,9.0,614,9.5
27075,6.0,945,9.0
27077,9.0,337,9.2
27079,6.0,2027,7.1
27081,9.0,556,10.1
27083,7.0,2609,10.6
27085,6.0,2224,6.3
27087,8.0,1158,21.3
27089,8.0,691,7.5
27091,7.0,2041,10.5
27093,6.0,1807,7.9
27095,6.0,2914,11.4
27097,6.0,2944,8.9
27099,4.0,4539,11.5
27101,9.0,682,8.5
27103,5.0,3146,9.9
27105,7.0,2334,11.0
27107,8.0,647,10.4
27109,3.0,10482,6.7
27111,6.0,6331,11.0
27113,6.0,1342,9.8
27115,6.0,3219,11.6
27117,6.0,986,11.1
27119,3.0,3266,10.8
27121,8.0,982,8.9
27123,1.0,66340,12.4
27125,8.0,397,9.9
27127,7.0,1433,9.7
27129,9.0,1418,10.0
27131,4.0,4919,8.2
27133,6.0,785,8.7
27135,7.0,902,6.0
27137,2.0,24428,12.8
27139,1.0,6157,4.2
27141,1.0,5170,5.5
27143,8.0,1574,10.7
27145,3.0,17305,11.2
27147,5.0,2262,6.3
27149,7.0,1061,11.9
27151,7.0,864,9.5
27153,6.0,2874,11.8
27155,9.0,374,11.9
27157,3.0,1803,8.4
27159,7.0,1658,12.5
27161,7.0,1569,8.9
27163,1.0,11924,4.6
27165,7.0,1081,10.1
27167,6.0,551,9.1
27169,4.0,5165,11.0
27171,1.0,7079,5.2
27173,9.0,910,9.6
28001,5.0,7891,27.9
28003,7.0,6251,17.3
28005,8.0,2537,20.9
28007,6.0,4290,24.1
28009,8.0,1685,20.7
28011,5.0,10665,36.6
28013,7.0,2428,17.2
28015,9.0,1641,17.2
28017,7.0,3755,22.7
28019,9.0,1693,20.9
28021,6.0,2875,37.5
28023,9.0,3573,23.2
28025,7.0,5635,29.7
28027,5.0,8210,38.2
28029,2.0,6082,22.1
28031,8.0,3897,21.3
28033,1.0,17313,9.4
28035,3.0,16776,23.3
28037,9.0,1496,19.6
28039,3.0,3961,16.6
28041,8.0,2389,21.8
28043,7.0,4162,20.3
28045,3.0,7869,16.7
28047,3.0,35341,17.5
28049,2.0,44973,20.1
28051,6.0,5447,33.8
28053,7.0,2949,37.1
28055,9.0,353,35.8
28057,7.0,2868,12.8
28059,3.0,21371,15.1
28061,9.0,3333,20.5
28063,7.0,1910,28.9
28065,8.0,2676,24.3
28067,4.0,15816,23.8
28069,9.0,2430,28.0
28071,6.0,8642,17.5
28073,3.0,10059,16.0
28075,5.0,15208,21.5
28077,8.0,2466,19.7
28079,6.0,5007,23.8
28081,5.0,12271,14.6
28083,5.0,9631,35.7
28085,6.0,6564,19.6
28087,5.0,9836,17.2
28089,2.0,10541,10.1
28091,6.0,5661,23.8
28093,1.0,6777,20.3
28095,7.0,6211,17.9
28097,7.0,2285,23.7
28099,7.0,6228,21.7
28101,7.0,4163,20.3
28103,7.0,2989,29.2
28105,5.0,14067,31.1
28107,6.0,7738,22.8
28109,6.0,9767,18.1
28111,3.0,2358,19.9
28113,7.0,10040,26.2
28115,7.0,5041,15.9
28117,7.0,3814,15.7
28119,6.0,2322,35.0
28121,2.0,16526,11.1
28123,6.0,5485,19.7
28125,9.0,1415,33.4
28127,2.0,4656,17.8
28129,8.0,2988,18.9
28131,3.0,3144,18.5
28133,5.0,7156,34.0
28135,7.0,4304,37.9
28137,1.0,4114,15.1
28139,7.0,3500,16.2
28141,8.0,3242,17.0
28143,1.0,2666,28.1
28145,7.0,3694,13.0
28147,9.0,3063,21.7
28149,4.0,9016,20.1
28151,5.0,14550,33.7
28153,7.0,4447,22.2
28155,9.0,1631,17.0
28157,8.0,2340,31.2
28159,7.0,4441,25.4
28161,7.0,2906,24.4
28163,6.0,8253,36.4
29001,7.0,4308,19.2
29003,3.0,1559,8.9
29005,9.0,648,12.9
29007,6.0,3797,16.3
29009,6.0,6569,18.6
29011,6.0,1737,15.0
29013,1.0,2674,16.9
29015,9.0,3208,16.7
29017,9.0,1734,14.5
29019,3.0,29399,17.2
29021,3.0,13094,15.8
29023,7.0,9362,22.5
29025,1.0,1197,13.6
29027,3.0,4735,11.6
29029,7.0,6149,13.5
29031,5.0,10909,14.6
29033,6.0,1183,13.8
29035,9.0,1176,19.8
29037,1.0,8226,7.9
29039,6.0,2529,17.9
29041,9.0,901,12.5
29043,2.0,9091,10.4
29045,9.0,943,14.2
29047,1.0,22470,9.1
29049,1.0,1968,9.9
29051,3.0,7628,10.6
29053,6.0,1896,11.8
29055,6.0,3656,15.6
29057,8.0,1180,15.9
29059,2.0,2954,17.8
29061,8.0,1425,17.6
29063,3.0,1329,14.6
29065,7.0,2917,19.0
29067,6.0,2434,18.7
29069,7.0,7569,26.7
29071,1.0,9546,9.3
29073,6.0,1671,11.6
29075,8.0,740,11.5
29077,2.0,40634,14.4
29079,7.0,1774,18.7
29081,7.0,1266,15.4
29083,6.0,3729,17.3
29085,8.0,1712,18.2
29087,8.0,508,11.8
29089,3.0,1205,13.0
29091,7.0,8213,20.8
29093,6.0,2046,20.8
29095,1.0,94823,13.7
29097,3.0,22258,18.8
29099,1.0,18767,8.4
29101,4.0,5724,11.4
29103,9.0,645,16.7
29105,6.0,5544,15.8
29107,1.0,3430,10.7
29109,6.0,6046,16.1
29111,9.0,1503,16.6
29113,1.0,5456,9.4
29115,7.0,2207,18.9
29117,6.0,1984,15.0
29119,2.0,4173,18.5
29121,7.0,1842,12.5
29123,7.0,1982,16.7
29125,8.0,1229,14.3
29127,5.0,3776,13.9
29129,9.0,453,12.7
29131,6.0,3818,15.1
29133,7.0,3130,27.7
29135,3.0,1617,11.0
29137,9.0,1143,13.4
29139,8.0,1482,13.3
29141,8.0,3594,17.8
29143,7.0,3758,22.5
29145,3.0,7511,13.2
29147,6.0,3302,17.8
29149,9.0,2132,20.6
29151,3.0,1199,9.1
29153,9.0,2056,22.7
29155,7.0,4178,26.9
29157,7.0,1710,9.1
29159,4.0,5349,12.9
29161,5.0,7069,17.0
29163,6.0,2802,17.6
29165,1.0,5451,5.3
29167,2.0,6005,19.6
29169,5.0,6185,14.6
29171,9.0,725,15.7
29173,9.0,1026,10.0
29175,6.0,3710,16.5
29177,1.0,2076,9.2
29179,9.0,1333,21.7
29181,9.0,2581,19.7
29183,1.0,18379,4.6
29185,8.0,1771,19.3
29186,6.0,1698,9.7
29187,4.0,10201,17.0
29189,1.0,90474,9.3
29195,6.0,3357,15.7
29197,9.0,953,20.8
29199,9.0,688,14.4
29201,5.0,6730,17.9
29203,9.0,1827,22.6
29205,9.0,906,15.8
29207,7.0,5249,18.4
29209,8.0,4873,15.4
29211,9.0,935,15.6
29213,6.0,6818,12.6
29215,9.0,4923,21.0
29217,7.0,3367,17.1
29219,1.0,3521,10.0
29221,1.0,5269,22.4
29223,9.0,2620,20.6
29225,2.0,6236,16.2
29227,9.0,292,14.9
29229,6.0,3534,19.6
29510,1.0,59238,20.4
30001,7.0,1302,14.5
30003,6.0,3430,26.1
30005,9.0,1401,21.3
30007,9.0,556,9.0
30009,3.0,1078,10.1
30011,9.0,175,14.2
30013,3.0,11259,14.2
30015,8.0,857,15.4
30017,7.0,1427,13.0
30019,9.0,180,11.0
30021,7.0,955,11.8
30023,7.0,1350,15.9
30025,9.0,272,9.7
30027,7.0,1418,13.2
30029,5.0,9689,9.4
30031,5.0,11486,10.3
30033,9.0,206,16.4
30035,7.0,3449,25.7
30037,8.0,155,19.7
30039,8.0,417,12.5
30041,7.0,2517,15.7
30043,9.0,967,8.0
30045,8.0,290,14.5
30047,6.0,5181,17.2
30049,5.0,6393,9.4
30051,9.0,425,19.0
30053,7.0,3440,17.4
30055,9.0,238,14.5
30057,9.0,823,9.7
30059,9.0,282,15.7
30061,8.0,681,15.6
30063,3.0,13748,11.8
30065,8.0,758,16.5
30067,7.0,1940,11.8
30069,9.0,72,14.8
30071,9.0,557,14.3
30073,7.0,995,17.5
30075,9.0,227,13.8
30077,7.0,846,16.3
30079,9.0,138,13.1
30081,6.0,4859,11.2
30083,7.0,945,8.8
30085,7.0,2617,24.3
30087,9.0,1437,16.3
30089,8.0,1994,16.7
30091,9.0,399,12.3
30093,5.0,5175,15.3
30095,8.0,887,9.3
30097,9.0,380,10.3
30099,8.0,799,13.5
30101,7.0,650,15.8
30103,8.0,85,12.2
30105,7.0,932,12.8
30107,9.0,377,18.3
30109,9.0,106,11.3
30111,3.0,17752,11.3
31001,5.0,3181,10.6
31003,9.0,761,12.2
31005,9.0,63,13.6
31007,9.0,84,11.3
31009,9.0,74,15.9
31011,9.0,509,10.0
31013,7.0,1096,10.3
31015,9.0,263,14.1
31017,9.0,337,11.6
31019,5.0,5480,11.6
31021,8.0,636,10.1
31023,6.0,644,8.2
31025,2.0,1361,5.3
31027,9.0,707,8.6
31029,9.0,348,9.1
31031,7.0,601,10.7
31033,7.0,884,10.1
31035,9.0,647,10.6
31037,7.0,868,8.2
31039,7.0,774,8.9
31041,7.0,1252,11.8
31043,3.0,2083,10.6
31045,7.0,1280,16.4
31047,7.0,2762,11.9
31049,9.0,201,11.2
31051,3.0,480,8.7
31053,4.0,3349,9.5
31055,2.0,57105,10.2
31057,9.0,223,13.4
31059,9.0,448,8.5
31061,9.0,421,14.3
31063,9.0,321,12.9
31065,9.0,557,12.2
31067,6.0,2363,11.2
31069,9.0,272,15.0
31071,9.0,231,12.1
31073,9.0,172,8.9
31075,9.0,60,9.6
31077,9.0,286,12.5
31079,5.0,6123,10.2
31081,7.0,593,6.5
31083,9.0,366,11.0
31085,9.0,138,15.0
31087,9.0,309,11.3
31089,7.0,1098,11.1
31091,9.0,54,8.2
31093,9.0,641,10.1
31095,7.0,655,9.5
31097,8.0,448,11.2
31099,7.0,488,7.7
31101,7.0,885,11.1
31103,9.0,152,18.9
31105,6.0,433,12.2
31107,9.0,986,12.2
31109,2.0,32535,10.7
31111,5.0,3682,10.8
31113,9.0,66,8.9
31115,9.0,100,15.2
31117,9.0,62,12.6
31119,5.0,3446,10.2
31121,7.0,832,11.0
31123,9.0,598,13.2
31125,9.0,351,10.3
31127,7.0,768,11.8
31129,9.0,458,11.2
31131,6.0,1304,8.3
31133,9.0,334,13.1
31135,9.0,269,9.5
31137,7.0,873,10.0
31139,9.0,655,9.3
31141,5.0,2960,9.0
31143,9.0,354,6.9
31145,7.0,1231,12.0
31147,7.0,946,12.3
31149,9.0,184,13.9
31151,6.0,1212,9.2
31153,2.0,10930,5.9
31155,2.0,1462,6.9
31157,5.0,4494,13.0
31159,2.0,1138,7.2
31161,9.0,738,14.5
31163,9.0,362,12.4
31165,9.0,185,15.9
31167,9.0,410,7.0
31169,9.0,527,10.8
31171,9.0,100,13.9
31173,8.0,1769,24.9
31175,9.0,425,10.4
31177,2.0,1386,6.8
31179,6.0,987,11.8
31181,9.0,414,12.3
31183,9.0,96,12.3
31185,7.0,1205,9.4
32001,6.0,2871,11.7
32003,1.0,296767,13.3
32005,4.0,3930,8.1
32007,5.0,5714,11.0
32009,9.0,120,13.8
32011,9.0,201,9.9
32013,7.0,1829,11.0
32015,7.0,602,10.9
32017,8.0,674,13.8
32019,6.0,5831,10.2
32021,7.0,708,15.9
32023,6.0,7317,16.1
32027,8.0,864,17.6
32029,2.0,290,7.0
32031,2.0,49598,10.7
32033,7.0,1126,13.7
32510,3.0,6458,12.2
33001,4.0,5139,8.6
33003,8.0,4370,9.0
33005,4.0,6977,9.7
33007,7.0,4062,13.9
33009,5.0,7601,9.2
33011,2.0,30494,7.5
33013,4.0,9194,6.4
33015,1.0,15522,5.1
33017,1.0,10645,8.8
33019,7.0,4305,10.1
34001,2.0,29057,11.3
34003,1.0,52980,5.7
34005,1.0,24961,5.7
34007,1.0,53641,10.7
34009,3.0,8853,9.8
34011,3.0,19261,13.8
34013,1.0,107745,13.8
34015,1.0,21602,7.5
34017,1.0,90976,13.7
34019,1.0,4794,4.0
34021,2.0,41600,11.9
34023,1.0,68514,8.5
34025,1.0,37725,6.2
34027,1.0,25678,5.3
34029,1.0,53950,9.0
34031,1.0,65342,13.3
34033,1.0,7000,11.4
34035,1.0,17409,5.4
34037,1.0,7180,5.2
34039,1.0,50094,9.1
34041,2.0,7313,7.1
35001,2.0,103458,15.5
35003,9.0,723,20.6
35005,5.0,11376,18.1
35006,6.0,6137,25.5
35007,7.0,1961,17.0
35009,5.0,8868,18.7
35011,9.0,323,18.6
35013,3.0,50726,23.8
35015,5.0,6474,11.2
35017,7.0,4772,18.1
35019,7.0,874,23.5
35021,9.0,96,15.4
35023,7.0,942,22.9
35025,5.0,10399,15.1
35027,7.0,2657,13.7
35028,6.0,683,3.5
35029,6.0,5488,23.8
35031,4.0,21294,30.1
35033,8.0,956,21.2
35035,4.0,13054,20.1
35037,7.0,1781,21.7
35039,6.0,8542,22.2
35041,7.0,3257,18.8
35043,2.0,14627,10.0
35045,3.0,24358,19.9
35047,6.0,6239,23.8
35049,3.0,18378,12.4
35051,6.0,2899,27.6
35053,6.0,4171,26.0
35055,7.0,5922,18.2
35057,2.0,3198,21.6
35059,9.0,684,20.3
35061,2.0,13210,17.6
36001,2.0,33970,11.7
36003,7.0,7491,17.9
36005,1.0,361834,26.2
36007,2.0,31962,17.8
36009,4.0,10821,14.7
36011,4.0,10058,13.8
36013,4.0,19896,16.3
36015,3.0,11221,14.1
36017,6.0,6368,13.7
36019,5.0,10950,14.8
36021,6.0,5883,10.1
36023,4.0,7542,17.3
36025,6.0,5290,12.6
36027,2.0,23693,8.6
36029,1.0,118386,13.3
36031,6.0,4338,12.4
36033,5.0,8017,18.1
36035,4.0,8533,16.4
36037,4.0,5825,10.5
36039,6.0,5589,12.6
36041,8.0,433,9.8
36043,2.0,8235,13.7
36045,4.0,15168,14.6
36047,1.0,446923,17.7
36049,6.0,3208,12.4
36051,1.0,7916,13.8
36053,2.0,6488,9.8
36055,1.0,90791,12.7
36057,4.0,7652,15.9
36059,1.0,74435,5.6
36061,1.0,222672,14.1
36063,1.0,25407,12.4
36065,2.0,31586,14.6
36067,2.0,61412,13.8
36069,1.0,8645,8.1
36071,2.0,46013,12.3
36073,1.0,5020,13.2
36075,2.0,17530,15.6
36077,6.0,8809,16.2
36079,1.0,5016,5.2
36081,1.0,245941,11.0
36083,2.0,17506,11.5
36085,1.0,42807,9.1
36087,1.0,40031,12.5
36089,5.0,18348,18.9
36091,2.0,13482,6.0
36093,2.0,18363,12.1
36095,2.0,3600,12.1
36097,6.0,2763,15.7
36099,6.0,4302,13.7
36101,4.0,14089,15.0
36103,1.0,97920,6.8
36105,4.0,11745,16.1
36107,2.0,4485,9.4
36109,3.0,15079,16.9
36111,3.0,20451,12.0
36113,3.0,6399,10.1
36115,3.0,6917,11.9
36117,1.0,10093,11.4
36119,1.0,79545,8.4
36121,6.0,3598,9.9
36123,6.0,3271,13.9
37001,3.0,23890,14.6
37003,2.0,4193,11.7
37005,9.0,1862,16.9
37007,1.0,4861,21.4
37009,9.0,3946,14.6
37011,8.0,2481,16.4
37013,6.0,8164,17.6
37015,9.0,4256,24.2
37017,6.0,6876,21.2
37019,2.0,14423,10.2
37021,2.0,31045,12.2
37023,2.0,16123,18.4
37025,1.0,16932,7.9
37027,2.0,9728,12.0
37029,8.0,819,7.6
37031,4.0,7102,10.4
37033,8.0,3438,16.2
37035,2.0,20898,13.3
37037,2.0,6400,8.7
37039,9.0,4997,17.7
37041,7.0,2528,18.5
37043,9.0,1554,14.0
37045,4.0,18230,19.0
37047,6.0,11654,22.3
37049,5.0,13385,13.8
37051,2.0,57342,18.0
37053,1.0,2419,8.8
37055,5.0,3284,8.9
37057,4.0,25099,15.2
37059,2.0,4632,10.9
37061,6.0,10288,17.7
37063,2.0,43009,14.0
37065,3.0,10625,21.0
37067,2.0,56484,15.2
37069,2.0,7908,11.6
37071,1.0,25710,11.6
37073,8.0,1680,14.7
37075,9.0,1391,16.8
37077,6.0,8313,14.6
37079,3.0,3715,20.2
37081,2.0,83004,16.0
37083,4.0,11533,23.8
37085,4.0,20597,15.6
37087,2.0,6536,10.6
37089,2.0,12349,10.6
37091,7.0,4829,23.0
37093,2.0,9149,16.9
37095,9.0,853,19.2
37097,4.0,14812,8.2
37099,6.0,7661,19.3
37101,2.0,25901,12.5
37103,8.0,1747,18.8
37105,4.0,8634,14.2
37107,4.0,12750,23.1
37109,4.0,7682,9.0
37111,6.0,6048,13.6
37113,7.0,5093,14.3
37115,2.0,3020,14.6
37117,6.0,4589,20.6
37119,1.0,112863,10.3
37121,9.0,2180,14.8
37123,6.0,4218,16.1
37125,4.0,11254,11.3
37127,3.0,15065,16.4
37129,2.0,29519,13.0
37131,9.0,4042,21.6
37133,3.0,22029,12.5
37135,2.0,18446,13.4
37137,9.0,1899,15.9
37139,7.0,5386,14.3
37141,2.0,7117,11.5
37143,9.0,2007,15.0
37145,2.0,5998,15.4
37147,3.0,33512,19.2
37149,8.0,2476,12.1
37151,2.0,19996,14.1
37153,4.0,11234,25.8
37155,4.0,39748,31.5
37157,2.0,16504,18.4
37159,4.0,19063,13.9
37161,4.0,12158,18.5
37163,6.0,10471,16.8
37165,6.0,9168,28.5
37167,6.0,6470,10.7
37169,2.0,5844,13.0
37171,4.0,11338,16.0
37173,8.0,2253,16.1
37175,6.0,4388,13.1
37177,9.0,861,25.4
37179,1.0,17281,7.3
37181,4.0,8143,18.5
37183,2.0,87375,8.0
37185,8.0,4083,21.7
37187,7.0,2438,21.3
37189,6.0,10793,21.4
37191,3.0,22456,18.6
37193,6.0,10228,15.2
37195,4.0,17258,21.5
37197,2.0,5189,13.9
37199,8.0,2537,14.2
38001,9.0,232,10.7
38003,6.0,977,9.9
38005,9.0,1578,23.3
38007,9.0,90,9.7
38009,9.0,586,9.7
38011,9.0,238,8.0
38013,9.0,185,8.8
38015,3.0,6304,6.9
38017,3.0,20189,11.4
38019,9.0,336,9.1
38021,9.0,494,10.6
38023,9.0,239,10.8
38025,9.0,428,9.8
38027,9.0,222,10.0
38029,8.0,434,13.7
38031,9.0,276,8.8
38033,9.0,206,12.1
38035,3.0,8769,13.2
38037,8.0,337,14.9
38039,9.0,207,9.5
38041,9.0,290,12.5
38043,8.0,348,14.1
38045,9.0,485,12.2
38047,9.0,237,13.2
38049,9.0,685,12.1
