year,county_fips,candidatevotes
2000,6083.0,73411.0
2000,6083.0,71493.0
2000,6083.0,8664.0
2000,6083.0,1406.0
2000,6085.0,332490.0
2000,6085.0,188750.0
2000,6085.0,19072.0
2000,6085.0,7817.0
2000,6087.0,66618.0
2000,6087.0,29627.0
2000,6087.0,10844.0
2000,6087.0,1261.0
2000,6089.0,20127.0
2000,6089.0,43278.0
2000,6089.0,2131.0
2000,6089.0,1008.0
2000,6091.0,540.0
2000,6091.0,1172.0
2000,6091.0,86.0
2000,6091.0,49.0
2000,6093.0,6323.0
2000,6093.0,12198.0
2000,6093.0,872.0
2000,6093.0,426.0
2000,6095.0,75116.0
2000,6095.0,51604.0
2000,6095.0,3869.0
2000,6095.0,1146.0
2000,6097.0,117295.0
2000,6097.0,63529.0
2000,6097.0,14324.0
2000,6097.0,1858.0
2000,6099.0,56448.0
2000,6099.0,67188.0
2000,6099.0,3398.0
2000,6099.0,1233.0
2000,6101.0,8416.0
2000,6101.0,17350.0
2000,6101.0,594.0
2000,6101.0,204.0
2000,6103.0,6507.0
2000,6103.0,13270.0
2000,6103.0,697.0
2000,6103.0,380.0
2000,6105.0,1932.0
2000,6105.0,3340.0
2000,6105.0,396.0
2000,6105.0,129.0
2000,6107.0,33006.0
2000,6107.0,54070.0
2000,6107.0,1834.0
2000,6107.0,908.0
2000,6109.0,9359.0
2000,6109.0,13172.0
2000,6109.0,949.0
2000,6109.0,247.0
2000,6111.0,133258.0
2000,6111.0,136173.0
2000,6111.0,10235.0
2000,6111.0,3026.0
2000,6113.0,33747.0
2000,6113.0,23057.0
2000,6113.0,4107.0
2000,6113.0,525.0
2000,6115.0,5546.0
2000,6115.0,9838.0
2000,6115.0,507.0
2000,6115.0,236.0
2000,8001.0,54132.0
2000,8001.0,47561.0
2000,8001.0,4165.0
2000,8001.0,1994.0
2000,8003.0,2455.0
2000,8003.0,2857.0
2000,8003.0,265.0
2000,8003.0,82.0
2000,8005.0,82614.0
2000,8005.0,97768.0
2000,8005.0,6952.0
2000,8005.0,2608.0
2000,8007.0,1432.0
2000,8007.0,2988.0
2000,8007.0,265.0
2000,8007.0,73.0
2000,8009.0,531.0
2000,8009.0,1663.0
2000,8009.0,47.0
2000,8009.0,37.0
2000,8011.0,783.0
2000,8011.0,1096.0
2000,8011.0,44.0
2000,8011.0,40.0
2000,8013.0,69983.0
2000,8013.0,50873.0
2000,8013.0,16498.0
2000,8013.0,2272.0
2000,8015.0,2768.0
2000,8015.0,4300.0
2000,8015.0,459.0
2000,8015.0,83.0
2000,8017.0,209.0
2000,8017.0,957.0
2000,8017.0,22.0
2000,8017.0,24.0
2000,8019.0,2188.0
2000,8019.0,2247.0
2000,8019.0,354.0
2000,8019.0,135.0
2000,8021.0,1749.0
2000,8021.0,1772.0
2000,8021.0,79.0
2000,8021.0,71.0
2000,8023.0,1054.0
2000,8023.0,504.0
2000,8023.0,71.0
2000,8023.0,19.0
2000,8025.0,511.0
2000,8025.0,855.0
2000,8025.0,28.0
2000,8025.0,51.0
2000,8027.0,507.0
2000,8027.0,1451.0
2000,8027.0,100.0
2000,8027.0,53.0
2000,8029.0,3264.0
2000,8029.0,8372.0
2000,8029.0,852.0
2000,8029.0,198.0
2000,8031.0,122693.0
2000,8031.0,61224.0
2000,8031.0,11624.0
2000,8031.0,2806.0
2000,8033.0,293.0
2000,8033.0,741.0
2000,8033.0,73.0
2000,8033.0,27.0
