fips,state,area_name,2013_urban_influence_code,percent_of_adults_with_a_high_school_diploma_only_1980,percent_of_adults_completing_some_college_or_associates_degree_2000,bachelors_degree_or_higher_2015_19,percent_of_adults_with_less_than_a_high_school_diploma_2015_19,percent_of_adults_with_a_high_school_diploma_only_2015_19,percent_of_adults_completing_some_college_or_associates_degree_2015_19,percent_of_adults_with_a_bachelors_degree_or_higher_2015_19
13027,GA,Brooks County,2.0,24.5,19.1,1965.0,14.86669635772705,35.02033615112305,32.354270935058594,17.758699417114258
13029,GA,Bryan County,2.0,30.3,26.8,7740.0,8.370081901550293,24.296785354614254,34.195316314697266,33.1378173828125
13031,GA,Bulloch County,5.0,24.3,22.8,11472.0,12.651268005371094,27.236412048339844,33.15553283691406,26.956787109375
13033,GA,Burke County,2.0,21.9,18.3,1950.0,19.914447784423828,38.321563720703125,28.523900985717773,13.240086555480955
13035,GA,Butts County,1.0,29.3,21.3,2078.0,19.40175437927246,44.709415435791016,23.653064727783203,12.23576545715332
13037,GA,Calhoun County,7.0,18.6,20.1,429.0,27.112525939941406,36.709129333496094,27.07006454467773,9.108280181884766
13039,GA,Camden County,3.0,31.8,34.1,8029.0,8.674060821533203,32.18650436401367,35.26420593261719,23.875226974487305
13043,GA,Candler County,9.0,22.0,17.5,936.0,22.69001007080078,37.30721282958984,26.997360229492188,13.00541877746582
13045,GA,Carroll County,1.0,26.3,20.3,15625.0,15.37413501739502,33.37604904174805,30.17226219177246,21.07755279541016
13047,GA,Catoosa County,2.0,36.4,27.4,9832.0,12.5220308303833,32.88800811767578,33.19697952270508,21.392980575561523
13049,GA,Charlton County,4.0,30.7,16.6,806.0,25.86112594604492,40.13121795654297,25.194095611572266,8.813559532165527
13051,GA,Chatham County,2.0,31.5,28.3,65257.0,10.09921169281006,24.221435546875,32.09918975830078,33.580162048339844
13053,GA,Chattahoochee County,2.0,42.8,40.6,1510.0,5.72042179107666,28.34830093383789,36.45060348510742,29.48067092895508
13055,GA,Chattooga County,5.0,21.6,18.1,1528.0,26.170574188232425,40.11223602294922,24.785175323486328,8.932016372680664
13057,GA,Cherokee County,1.0,30.1,30.2,63567.0,7.896920680999756,22.41460227966309,31.45958709716797,38.22888946533203
13059,GA,Clarke County,2.0,20.0,19.6,31201.0,12.02160358428955,19.907211303710938,24.07282066345215,43.99836349487305
13061,GA,Clay County,12.0,19.8,18.7,275.0,19.98179244995117,36.27674102783203,31.22439765930176,12.51706886291504
13063,GA,Clayton County,1.0,40.2,31.5,34324.0,15.175127983093262,33.647491455078125,31.654476165771484,19.522905349731445
13065,GA,Clinch County,7.0,21.8,16.0,443.0,30.82825469970703,33.920108795166016,25.25389289855957,9.997743606567385
13067,GA,Cobb County,1.0,30.7,28.3,238686.0,7.908668041229248,18.51032829284668,26.20283508300781,47.37817001342773
13069,GA,Coffee County,8.0,23.5,21.8,3675.0,24.283233642578125,37.20097732543945,25.491724014282227,13.024063110351562
13071,GA,Colquitt County,5.0,26.8,17.7,3764.0,25.25434112548828,38.849700927734375,23.13144302368164,12.764513969421388
13073,GA,Columbia County,2.0,35.4,30.2,36382.0,7.257516384124756,23.817567825317383,32.56037139892578,36.36454391479492
13075,GA,Cook County,6.0,25.7,20.4,1525.0,20.863563537597656,36.34754943847656,29.295700073242188,13.493186950683594
13077,GA,Coweta County,1.0,26.5,28.2,28989.0,10.842065811157228,28.574708938598636,30.327098846435547,30.256126403808597
13079,GA,Crawford County,2.0,28.5,20.8,916.0,16.861934661865234,40.00689315795898,32.60969543457031,10.521479606628418
13081,GA,Crisp County,5.0,25.9,18.6,2136.0,17.191730499267578,37.63291549682617,31.067960739135746,14.10739040374756
13083,GA,Dade County,2.0,27.1,25.8,1685.0,19.251192092895508,37.71937561035156,27.86427879333496,15.165151596069336
13085,GA,Dawson County,1.0,25.6,28.2,5364.0,12.821682929992676,29.112695693969727,27.457918167114254,30.607704162597656
13087,GA,Decatur County,5.0,27.6,24.0,2444.0,17.476329803466797,36.744815826416016,32.005184173583984,13.773670196533203
13089,GA,DeKalb County,1.0,28.2,28.4,225060.0,10.672348976135254,20.86734962463379,24.30413627624512,44.15616607666016
13091,GA,Dodge County,6.0,24.3,18.1,2123.0,14.409628868103027,44.17697525024414,27.138246536254883,14.275148391723633
13093,GA,Dooly County,6.0,16.5,21.0,1200.0,22.320798873901367,41.06260681152344,24.518600463867188,12.097993850708008
13095,GA,Dougherty County,2.0,29.9,27.6,12306.0,16.64754867553711,30.189434051513672,31.77615547180176,21.38686180114746
13097,GA,Douglas County,1.0,36.6,27.3,26093.0,12.20302391052246,30.35637092590332,29.26241874694824,28.178186416625977
13099,GA,Early County,6.0,23.0,22.4,1029.0,19.601524353027344,37.13741683959961,28.18634605407715,15.074714660644531
13101,GA,Echols County,2.0,31.4,16.5,271.0,25.842294692993164,41.93548202514648,22.508960723876957,9.713261604309082
13103,GA,Effingham County,2.0,33.8,24.8,7896.0,11.685644149780272,37.48383331298828,30.806684494018555,20.02383804321289
13105,GA,Elbert County,6.0,26.4,18.1,1557.0,21.573318481445312,40.90331268310547,25.880504608154297,11.642862319946287
13107,GA,Emanuel County,9.0,23.4,16.2,1938.0,21.40985107421875,40.8305892944336,24.73624038696289,13.02331829071045
13109,GA,Evans County,6.0,26.9,17.5,1136.0,23.81018447875977,38.85111618041992,21.57624626159668,15.762453079223633
13111,GA,Fannin County,4.0,28.0,21.6,4262.0,13.40622329711914,33.495121002197266,31.32376289367676,21.77489471435547
13113,GA,Fayette County,1.0,37.2,32.2,35275.0,4.666194438934326,20.90019989013672,28.184654235839844,46.24895095825195
13115,GA,Floyd County,2.0,27.4,22.4,13537.0,17.562021255493164,34.33411407470703,27.21858787536621,20.88527488708496
13117,GA,Forsyth County,1.0,30.8,27.6,78687.0,7.044013500213623,15.55220890045166,24.261661529541016,53.14211654663086
13119,GA,Franklin County,6.0,21.1,19.2,2469.0,17.72331428527832,39.36149597167969,26.99129295349121,15.923895835876465
13121,GA,Fulton County,1.0,26.5,23.3,370539.0,7.433854103088379,17.702234268188477,21.978574752807617,52.88533782958984
13123,GA,Gilmer County,4.0,23.7,19.8,4559.0,18.27966690063477,35.402278900146484,25.872276306152344,20.44577980041504
13125,GA,Glascock County,12.0,21.6,19.3,237.0,21.75404167175293,40.911319732666016,25.72268486022949,11.61195468902588
13127,GA,Glynn County,2.0,31.9,29.2,17652.0,11.903876304626465,26.713115692138672,31.531150817871094,29.851856231689453
13129,GA,Gordon County,3.0,27.1,21.2,5598.0,22.1101188659668,34.898712158203125,28.320972442626957,14.670195579528809
13131,GA,Grady County,6.0,25.3,19.1,2359.0,19.866533279418945,39.17793655395508,27.024154663085938,13.931376457214355
13133,GA,Greene County,4.0,21.8,19.2,3454.0,14.716629028320312,33.359249114990234,25.071910858154297,26.85221099853516
13135,GA,Gwinnett County,1.0,32.9,31.2,215339.0,12.34132957458496,22.31493377685547,28.410476684570312,36.93325805664063
13137,GA,Habersham County,5.0,24.6,21.3,5857.0,20.38370132446289,34.69488906860352,25.581165313720703,19.340246200561523
13139,GA,Hall County,2.0,24.5,22.2,31756.0,20.89861869812012,27.730398178100582,26.884523391723636,24.486459732055664
13141,GA,Hancock County,8.0,21.0,18.0,567.0,25.842185974121094,43.11077499389648,22.443096160888672,8.6039457321167
13143,GA,Haralson County,1.0,26.2,17.9,2938.0,18.759729385375977,36.08335494995117,30.40421867370605,14.75269889831543
13145,GA,Harris County,2.0,24.7,28.4,7503.0,7.820341110229492,23.707761764526367,37.09434509277344,31.37755012512207
13147,GA,Hart County,6.0,22.2,20.7,2924.0,18.518320083618164,36.94544219970703,28.85038375854492,15.685853958129885
13149,GA,Heard County,1.0,22.6,17.0,705.0,20.338563919067383,45.113059997558594,25.837142944335938,8.71123218536377
13151,GA,Henry County,1.0,33.1,30.4,41430.0,8.767904281616211,31.662830352783203,31.10775184631348,28.46151161193848
13153,GA,Houston County,2.0,40.0,32.2,28448.0,8.44903564453125,27.043087005615234,36.19380187988281,28.31407356262207
13155,GA,Irwin County,9.0,25.1,19.4,943.0,18.547611236572266,40.18916320800781,26.14620018005371,15.117024421691896
13157,GA,Jackson County,3.0,25.3,20.8,10408.0,15.9408597946167,32.14558410644531,29.2169132232666,22.696643829345703
13159,GA,Jasper County,1.0,24.3,21.0,1370.0,17.23351287841797,38.11696243286133,30.44379997253418,14.205723762512209
13161,GA,Jeff Davis County,9.0,26.2,18.5,1002.0,20.7498722076416,38.66461181640625,30.29275894165039,10.292757987976074
13163,GA,Jefferson County,7.0,21.6,15.5,1052.0,23.58853912353516,41.78487396240234,24.74401092529297,9.882574081420898
13165,GA,Jenkins County,6.0,19.4,18.4,461.0,20.728578567504883,44.77509689331055,26.6119384765625,7.884385108947754
13167,GA,Johnson County,8.0,23.3,15.2,637.0,24.85292053222656,45.94633483886719,20.060266494750977,9.14047908782959
13169,GA,Jones County,2.0,33.3,21.8,3846.0,10.894466400146484,39.23025894165039,30.29578018188477,19.57949447631836
13171,GA,Lamar County,1.0,27.1,23.0,1922.0,12.952898979187012,39.43511199951172,31.78524398803711,15.826745986938477
13173,GA,Lanier County,2.0,24.1,24.0,1128.0,20.029197692871094,37.8540153503418,25.649635314941406,16.467153549194336
13175,GA,Laurens County,8.0,26.2,18.8,5152.0,14.102523803710938,43.12360000610352,26.541479110717773,16.23239517211914
13177,GA,Lee County,2.0,30.6,28.5,4908.0,9.143566131591797,29.77347946166992,35.70024871826172,25.38270568847656
13179,GA,Liberty County,2.0,42.1,38.0,6488.0,9.300884246826172,31.55033493041992,40.87375259399414,18.275026321411133
13181,GA,Lincoln County,2.0,26.7,24.6,914.0,17.85218620300293,39.67730712890625,26.61346244812012,15.857043266296388
13183,GA,Long County,2.0,33.0,26.8,2043.0,12.34420394897461,34.73621368408203,35.478912353515625,17.440670013427734
13185,GA,Lowndes County,2.0,30.8,27.4,17240.0,13.362404823303224,31.40700912475586,29.9182186126709,25.312366485595703
13187,GA,Lumpkin County,4.0,24.9,23.9,5390.0,15.247097969055176,30.35215759277344,28.00117492675781,26.399568557739254
13189,GA,McDuffie County,2.0,26.2,19.8,1979.0,16.61943817138672,41.64068984985352,27.72031784057617,14.01955223083496
13191,GA,McIntosh County,2.0,27.6,22.2,1948.0,14.832233428955078,37.37903594970703,30.17093276977539,17.6177978515625
13193,GA,Macon County,6.0,18.7,18.0,835.0,26.40915298461914,34.77484893798828,30.051433563232425,8.76456356048584
13195,GA,Madison County,2.0,26.5,19.1,3734.0,16.846179962158203,39.76770782470703,24.85233497619629,18.53377723693848
13197,GA,Marion County,2.0,22.8,20.4,812.0,22.174488067626957,35.49239730834961,28.916061401367188,13.417052268981934
13199,GA,Meriwether County,1.0,25.0,19.3,1541.0,20.283496856689453,39.770503997802734,29.54438018798828,10.401619911193848
13201,GA,Miller County,7.0,23.8,21.9,575.0,17.400827407836914,36.50523376464844,32.10026931762695,13.993672370910645
13205,GA,Mitchell County,6.0,22.9,20.8,1480.0,22.79020881652832,39.52359008789063,27.974275588989254,9.711923599243164
13207,GA,Monroe County,2.0,28.2,21.9,5109.0,14.317943572998049,33.284366607666016,25.59286499023437,26.804826736450195
13209,GA,Montgomery County,8.0,28.2,18.6,966.0,18.260149002075195,38.077880859375,27.65534400939941,16.006628036499023
13211,GA,Morgan County,1.0,21.9,18.2,2653.0,12.340093612670898,36.03744125366211,30.928237915039062,20.69422721862793
13213,GA,Murray County,2.0,24.6,18.5,2665.0,29.267555236816406,37.44192123413086,23.22366142272949,10.06686019897461
13215,GA,Muscogee County,2.0,32.6,30.4,32751.0,11.952871322631836,27.364107131958008,34.923431396484375,25.75959014892578
13217,GA,Newton County,1.0,27.5,25.4,13695.0,13.368366241455078,33.77894592285156,33.0816535949707,19.771034240722656
13219,GA,Oconee County,2.0,26.3,23.5,13063.0,5.465838432312012,19.31476593017578,22.873170852661133,52.346221923828125
13221,GA,Oglethorpe County,2.0,26.1,19.0,1790.0,20.26125144958496,38.87299728393555,23.798627853393555,17.067123413085938
13223,GA,Paulding County,1.0,30.0,26.5,23413.0,10.630313873291016,32.88520431518555,33.839813232421875,22.64466667175293
13225,GA,Peach County,2.0,25.0,23.4,3631.0,17.011884689331055,29.824562072753903,32.614601135253906,20.548952102661133
13227,GA,Pickens County,1.0,22.6,21.4,5288.0,14.669059753417969,31.483102798461918,30.69952774047852,23.1483097076416
13229,GA,Pierce County,5.0,30.6,18.5,1628.0,16.610090255737305,42.76346206665039,28.0666561126709,12.55979061126709
13231,GA,Pike County,1.0,28.8,21.2,2131.0,11.836833000183104,41.78554153442383,29.29956817626953,17.07805824279785
13233,GA,Polk County,3.0,26.3,20.2,3773.0,21.22986221313477,37.877742767333984,27.171897888183597,13.720499038696287
13235,GA,Pulaski County,2.0,24.5,24.3,1098.0,18.936399459838867,36.77087020874024,31.141454696655277,13.151275634765623
13237,GA,Putnam County,4.0,28.0,20.5,3666.0,12.411550521850586,37.59163665771485,26.62714385986328,23.36966896057129
13239,GA,Quitman County,11.0,21.9,17.5,124.0,35.32763671875,35.44159698486328,22.16524124145508,7.065526962280273
13241,GA,Rabun County,10.0,24.4,22.7,3069.0,15.22646713256836,33.07601547241211,27.522645950317383,24.17487144470215
13243,GA,Randolph County,6.0,20.0,20.4,482.0,25.480154037475582,35.76611328125,28.467777252197266,10.285958290100098
13245,GA,Richmond County,2.0,32.0,29.7,28268.0,15.858166694641112,31.37394523620605,31.35500717163086,21.412879943847656
13247,GA,Rockdale County,1.0,35.7,29.7,15542.0,11.246612548828123,31.476964950561523,30.95189666748047,26.324525833129883
13249,GA,Schley County,5.0,27.0,16.1,452.0,12.411556243896484,34.84669876098633,39.41627502441406,13.325471878051758
13251,GA,Screven County,6.0,25.2,18.1,1497.0,16.539806365966797,41.50380706787109,26.558320999145508,15.398066520690918
13253,GA,Seminole County,6.0,26.4,22.5,971.0,14.02601718902588,38.25883865356445,31.52101325988769,16.194129943847656
13255,GA,Spalding County,1.0,25.8,20.6,7917.0,18.140987396240234,39.82797622680664,24.251611709594727,17.7794246673584
13257,GA,Stephens County,8.0,23.4,21.2,3664.0,17.931943893432617,38.60102081298828,22.442188262939453,21.02484703063965
13259,GA,Stewart County,6.0,20.2,16.8,595.0,31.901840209960938,36.421268463134766,19.50920295715332,12.167689323425291
13261,GA,Sumter County,5.0,21.5,20.4,3474.0,18.560546875,34.6624641418457,28.52639961242676,18.25059127807617
13263,GA,Talbot County,4.0,25.9,16.6,570.0,17.67708969116211,45.54350280761719,24.65432929992676,12.125080108642578
13265,GA,Taliaferro County,7.0,14.4,15.3,100.0,28.98785400390625,46.153846740722656,16.761133193969727,8.097166061401367
13267,GA,Tattnall County,6.0,29.1,19.2,2354.0,24.172260284423828,38.12639999389648,24.53579330444336,13.16554832458496
13269,GA,Taylor County,7.0,21.6,16.1,715.0,21.505565643310547,37.53313446044922,28.32655906677246,12.634740829467772
13271,GA,Telfair County,11.0,22.7,15.2,1043.0,29.68737030029297,47.22613906860352,14.437349319458008,8.649141311645508
13273,GA,Terrell County,2.0,19.3,21.0,673.0,22.51876640319824,32.34362030029297,33.91159439086914,11.226021766662598
13275,GA,Thomas County,5.0,27.3,23.2,7514.0,15.14543342590332,31.537904739379883,28.59305000305176,24.72361183166504
13277,GA,Tift County,8.0,22.9,22.0,4671.0,18.07677459716797,34.6723518371582,29.13920211791992,18.111671447753903
13279,GA,Toombs County,8.0,24.8,19.7,2835.0,19.90083694458008,37.539180755615234,26.40337371826172,16.15660858154297
13281,GA,Towns County,12.0,25.6,24.2,2551.0,10.07779312133789,29.90334701538086,29.95049476623535,30.068363189697266
13283,GA,Treutlen County,9.0,20.5,13.7,583.0,26.27442741394043,40.84537124633789,20.497026443481445,12.383177757263184
13285,GA,Troup County,3.0,22.9,21.3,8691.0,16.598861694335938,35.12685775756836,29.26509094238281,19.009185791015625
13287,GA,Turner County,6.0,23.5,18.5,650.0,18.80280494689941,38.03702926635742,31.47582244873047,11.684343338012695
13289,GA,Twiggs County,2.0,23.3,17.0,726.0,25.813764572143555,38.493927001953125,23.935222625732425,11.757084846496582
13291,GA,Union County,12.0,20.9,26.5,4087.0,10.954978942871094,34.01664352416992,32.50675201416016,22.521629333496094
13293,GA,Upson County,3.0,25.7,18.0,2394.0,17.719894409179688,38.39589309692383,30.53154182434082,13.352668762207031
13295,GA,Walker County,2.0,29.9,21.7,8070.0,18.02208137512207,35.234622955322266,30.11988639831543,16.623409271240234
13297,GA,Walton County,1.0,23.6,24.8,13234.0,13.10823917388916,36.017276763916016,29.141281127929688,21.733203887939453
13299,GA,Ware County,8.0,26.7,20.2,3710.0,18.60854721069336,39.21889114379883,27.016096115112305,15.15646743774414
13301,GA,Warren County,7.0,19.8,14.4,481.0,26.80174446105957,39.7537841796875,21.10797691345215,12.336496353149414
13303,GA,Washington County,9.0,23.6,18.9,1762.0,18.721973419189453,44.66087341308594,24.27130126953125,12.34585189819336
13305,GA,Wayne County,5.0,30.8,21.5,2595.0,16.618396759033203,41.97043991088867,28.45301055908203,12.958154678344728
13307,GA,Webster County,6.0,22.4,18.3,275.0,20.7356071472168,40.6716423034668,23.93390274047852,14.658848762512209
13309,GA,Wheeler County,9.0,21.2,18.9,735.0,19.15560531616211,50.49778747558594,16.79572296142578,13.550885200500488
13311,GA,White County,6.0,27.5,25.4,4769.0,14.800152778625488,30.916723251342773,31.536773681640625,22.74635124206543
13313,GA,Whitfield County,2.0,24.3,21.1,10556.0,30.531896591186523,29.441896438598636,24.30758285522461,15.71862506866455
13315,GA,Wilcox County,6.0,22.8,17.5,775.0,17.876216888427734,45.55450820922852,24.395225524902344,12.174049377441406
13317,GA,Wilkes County,6.0,20.1,17.1,954.0,16.310623168945312,43.99538040161133,25.92378807067871,13.770207405090332
13319,GA,Wilkinson County,7.0,25.1,19.4,678.0,15.57547664642334,50.296142578125,23.275171279907227,10.853209495544434
13321,GA,Worth County,2.0,26.1,21.6,1562.0,17.113126754760742,42.69141387939453,29.213245391845703,10.98221206665039
15001,HI,Hawaii County,8.0,35.5,31.1,41656.0,7.6836748123168945,30.16509437561035,32.749141693115234,29.40209007263184
15003,HI,Honolulu County,2.0,35.5,29.2,238767.0,8.138725280761719,25.900861740112305,30.955568313598636,35.004844665527344
15005,HI,Kalawao County,2.0,20.4,9.5,15.0,9.677419662475586,27.41935539245605,38.70967864990234,24.19354820251465
15007,HI,Kauai County,8.0,28.3,34.1,14909.0,7.525660037994385,29.99490737915039,33.275875091552734,29.20355796813965
15009,HI,Maui County,2.0,33.4,31.5,32119.0,8.020013809204102,31.25037002563477,33.537086486816406,27.192529678344727
16001,ID,Ada County,2.0,34.3,36.5,118604.0,4.839291095733643,22.36734771728516,34.26742935180664,38.52592849731445
16003,ID,Adams County,12.0,37.8,28.6,679.0,9.753817558288574,34.87067794799805,34.21626663208008,21.159238815307617
16005,ID,Bannock County,2.0,35.5,36.7,15104.0,7.546161651611328,26.44750022888184,38.173072814941406,27.83326530456543
16007,ID,Bear Lake County,11.0,41.8,31.6,750.0,6.488933563232422,38.40543365478516,36.242454528808594,18.863178253173828
16009,ID,Benewah County,7.0,39.8,27.2,987.0,12.447940826416016,38.42356872558594,33.904056549072266,15.224432945251465
16011,ID,Bingham County,5.0,37.6,35.1,5848.0,10.848491668701172,31.32193374633789,36.59732055664063,21.232255935668945
16013,ID,Blaine County,8.0,29.5,31.2,5609.0,11.324799537658691,25.550161361694336,27.75710868835449,35.3679313659668
16015,ID,Boise County,2.0,40.4,33.9,1560.0,5.689925193786621,30.555072784423828,36.61040496826172,27.14459800720215
16017,ID,Bonner County,5.0,41.0,35.2,7687.0,9.159666061401367,29.803787231445312,37.209014892578125,23.827531814575195
16019,ID,Bonneville County,2.0,35.4,35.2,21686.0,8.047868728637695,25.43559455871582,35.21141052246094,31.305126190185547
16021,ID,Boundary County,9.0,40.1,29.4,1616.0,8.214811325073242,42.66797637939453,29.303579330444336,19.813634872436523
16023,ID,Butte County,2.0,35.8,36.6,309.0,7.217573165893555,36.03556442260742,40.58577346801758,16.161087036132812
16025,ID,Camas County,8.0,39.0,34.8,119.0,6.693989276885986,43.16939926147461,33.87977981567383,16.2568302154541
16027,ID,Canyon County,2.0,37.0,30.8,24974.0,14.898797988891602,32.06363296508789,34.38494110107422,18.652626037597656
16029,ID,Caribou County,6.0,40.9,36.5,837.0,8.787466049194336,32.35694885253906,39.850135803222656,19.005449295043945
16031,ID,Cassia County,8.0,35.4,33.2,2600.0,16.386764526367188,29.77202796936035,35.2604866027832,18.580718994140625
16033,ID,Clark County,12.0,31.3,26.9,67.0,40.18181991577149,28.0,19.636363983154297,12.181818008422852
16035,ID,Clearwater County,6.0,44.4,29.5,1211.0,9.58074951171875,35.459110260009766,37.08296585083008,17.877178192138672
16037,ID,Custer County,7.0,40.1,29.6,779.0,10.610328674316406,28.575899124145508,36.43192672729492,24.3818473815918
16039,ID,Elmore County,5.0,43.5,44.9,3140.0,10.07516098022461,26.75972366333008,44.43450164794922,18.730613708496094
16041,ID,Franklin County,2.0,43.4,34.7,1409.0,9.676607131958008,37.787845611572266,34.80558776855469,17.729961395263672
16043,ID,Fremont County,5.0,37.4,33.8,1825.0,13.43319034576416,30.17118453979492,34.7004280090332,21.69519805908203
16045,ID,Gem County,2.0,40.0,33.0,2092.0,12.188597679138184,36.95034408569336,33.372344970703125,17.48871421813965
16047,ID,Gooding County,9.0,35.9,25.9,1672.0,20.942407608032227,35.037471771240234,26.855558395385746,17.164562225341797
16049,ID,Idaho County,6.0,39.3,30.2,2393.0,9.47933864593506,36.10743713378906,34.6363639831543,19.776859283447266
16051,ID,Jefferson County,2.0,38.3,39.8,4060.0,9.845536231994627,25.486499786376957,39.97810745239258,24.689855575561523
16053,ID,Jerome County,8.0,34.5,34.2,2322.0,22.788148880004883,30.636320114135746,30.462841033935547,16.11269187927246
16055,ID,Kootenai County,2.0,39.0,38.0,27458.0,6.848812580108643,27.213592529296875,40.74607467651367,25.191518783569336
16057,ID,Latah County,5.0,29.4,27.4,10134.0,4.158265113830566,19.733835220336918,30.698570251464844,45.40932846069336
16059,ID,Lemhi County,11.0,38.4,33.3,1357.0,7.915611743927002,30.26160430908203,38.919830322265625,22.9029541015625
16061,ID,Lewis County,7.0,36.0,34.6,486.0,11.524300575256348,29.639175415039062,40.94256210327149,17.89396095275879
16063,ID,Lincoln County,8.0,41.8,31.5,345.0,23.4156494140625,33.26390838623047,33.05563735961914,10.26480197906494
16065,ID,Madison County,5.0,30.7,41.7,5948.0,4.08687686920166,15.203426361083984,44.31936264038086,36.39033508300781
16067,ID,Minidoka County,8.0,35.1,30.9,1821.0,20.794374465942383,32.09952926635742,33.034542083740234,14.071555137634276
16069,ID,Nez Perce County,2.0,40.5,34.8,6419.0,7.953166484832764,32.13036346435547,37.002925872802734,22.913543701171875
16071,ID,Oneida County,7.0,32.4,39.7,468.0,9.795321464538574,34.904972076416016,38.19444274902344,17.105262756347656
16073,ID,Owyhee County,2.0,34.1,22.8,905.0,23.85625267028809,33.35101318359375,30.791671752929688,12.001060485839844
16075,ID,Payette County,5.0,36.6,31.9,2391.0,14.339054107666016,34.717674255371094,35.2810173034668,15.662256240844728
16077,ID,Power County,6.0,35.7,27.6,751.0,20.773725509643555,32.66169738769531,31.432601928710938,15.131977081298828
16079,ID,Shoshone County,7.0,40.6,27.3,1062.0,13.813715934753418,36.9742431640625,37.66981887817383,11.542223930358888
16081,ID,Teton County,8.0,34.0,36.6,3155.0,6.245131015777588,16.59309196472168,36.19839096069336,40.96338653564453
16083,ID,Twin Falls County,8.0,34.3,34.9,11146.0,12.905553817749023,27.173290252685547,39.292259216308594,20.62889862060547
16085,ID,Valley County,6.0,35.4,33.5,2588.0,5.39906120300293,26.66666603088379,37.558685302734375,30.375587463378903
16087,ID,Washington County,6.0,33.8,28.4,1164.0,14.969807624816896,33.78738784790039,34.896785736083984,16.346019744873047
17001,IL,Adams County,8.0,40.8,28.6,11510.0,7.481842994689941,35.414634704589844,32.149593353271484,24.953929901123047
17003,IL,Alexander County,2.0,29.7,25.4,580.0,13.453413009643556,40.7382698059082,32.91082763671875,12.89748764038086
17005,IL,Bond County,1.0,34.5,23.6,2683.0,10.782727241516112,33.11472702026367,33.250999450683594,22.851545333862305
17007,IL,Boone County,2.0,44.3,28.0,8212.0,13.793990135192873,34.826324462890625,27.92218971252441,23.457494735717773
17009,IL,Brown County,10.0,39.2,25.2,684.0,16.98539924621582,37.52827453613281,31.42093276977539,14.065391540527344
17011,IL,Bureau County,8.0,43.2,29.4,4859.0,9.180730819702148,36.59570693969727,33.61886215209961,20.604698181152344
17013,IL,Calhoun County,1.0,33.6,25.9,497.0,8.424068450927734,43.43839645385742,33.896846771240234,14.240687370300291
17015,IL,Carroll County,9.0,45.5,26.1,2082.0,8.8342866897583,38.1318588256836,33.508392333984375,19.52546119689941
17017,IL,Cass County,6.0,43.6,23.1,1284.0,15.970833778381348,43.078914642333984,25.84970092773437,15.100552558898926
17019,IL,Champaign County,2.0,33.7,28.7,54913.0,5.000656127929688,22.022071838378903,27.953330993652344,45.02394104003906
17021,IL,Christian County,5.0,44.9,26.8,4046.0,10.302006721496582,41.782470703125,30.82576560974121,17.089757919311523
17023,IL,Clark County,6.0,42.1,27.0,2172.0,7.183986663818359,39.950645446777344,33.01343536376953,19.85193252563477
17025,IL,Clay County,9.0,35.9,28.0,1398.0,12.026129722595217,38.60569763183594,34.39708709716797,14.97108554840088
17027,IL,Clinton County,1.0,38.4,29.4,5958.0,9.913922309875488,31.871257781982425,35.91691589355469,22.29790496826172
17029,IL,Coles County,8.0,35.5,29.5,8555.0,8.63444709777832,30.48451232910156,34.926124572753906,25.95491600036621
17031,IL,Cook County,1.0,31.4,25.5,1392515.0,12.874430656433104,23.12009620666504,25.1905460357666,38.81492614746094
17033,IL,Crawford County,9.0,42.5,32.1,2351.0,14.997096061706545,28.585947036743164,39.35104370117188,17.0659122467041
17035,IL,Cumberland County,8.0,38.7,27.1,1175.0,9.402495384216309,40.10505676269531,35.0623779296875,15.430071830749512
17037,IL,DeKalb County,1.0,37.2,30.8,19856.0,7.6991987228393555,24.902273178100582,35.05765914916992,32.34086990356445
17039,IL,De Witt County,2.0,45.0,26.4,2425.0,8.479043960571289,37.75590896606445,32.457603454589844,21.30744171142578
17041,IL,Douglas County,6.0,44.6,25.9,2473.0,16.777244567871094,33.386714935302734,30.97689247131348,18.85914802551269
17043,IL,DuPage County,1.0,33.4,27.8,313945.0,6.99767017364502,18.245885848999023,25.36940574645996,49.38703536987305
17045,IL,Edgar County,6.0,42.4,26.3,2182.0,9.924930572509766,37.30541229248047,35.52745819091797,17.242197036743164
17047,IL,Edwards County,12.0,37.9,33.6,628.0,8.01594352722168,34.54384231567383,43.53409957885742,13.90611171722412
17049,IL,Effingham County,8.0,40.4,30.2,5312.0,6.937849998474121,35.79280471801758,34.548099517822266,22.72124481201172
17051,IL,Fayette County,4.0,37.7,22.3,1727.0,16.199438095092773,40.16205978393555,32.35313415527344,11.28536891937256
17053,IL,Ford County,2.0,46.3,30.1,1983.0,9.561753273010254,35.52277374267578,33.563045501708984,21.352428436279297
17055,IL,Franklin County,6.0,35.1,30.9,4603.0,11.069506645202637,33.00494384765625,39.19223403930664,16.733314514160156
17057,IL,Fulton County,5.0,43.2,28.9,4467.0,11.350862503051758,34.50457763671875,36.58766555786133,17.55689239501953
17059,IL,Gallatin County,7.0,30.4,29.0,402.0,13.093952178955078,39.79481506347656,36.25809860229492,10.853131294250488
17061,IL,Greene County,4.0,41.0,24.9,1195.0,9.415166854858398,47.600685119628906,30.184232711791992,12.799914360046388
17063,IL,Grundy County,1.0,46.5,32.7,7756.0,6.793301582336426,33.78010559082031,36.47848892211914,22.948102951049805
