fips,2003_rural_urban_continuum_code,less_than_a_high_school_diploma_1970,percent_of_adults_with_less_than_a_high_school_diploma_1970
19093,8.0,2562.0,46.4
19095,8.0,3980.0,45.2
19097,6.0,5672.0,50.7
19099,6.0,8673.0,43.1
19101,7.0,3488.0,40.3
19103,3.0,7443.0,23.5
19105,3.0,4776.0,44.4
19107,8.0,3582.0,42.9
19109,7.0,5299.0,42.2
19111,5.0,10907.0,44.6
19113,3.0,27404.0,32.3
19115,8.0,2365.0,39.1
19117,6.0,3024.0,47.7
19119,8.0,4016.0,55.3
19121,2.0,2868.0,40.9
19123,7.0,6270.0,48.0
19125,6.0,7729.0,51.2
19127,4.0,8798.0,38.4
19129,2.0,2698.0,41.2
19131,7.0,3402.0,45.8
19133,6.0,3448.0,46.8
19135,7.0,2826.0,50.0
19137,6.0,3453.0,43.1
19139,4.0,9692.0,47.6
19141,7.0,4787.0,47.3
19143,7.0,2706.0,55.6
19145,7.0,4993.0,42.8
19147,7.0,3122.0,42.1
19149,6.0,5812.0,45.8
19151,9.0,2938.0,40.2
19153,2.0,49233.0,32.0
19155,2.0,21041.0,45.9
19157,7.0,3755.0,36.6
19159,9.0,1831.0,44.9
19161,9.0,4101.0,44.8
19163,2.0,31217.0,42.1
19165,6.0,3661.0,43.3
19167,6.0,7940.0,56.2
19169,3.0,6506.0,23.8
19171,6.0,5407.0,46.1
19173,9.0,2672.0,47.3
19175,6.0,3344.0,41.2
19177,9.0,2553.0,47.4
19179,5.0,12247.0,49.4
19181,2.0,4393.0,31.5
19183,3.0,4793.0,44.1
19185,9.0,2563.0,46.4
19187,5.0,10497.0,39.8
19189,7.0,3294.0,44.3
19191,7.0,5725.0,52.1
19193,3.0,22736.0,40.7
19195,9.0,2526.0,46.5
19197,7.0,4135.0,40.3
20001,7.0,4690.0,51.3
20003,6.0,2735.0,53.2
20005,6.0,4516.0,44.0
20007,9.0,1739.0,39.9
20009,7.0,6872.0,40.6
20011,6.0,4757.0,49.7
20013,6.0,3381.0,45.3
20015,2.0,8378.0,38.8
20017,8.0,950.0,43.2
20019,9.0,1749.0,54.6
20021,6.0,7086.0,54.8
20023,9.0,1408.0,53.4
20025,9.0,760.0,40.2
20027,7.0,2914.0,46.5
20029,7.0,3658.0,45.3
20031,6.0,2395.0,49.9
20033,9.0,681.0,39.5
20035,4.0,9420.0,44.9
20037,4.0,10483.0,48.1
20039,9.0,1464.0,47.8
20041,7.0,4756.0,39.6
20043,3.0,2629.0,51.2
20045,3.0,7813.0,31.8
20047,9.0,1130.0,40.0
20049,8.0,1409.0,53.3
20051,5.0,4383.0,40.4
20053,7.0,1918.0,48.6
20055,5.0,3709.0,40.3
20057,5.0,4733.0,39.2
20059,1.0,5114.0,44.7
20061,5.0,4005.0,34.7
20063,9.0,900.0,41.6
20065,9.0,1239.0,46.7
20067,7.0,1307.0,43.6
20069,9.0,1231.0,47.3
20071,9.0,390.0,34.6
20073,6.0,2853.0,48.4
20075,9.0,573.0,35.8
20077,8.0,2271.0,43.5
20079,2.0,5743.0,37.3
20081,9.0,631.0,33.7
20083,9.0,626.0,41.3
20085,3.0,2534.0,41.2
20087,3.0,2898.0,42.6
20089,9.0,1655.0,42.0
20091,1.0,23603.0,20.4
20093,9.0,672.0,41.3
20095,6.0,2212.0,42.1
20097,9.0,1011.0,38.7
20099,7.0,7254.0,48.2
20101,9.0,642.0,40.5
20103,1.0,13496.0,46.0
20105,9.0,1500.0,48.6
20107,1.0,2688.0,53.4
20109,9.0,918.0,42.8
20111,5.0,5282.0,34.5
20113,6.0,5681.0,40.6
20115,6.0,4135.0,48.7
20117,7.0,4172.0,50.0
20119,9.0,1263.0,43.4
20121,1.0,5361.0,46.9
20123,7.0,1977.0,41.1
20125,5.0,11867.0,48.4
20127,9.0,1940.0,46.7
20129,9.0,684.0,35.5
20131,8.0,3600.0,52.4
20133,7.0,5216.0,46.4
20135,9.0,1409.0,47.6
20137,7.0,2041.0,45.6
20139,3.0,3664.0,45.6
20141,9.0,1847.0,44.1
20143,9.0,1720.0,43.6
20145,7.0,2086.0,39.0
20147,7.0,2319.0,48.3
20149,6.0,2944.0,42.8
20151,7.0,2301.0,37.5
20153,9.0,1163.0,45.1
20155,4.0,13399.0,39.7
20157,9.0,2484.0,44.6
20159,7.0,3053.0,41.2
20161,5.0,5249.0,26.6
20163,9.0,1994.0,44.7
20165,9.0,1663.0,50.9
20167,7.0,2594.0,44.7
20169,5.0,8311.0,34.2
20171,7.0,1289.0,42.4
20173,2.0,66609.0,36.6
20175,7.0,3015.0,37.5
20177,3.0,29065.0,35.2
20179,9.0,900.0,43.1
20181,7.0,1696.0,40.7
20183,9.0,2046.0,46.0
20185,9.0,1580.0,39.9
20187,9.0,417.0,35.1
20189,7.0,803.0,34.2
20191,2.0,6128.0,44.0
20193,7.0,1489.0,36.1
20195,9.0,1331.0,50.3
20197,3.0,1831.0,46.7
20199,9.0,610.0,51.2
20201,9.0,3153.0,54.1
20203,9.0,683.0,42.0
20205,7.0,3521.0,48.8
20207,9.0,1678.0,53.5
20209,1.0,52353.0,52.7
21001,7.0,5979.0,78.4
21003,6.0,5902.0,76.2
21005,6.0,3294.0,61.8
21007,9.0,3150.0,60.7
21009,6.0,11734.0,70.4
21011,8.0,4065.0,78.4
21013,7.0,12487.0,74.8
21015,1.0,8756.0,53.0
21017,2.0,6102.0,58.2
21019,2.0,15254.0,51.7
21021,7.0,6668.0,55.7
21023,1.0,2976.0,69.9
21025,7.0,5409.0,78.8
21027,8.0,6071.0,73.6
21029,1.0,8033.0,65.1
21031,8.0,4452.0,79.7
21033,6.0,5034.0,62.8
21035,7.0,7984.0,56.2
21037,1.0,28288.0,59.9
21039,9.0,2233.0,65.7
21041,6.0,3242.0,67.8
21043,6.0,8024.0,76.1
21045,9.0,5879.0,80.6
21047,3.0,14996.0,58.8
21049,2.0,7829.0,59.9
21051,7.0,7254.0,82.8
21053,9.0,3908.0,82.5
21055,6.0,3498.0,66.5
21057,9.0,3350.0,81.6
21059,3.0,21100.0,51.1
21061,3.0,3829.0,80.3
21063,9.0,2512.0,81.2
21065,6.0,5352.0,76.9
21067,2.0,35622.0,39.9
21069,7.0,4745.0,72.1
21071,7.0,14241.0,75.5
21073,4.0,9489.0,49.0
21075,7.0,3775.0,62.2
21077,1.0,1558.0,67.9
21079,6.0,3810.0,68.1
21081,1.0,3829.0,66.5
21083,7.0,12082.0,63.7
21085,6.0,7207.0,78.3
21087,8.0,4854.0,78.9
21089,2.0,10625.0,61.1
21091,3.0,2289.0,61.1
21093,3.0,13650.0,48.3
21095,7.0,15083.0,76.1
21097,6.0,5284.0,62.8
21099,8.0,6164.0,77.0
21101,2.0,10995.0,55.8
21103,1.0,4153.0,64.0
21105,9.0,2446.0,65.4
21107,4.0,14326.0,64.5
21109,9.0,4575.0,86.4
21111,1.0,195373.0,52.7
21113,2.0,5024.0,58.5
21115,7.0,7424.0,74.8
21117,1.0,39721.0,57.6
21119,9.0,5828.0,81.2
21121,7.0,9713.0,78.1
21123,3.0,4269.0,70.7
21125,7.0,10665.0,73.2
21127,6.0,4670.0,76.8
21129,9.0,2972.0,83.4
21131,9.0,4461.0,84.0
21133,9.0,9808.0,80.7
21135,8.0,4940.0,78.0
21137,7.0,6906.0,73.9
21139,9.0,3206.0,70.2
21141,6.0,8639.0,68.3
21143,8.0,2466.0,66.3
21145,5.0,17808.0,52.2
21147,9.0,5275.0,85.2
21149,3.0,3632.0,67.9
21151,4.0,11605.0,59.4
21153,9.0,4197.0,82.5
21155,6.0,5517.0,68.9
21157,7.0,7327.0,60.5
21159,8.0,3780.0,86.1
21161,6.0,6226.0,62.6
21163,1.0,4103.0,48.4
21165,9.0,1748.0,84.2
21167,6.0,5628.0,60.1
21169,9.0,3995.0,82.7
21171,9.0,5318.0,79.6
21173,6.0,5431.0,65.9
21175,7.0,4336.0,79.5
21177,6.0,11111.0,69.2
21179,1.0,6897.0,62.2
21181,8.0,2668.0,71.3
21183,6.0,7835.0,71.7
21185,1.0,4488.0,57.6
21187,8.0,3163.0,68.8
21189,9.0,2341.0,87.4
21191,1.0,3638.0,65.9
21193,7.0,9814.0,75.8
21195,7.0,23829.0,76.6
21197,6.0,3042.0,78.1
21199,5.0,14264.0,71.2
21201,8.0,993.0,73.0
21203,7.0,5209.0,80.3
21205,7.0,4490.0,65.0
21207,9.0,4806.0,78.0
21209,2.0,5316.0,57.4
21211,1.0,6519.0,59.9
21213,6.0,4722.0,64.0
21215,1.0,2189.0,74.9
21217,7.0,6608.0,69.2
21219,8.0,4322.0,69.4
21221,3.0,3557.0,71.4
21223,1.0,1929.0,66.6
21225,6.0,4348.0,56.6
21227,3.0,15309.0,54.4
21229,8.0,3768.0,65.8
21231,7.0,6393.0,81.8
21233,2.0,5641.0,69.8
21235,7.0,9846.0,73.1
21237,9.0,2497.0,83.4
21239,2.0,4187.0,54.0
22001,4.0,18598.0,71.1
22003,6.0,7548.0,70.9
22005,2.0,10695.0,62.2
22007,6.0,6924.0,77.4
22009,6.0,14474.0,73.6
22011,6.0,6546.0,55.7
22013,6.0,6364.0,72.3
22015,2.0,13479.0,44.5
22017,2.0,61574.0,50.2
22019,3.0,36933.0,51.7
22021,8.0,3439.0,67.3
22023,3.0,2775.0,67.6
22025,9.0,4214.0,69.6
22027,7.0,7185.0,74.0
22029,7.0,6991.0,65.1
22031,2.0,8390.0,68.1
22033,2.0,55618.0,40.9
22035,7.0,4348.0,74.0
22037,2.0,7066.0,71.8
22039,6.0,12299.0,76.0
22041,7.0,8440.0,69.5
22043,3.0,5020.0,65.8
22045,4.0,18114.0,66.2
22047,2.0,10737.0,72.9
22049,6.0,6034.0,67.2
22051,1.0,79356.0,47.4
22053,6.0,9487.0,64.6
22055,3.0,25950.0,51.7
22057,3.0,21438.0,68.7
22059,6.0,4793.0,63.8
22061,4.0,7210.0,49.5
22063,2.0,10697.0,60.6
22065,7.0,5376.0,73.8
22067,6.0,11232.0,68.6
22069,6.0,10877.0,64.4
22071,1.0,184145.0,57.7
22073,3.0,30056.0,52.2
22075,1.0,7402.0,64.3
22077,2.0,7866.0,74.4
22079,3.0,33373.0,55.3
22081,6.0,3565.0,73.2
22083,6.0,7754.0,70.1
22085,6.0,6419.0,63.5
22087,1.0,14364.0,57.5
22089,1.0,7548.0,56.7
22091,2.0,3218.0,71.3
22093,6.0,5408.0,63.8
22095,1.0,6627.0,61.6
22097,4.0,28063.0,73.1
22099,3.0,11503.0,77.5
22101,4.0,17332.0,62.7
22103,1.0,16175.0,50.9
22105,4.0,20503.0,65.8
22107,9.0,3588.0,74.1
22109,3.0,21642.0,64.4
22111,3.0,7053.0,69.6
22113,4.0,16252.0,72.4
22115,4.0,8254.0,51.5
22117,6.0,13598.0,61.8
22119,6.0,13640.0,61.5
22121,2.0,4883.0,63.6
22123,9.0,5081.0,72.5
22125,2.0,4648.0,75.4
22127,6.0,6370.0,70.4
23001,3.0,27599.0,55.4
23003,7.0,23961.0,52.8
23005,2.0,37859.0,35.9
23007,6.0,5013.0,42.8
23009,6.0,8226.0,41.1
23011,4.0,23395.0,44.7
23013,7.0,7709.0,44.7
23015,8.0,4844.0,39.3
23017,6.0,10986.0,45.6
23019,3.0,27021.0,42.4
23021,8.0,4478.0,47.5
23023,2.0,5736.0,44.3
23025,6.0,11948.0,53.4
23027,6.0,6092.0,48.3
23029,7.0,9413.0,54.2
23031,2.0,29252.0,48.1
24001,3.0,25189.0,51.3
24003,1.0,67666.0,44.9
24005,1.0,162356.0,47.2
24009,1.0,6153.0,60.0
24011,6.0,7754.0,68.8
24013,1.0,24810.0,63.9
24015,1.0,15392.0,58.8
24017,1.0,10887.0,49.2
24019,6.0,12504.0,71.5
24021,1.0,25893.0,57.4
24023,6.0,7543.0,64.0
24025,1.0,26625.0,46.8
24027,1.0,12705.0,39.1
24029,6.0,5609.0,62.8
24031,1.0,58050.0,20.5
24033,1.0,105106.0,32.9
24035,1.0,7113.0,66.7
24037,4.0,9335.0,45.9
24039,3.0,8470.0,78.5
24041,6.0,8703.0,60.8
24043,3.0,31138.0,54.1
24045,3.0,18079.0,59.1
24047,4.0,9501.0,67.7
24510,1.0,326205.0,65.7
25001,3.0,16257.0,28.2
25003,3.0,37687.0,44.8
25005,1.0,156422.0,61.9
25007,7.0,1270.0,33.0
25009,1.0,146721.0,40.6
25011,2.0,13919.0,41.1
25013,2.0,117875.0,46.6
25015,2.0,26530.0,43.3
25017,1.0,266997.0,35.0
25019,7.0,764.0,33.7
25021,1.0,93892.0,28.2
25023,1.0,65403.0,37.0
25025,1.0,189536.0,46.7
25027,2.0,172072.0,48.6
26001,9.0,2626.0,60.8
26003,9.0,2538.0,53.9
26005,4.0,18225.0,53.7
26007,7.0,7686.0,50.2
26009,9.0,3469.0,49.7
26011,8.0,3693.0,61.3
26013,9.0,2480.0,57.3
26015,2.0,9303.0,45.6
26017,3.0,30885.0,52.2
26019,9.0,2317.0,46.8
26021,3.0,41668.0,47.9
26023,6.0,10334.0,50.8
26025,3.0,35671.0,46.8
26027,2.0,11752.0,50.3
26029,7.0,4131.0,47.0
26031,7.0,4430.0,50.6
26033,5.0,7186.0,45.9
26035,7.0,5330.0,56.7
26037,2.0,10559.0,44.7
26039,7.0,1655.0,48.3
26041,5.0,9670.0,50.6
26043,5.0,7066.0,50.0
26045,2.0,13095.0,38.1
26047,7.0,4200.0,42.9
26049,2.0,104183.0,47.7
26051,6.0,4378.0,58.5
26053,7.0,6355.0,50.3
26055,5.0,8599.0,40.5
26057,6.0,9048.0,45.9
26059,6.0,8499.0,43.4
26061,5.0,10201.0,54.7
26063,7.0,10697.0,58.2
26065,2.0,41554.0,35.0
26067,2.0,10716.0,47.5
26069,7.0,5279.0,42.4
26071,7.0,4605.0,51.7
26073,5.0,8027.0,45.9
26075,3.0,36525.0,47.8
26077,2.0,38850.0,39.3
26079,7.0,1663.0,56.7
26081,2.0,94415.0,45.0
26083,9.0,979.0,67.0
26085,8.0,2146.0,64.0
26087,1.0,12507.0,48.1
26089,9.0,2751.0,46.2
26091,4.0,19427.0,45.9
26093,1.0,12827.0,42.9
26095,7.0,2330.0,57.7
26097,7.0,2816.0,54.1
26099,1.0,136392.0,44.1
26101,7.0,5726.0,50.4
26103,5.0,12753.0,41.0
26105,7.0,6094.0,47.5
26107,6.0,5304.0,44.6
26109,7.0,7059.0,52.0
26111,4.0,10175.0,33.0
26113,9.0,2378.0,61.2
26115,3.0,32107.0,54.2
26117,6.0,10703.0,50.6
26119,9.0,1782.0,57.3
26121,3.0,42848.0,53.5
26123,2.0,8165.0,55.0
26125,1.0,170772.0,36.1
26127,8.0,4881.0,51.2
26129,9.0,3942.0,57.8
26131,9.0,2903.0,50.3
26133,7.0,4225.0,53.5
26135,9.0,1586.0,55.6
26137,7.0,2377.0,44.0
26139,3.0,30905.0,49.5
26141,7.0,4152.0,60.4
26143,7.0,3358.0,53.4
26145,3.0,53931.0,49.4
26147,1.0,30526.0,48.6
26149,4.0,11964.0,46.2
26151,6.0,9918.0,53.4
26153,7.0,2646.0,57.5
26155,4.0,14786.0,46.8
26157,6.0,13060.0,53.0
26159,2.0,15919.0,53.1
26161,2.0,34656.0,32.5
26163,1.0,757705.0,52.5
26165,7.0,5371.0,50.0
27001,8.0,4212.0,60.3
27003,1.0,24025.0,34.9
27005,6.0,7618.0,57.7
27007,7.0,6052.0,49.4
27009,3.0,4896.0,49.6
27011,9.0,2381.0,51.7
27013,5.0,9660.0,40.1
27015,7.0,8508.0,55.0
27017,2.0,7467.0,49.7
27019,1.0,7052.0,48.9
27021,9.0,6004.0,57.9
27023,7.0,4361.0,49.8
27025,1.0,4752.0,49.3
27027,3.0,7965.0,37.4
27029,8.0,3197.0,68.8
27031,9.0,846.0,42.1
27033,7.0,4515.0,52.2
27035,5.0,9823.0,50.5
27037,1.0,21236.0,32.0
27039,3.0,3376.0,47.6
27041,7.0,6717.0,52.3
27043,7.0,5923.0,49.1
27045,8.0,6613.0,51.8
27047,7.0,10105.0,48.8
27049,4.0,9234.0,47.4
27051,9.0,2534.0,55.2
27053,1.0,163079.0,32.1
27055,3.0,4898.0,52.8
27057,7.0,3370.0,53.8
27059,1.0,4945.0,56.6
27061,6.0,9641.0,50.3
27063,7.0,4196.0,51.8
27065,6.0,2983.0,54.6
27067,4.0,8757.0,51.2
27069,9.0,2312.0,56.9
27071,7.0,4785.0,53.1
27073,9.0,3705.0,55.3
27075,6.0,2881.0,41.9
27077,9.0,1135.0,51.5
27079,6.0,6158.0,53.4
27081,9.0,2852.0,59.5
27083,7.0,6167.0,50.5
27085,6.0,8329.0,54.4
27087,8.0,1836.0,62.0
27089,8.0,4547.0,62.4
27091,7.0,6790.0,48.2
27093,6.0,6022.0,56.7
27095,6.0,5012.0,56.4
27097,6.0,8560.0,62.3
27099,4.0,10134.0,42.8
27101,9.0,3846.0,56.4
27103,5.0,5240.0,44.0
27105,7.0,6603.0,53.0
27107,8.0,3739.0,61.1
27109,3.0,12722.0,29.8
27111,6.0,15572.0,57.4
27113,6.0,3845.0,53.6
27115,6.0,5737.0,58.8
27117,6.0,4119.0,58.2
27119,3.0,10380.0,54.8
27121,8.0,3591.0,54.2
27123,1.0,92136.0,37.4
27125,8.0,1679.0,60.0
27127,7.0,5929.0,52.7
27129,9.0,6747.0,56.0
27131,4.0,9478.0,46.5
27133,6.0,3504.0,56.5
27135,7.0,4005.0,63.3
27137,2.0,52475.0,43.5
27139,1.0,7332.0,47.9
27141,1.0,3895.0,44.2
27143,8.0,5724.0,63.7
27145,3.0,21852.0,51.7
27147,5.0,6524.0,45.3
27149,7.0,2548.0,45.6
27151,7.0,4206.0,56.2
27153,6.0,7529.0,61.0
27155,9.0,1895.0,52.6
27157,3.0,4964.0,51.9
27159,7.0,3895.0,57.7
27161,7.0,4560.0,49.9
27163,1.0,14038.0,35.7
27165,7.0,4114.0,53.8
27167,6.0,2656.0,52.8
27169,4.0,10626.0,47.3
27171,1.0,9983.0,50.4
27173,9.0,4211.0,51.2
28001,5.0,10686.0,56.8
28003,7.0,9888.0,64.0
28005,8.0,5045.0,71.2
28007,6.0,7186.0,67.2
28009,8.0,2832.0,75.4
28011,5.0,14708.0,68.9
28013,7.0,5619.0,68.9
28015,9.0,3529.0,73.4
28017,7.0,6052.0,68.6
28019,9.0,3163.0,68.6
28021,6.0,3116.0,67.3
28023,9.0,5525.0,67.3
28025,7.0,5709.0,61.3
28027,5.0,12960.0,68.8
28029,2.0,8240.0,64.9
28031,8.0,4756.0,65.3
28033,1.0,9502.0,56.9
28035,3.0,13359.0,46.8
28037,9.0,2986.0,66.8
28039,3.0,3933.0,62.4
28041,8.0,2718.0,62.9
28043,7.0,6509.0,63.2
28045,3.0,4875.0,53.5
28047,3.0,28393.0,45.3
28049,2.0,43686.0,40.8
28051,6.0,7957.0,72.0
28053,7.0,5091.0,76.3
28055,9.0,952.0,75.1
28057,7.0,6918.0,72.9
28059,3.0,18490.0,44.5
28061,9.0,5223.0,63.2
28063,7.0,3394.0,78.0
28065,8.0,4052.0,63.2
28067,4.0,17647.0,57.6
28069,9.0,3786.0,72.3
28071,6.0,5074.0,48.9
28073,3.0,4747.0,60.5
28075,5.0,19027.0,52.4
28077,8.0,3848.0,65.6
28079,6.0,6340.0,67.0
28081,5.0,13753.0,55.1
28083,5.0,12839.0,63.5
28085,6.0,8125.0,57.9
28087,5.0,12295.0,52.5
28089,2.0,8967.0,65.8
28091,6.0,7561.0,64.1
28093,1.0,7697.0,72.3
28095,7.0,11978.0,66.4
28097,7.0,4703.0,68.1
28099,7.0,7307.0,64.3
28101,7.0,6123.0,59.2
28103,7.0,4754.0,70.6
28105,5.0,5854.0,49.9
28107,6.0,9174.0,69.3
28109,6.0,7542.0,53.8
28111,3.0,2914.0,63.3
28113,7.0,10037.0,59.2
28115,7.0,6919.0,69.9
28117,7.0,7531.0,67.2
28119,6.0,5516.0,76.4
28121,2.0,13710.0,57.7
28123,6.0,7419.0,66.6
28125,9.0,2744.0,68.4
28127,2.0,7037.0,66.0
28129,8.0,4775.0,65.0
28131,3.0,2372.0,58.3
28133,5.0,12254.0,71.9
28135,7.0,6918.0,76.5
28137,1.0,5676.0,67.4
28139,7.0,5704.0,64.4
28141,8.0,5990.0,68.0
28143,1.0,4190.0,80.2
28145,7.0,7130.0,66.1
28147,9.0,4415.0,66.7
28149,4.0,12383.0,52.9
28151,5.0,21006.0,63.3
28153,7.0,5710.0,69.0
28155,9.0,3659.0,64.9
28157,8.0,4036.0,74.0
28159,7.0,6422.0,64.5
28161,7.0,4388.0,68.2
28163,6.0,9150.0,66.3
29001,7.0,5242.0,47.4
29003,3.0,3501.0,49.3
29005,9.0,2311.0,42.9
29007,6.0,7594.0,51.9
29009,6.0,7145.0,58.2
29011,6.0,3866.0,57.5
29013,1.0,5771.0,59.0
29015,9.0,4214.0,64.2
29017,9.0,4002.0,76.0
29019,3.0,11195.0,31.8
29021,3.0,25184.0,49.7
29023,7.0,13441.0,68.2
29025,1.0,2822.0,51.7
29027,3.0,8033.0,55.9
29029,7.0,4982.0,58.3
29031,5.0,13214.0,50.9
29033,6.0,4205.0,53.4
29035,9.0,1516.0,66.5
29037,1.0,8751.0,42.6
29039,6.0,3697.0,60.3
29041,9.0,3824.0,54.4
29043,2.0,4696.0,54.0
29045,9.0,2605.0,54.2
29047,1.0,23594.0,36.5
29049,1.0,3296.0,44.0
29051,3.0,11345.0,45.0
29053,6.0,4306.0,51.7
29055,6.0,5840.0,68.0
29057,8.0,2580.0,56.6
29059,2.0,3810.0,59.5
29061,8.0,2823.0,52.4
29063,3.0,2361.0,51.9
29065,7.0,4625.0,67.4
29067,6.0,3875.0,69.2
29069,7.0,13716.0,70.3
29071,1.0,18588.0,62.6
29073,6.0,5376.0,70.9
29075,8.0,2805.0,52.8
29077,2.0,34694.0,41.6
29079,7.0,4102.0,54.4
29081,7.0,3553.0,52.7
29083,6.0,6358.0,55.1
29085,8.0,2023.0,65.5
29087,8.0,2047.0,46.2
29089,3.0,3107.0,52.5
29091,7.0,8988.0,64.3
29093,6.0,3686.0,67.1
29095,1.0,158134.0,43.2
29097,3.0,23455.0,50.4
29099,1.0,29784.0,56.6
29101,4.0,6052.0,38.7
29103,9.0,1717.0,47.4
29105,6.0,7009.0,60.6
29107,1.0,7887.0,50.8
29109,6.0,8184.0,53.4
29111,9.0,2942.0,48.7
29113,1.0,6400.0,62.1
29115,7.0,5195.0,52.3
29117,6.0,4369.0,47.2
29119,2.0,4804.0,64.4
29121,7.0,5383.0,54.0
29123,7.0,3514.0,65.5
29125,8.0,2925.0,72.0
29127,5.0,8647.0,52.1
29129,9.0,1870.0,56.7
29131,6.0,5672.0,63.4
29133,7.0,6206.0,70.6
29135,3.0,3865.0,59.6
29137,9.0,3219.0,54.1
29139,8.0,4187.0,62.5
29141,8.0,3806.0,59.2
29143,7.0,8995.0,72.0
29145,3.0,9854.0,51.7
29147,6.0,4874.0,42.4
29149,9.0,3942.0,68.6
29151,3.0,3951.0,66.4
29153,9.0,2739.0,68.5
29155,7.0,10690.0,75.6
29157,7.0,6074.0,74.7
29159,4.0,10198.0,50.4
29161,5.0,7372.0,50.6
29163,6.0,5592.0,56.2
29165,1.0,5905.0,34.3
29167,2.0,5236.0,57.4
29169,5.0,6644.0,43.6
29171,9.0,2332.0,59.9
29173,9.0,2584.0,55.2
29175,6.0,7040.0,51.9
29177,1.0,5388.0,52.3
29179,9.0,2603.0,74.8
29181,9.0,4704.0,78.3
29183,1.0,20554.0,45.2
29185,8.0,3122.0,60.9
29186,6.0,4597.0,67.5
29187,4.0,13345.0,62.2
29189,1.0,202961.0,39.5
29195,6.0,7808.0,52.7
29197,9.0,1528.0,50.5
29199,9.0,1913.0,53.6
29201,5.0,10834.0,60.4
29203,9.0,2881.0,70.5
29205,9.0,2524.0,49.9
29207,7.0,10637.0,70.6
29209,8.0,3982.0,62.7
29211,9.0,2949.0,58.2
29213,6.0,4268.0,51.5
29215,9.0,6900.0,63.5
29217,7.0,6796.0,55.8
29219,1.0,3565.0,62.6
29221,1.0,5916.0,76.7
29223,9.0,3958.0,73.7
29225,2.0,5823.0,64.7
29227,9.0,1118.0,52.2
29229,6.0,5473.0,65.8
29510,1.0,237681.0,66.9
30001,7.0,1570.0,36.8
30003,6.0,2671.0,55.6
30005,9.0,1785.0,51.2
30007,9.0,569.0,40.2
30009,3.0,2184.0,49.5
30011,9.0,456.0,39.7
30013,3.0,14231.0,34.7
30015,8.0,1396.0,38.8
30017,7.0,2900.0,43.8
30019,9.0,866.0,48.0
30021,7.0,2695.0,47.1
30023,7.0,4594.0,51.3
30025,9.0,1106.0,53.0
30027,7.0,3031.0,42.4
30029,5.0,9033.0,42.9
30031,5.0,4356.0,29.4
30033,9.0,439.0,47.4
30035,7.0,2611.0,50.0
30037,8.0,222.0,41.7
30039,8.0,683.0,41.7
30041,7.0,3318.0,39.3
30043,9.0,1421.0,53.4
30045,8.0,569.0,36.6
30047,6.0,3433.0,43.1
30049,5.0,5397.0,30.4
30051,9.0,458.0,39.1
30053,7.0,4467.0,49.0
30055,9.0,732.0,48.0
30057,9.0,1225.0,41.2
30059,9.0,592.0,50.1
30061,8.0,651.0,40.8
30063,3.0,8887.0,31.5
30065,8.0,1200.0,53.6
30067,7.0,2869.0,42.6
30069,9.0,166.0,43.0
30071,9.0,1417.0,47.9
30073,7.0,1571.0,44.6
30075,9.0,606.0,42.3
30077,7.0,1699.0,45.1
30079,9.0,530.0,52.4
30081,6.0,3817.0,45.6
30083,7.0,2695.0,51.2
30085,7.0,2705.0,52.4
30087,9.0,1661.0,53.5
30089,8.0,1994.0,48.9
30091,9.0,1635.0,49.8
30093,5.0,10813.0,46.4
30095,8.0,1212.0,43.7
30097,9.0,804.0,43.7
30099,8.0,1645.0,47.0
30101,7.0,1224.0,38.2
30103,8.0,185.0,33.6
30105,7.0,2647.0,45.4
30107,9.0,642.0,43.1
30109,9.0,369.0,46.5
30111,3.0,16099.0,35.7
30113,7.0,6.0,23.1
31001,5.0,6767.0,39.1
31003,9.0,2649.0,50.0
31005,9.0,102.0,38.1
31007,9.0,255.0,39.8
31009,9.0,169.0,34.6
31011,9.0,2301.0,49.3
31013,7.0,2381.0,40.6
31015,9.0,1237.0,54.4
31017,9.0,1118.0,45.8
31019,5.0,6064.0,40.0
31021,8.0,2552.0,44.8
31023,6.0,3054.0,54.4
31025,2.0,4071.0,40.4
31027,9.0,3386.0,53.2
31029,9.0,1176.0,46.6
31031,7.0,1817.0,46.0
31033,7.0,2324.0,39.0
31035,9.0,2272.0,46.7
31037,7.0,3342.0,57.8
31039,7.0,3646.0,53.7
31041,7.0,3848.0,44.6
31043,3.0,3136.0,46.5
31045,7.0,2011.0,41.9
31047,7.0,4841.0,43.3
31049,9.0,797.0,46.8
31051,3.0,2081.0,47.5
31053,4.0,8158.0,42.3
31055,2.0,74508.0,36.9
31057,9.0,901.0,47.4
31059,9.0,2109.0,42.2
31061,9.0,1630.0,53.4
31063,9.0,1048.0,45.7
31065,9.0,2222.0,49.4
31067,6.0,7204.0,47.5
31069,9.0,801.0,43.5
31071,9.0,805.0,51.8
31073,9.0,611.0,47.5
31075,9.0,139.0,29.8
31077,9.0,1054.0,46.0
31079,5.0,9379.0,40.0
31081,7.0,2012.0,40.4
31083,9.0,1162.0,42.2
31085,9.0,388.0,42.4
31087,9.0,1144.0,46.2
31089,7.0,3480.0,48.3
31091,9.0,267.0,41.3
31093,9.0,1829.0,48.1
31095,7.0,3332.0,51.5
31097,8.0,1840.0,52.4
31099,7.0,1562.0,39.1
31101,7.0,1984.0,41.3
31103,9.0,297.0,41.1
31105,6.0,1167.0,36.2
31107,9.0,3657.0,53.3
