fips,percent_of_adults_with_less_than_a_high_school_diploma_2015_19,percent_of_adults_with_a_high_school_diploma_only_2015_19,percent_of_adults_with_a_bachelors_degree_or_higher_2015_19,residual_2019,r_net_mig_2019,unemployed_2020,unemployment_rate_2020,med_hh_income_percent_of_state_total_2019,party,cluster
19175,9.740490913391112,35.54923629760742,17.987913131713867,0.0,-3.993642773,361.0,5.9,85.61166381835938,REPUBLICAN,3
19177,10.80111598968506,38.91988754272461,14.44798755645752,-1.0,5.6911147471,170.0,4.6,81.58460998535156,REPUBLICAN,3
19179,11.85336685180664,34.94217300415039,18.83846092224121,1.0,-1.915380217,1035.0,6.0,81.75934600830078,REPUBLICAN,3
19181,4.641196250915527,30.78022003173828,31.90784454345703,-4.0,6.0304449649,1256.0,4.6,128.7184295654297,REPUBLICAN,3
19183,8.578926086425781,39.25447463989258,21.820751190185547,0.0,-6.496604048,469.0,4.1,102.30233001708984,REPUBLICAN,3
19185,12.101764678955078,44.373138427734375,12.674764633178713,1.0,6.6946909544,125.0,4.5,80.83550262451172,REPUBLICAN,3
19187,9.527865409851074,33.85657501220703,19.92374420166016,1.0,-12.15342663,977.0,5.2,86.307373046875,REPUBLICAN,3
19189,7.5593647956848145,34.11549758911133,21.7507381439209,0.0,-15.41186043,322.0,6.4,81.31441497802734,REPUBLICAN,3
19191,4.76441764831543,33.0343017578125,30.561628341674805,-1.0,-0.599880024,545.0,4.9,105.94593048095705,DEMOCRAT,3
19193,12.929594039916992,32.15989685058594,23.119815826416016,-5.0,1.0407446674,2861.0,5.3,94.51841735839844,DEMOCRAT,3
19195,6.691943168640137,36.41706085205078,17.459714889526367,0.0,-5.407597675,221.0,5.4,97.30127716064452,REPUBLICAN,3
19197,7.648853302001953,36.87718963623047,17.240989685058594,0.0,-9.583399335,276.0,4.0,87.77484893798828,REPUBLICAN,3
20001,8.095794677734375,33.06074905395508,20.32710266113281,-2.0,-8.604744672,347.0,5.4,75.2724609375,REPUBLICAN,3
20003,8.976076126098633,42.02870941162109,18.06698608398437,0.0,0.5093594805,175.0,4.1,82.78842163085938,REPUBLICAN,3
20005,7.261963367462158,38.371978759765625,22.04242706298828,0.0,-5.706134094,471.0,6.9,83.60740661621094,REPUBLICAN,3
20007,8.861940383911133,33.73756408691406,20.67786026000977,0.0,-8.996851102,78.0,3.4,81.67279052734375,REPUBLICAN,3
20009,10.521306037902832,31.995073318481445,20.91942405700684,0.0,-9.452889883,634.0,4.6,81.8243408203125,REPUBLICAN,3
20011,8.67785930633545,31.479537963867188,21.67890930175781,0.0,-2.54505434,380.0,5.6,76.50093841552734,REPUBLICAN,3
20013,6.795968055725098,37.35491943359375,21.197311401367188,0.0,-5.215395849,230.0,4.5,76.67182922363281,REPUBLICAN,3
20015,7.515005111694336,25.85636329650879,29.76790809631348,-2.0,-0.209355186,2130.0,6.5,106.72438049316406,REPUBLICAN,3
20017,8.186813354492188,29.065933227539062,25.494504928588867,0.0,16.768292683,81.0,5.5,82.25640106201172,REPUBLICAN,3
20019,13.400335311889648,34.84086990356445,15.87102222442627,0.0,-12.81660055,90.0,6.1,70.39401245117188,REPUBLICAN,3
20021,10.123385429382324,32.72963333129883,19.597373962402344,0.0,-2.20143093,522.0,5.2,76.87173461914062,REPUBLICAN,3
20023,6.439790725708008,30.89005279541016,28.900524139404297,1.0,9.8076197661,29.0,2.2,76.29296112060547,REPUBLICAN,3
20025,5.23708438873291,27.176219940185547,26.114648818969727,0.0,-0.501504514,23.0,2.0,95.25537109375,REPUBLICAN,3
20027,7.142857074737549,35.2180061340332,26.674938201904297,-1.0,1.7494532958,171.0,4.5,85.09221649169922,REPUBLICAN,3
20029,7.048825263977051,31.5614070892334,23.96267318725586,-1.0,9.0182648402,157.0,4.1,74.64209747314453,REPUBLICAN,3
20031,7.286130428314209,32.07611846923828,24.54997444152832,1.0,-8.043385534,204.0,5.2,101.1075668334961,REPUBLICAN,3
20033,6.089743614196777,34.855770111083984,16.0256404876709,0.0,-23.86495925,30.0,3.5,77.14903259277344,REPUBLICAN,3
20035,9.337388038635254,29.913908004760746,21.77581787109375,0.0,-6.309148265,1098.0,6.5,83.086669921875,REPUBLICAN,3
20037,7.8973388671875,29.26787376403809,29.878337860107425,3.0,-4.708667293,1046.0,5.5,68.87696075439453,REPUBLICAN,3
20039,6.008383750915527,35.398231506347656,22.54308319091797,0.0,-8.791981713,46.0,3.7,75.57554626464844,REPUBLICAN,3
20041,8.547991752624512,33.172340393066406,22.88408470153809,0.0,-11.57532034,431.0,4.9,93.61256408691406,REPUBLICAN,3
20043,9.674195289611816,36.7579460144043,21.12732315063477,0.0,-7.340411587,188.0,4.5,84.79396057128906,REPUBLICAN,3
20045,4.633719444274902,18.382858276367188,49.63142395019531,1.0,5.9909273199,3888.0,6.1,100.85606384277344,DEMOCRAT,3
20047,14.623757362365724,28.20634078979492,18.07856178283692,0.0,-9.255962976,44.0,3.0,79.07235717773438,REPUBLICAN,3
20049,11.518046379089355,42.56900024414063,15.605095863342283,-2.0,23.13522138,56.0,4.8,67.59850311279297,REPUBLICAN,3
20051,6.69187593460083,26.90500831604004,36.295406341552734,1.0,-4.895190475,592.0,3.5,82.60301971435547,REPUBLICAN,3
20053,8.383101463317871,34.32868957519531,19.50895881652832,0.0,-7.664084794,89.0,3.3,91.8746337890625,REPUBLICAN,3
20055,28.985641479492188,22.17369079589844,17.06705093383789,3.0,-12.85019522,712.0,3.5,92.55819702148438,REPUBLICAN,3
20057,26.44311141967773,25.28272247314453,17.720523834228516,4.0,-17.83809411,584.0,3.4,88.03121185302734,REPUBLICAN,3
20059,7.836147785186768,37.5854606628418,20.4055404663086,1.0,-4.963943012,769.0,5.4,90.25601196289062,REPUBLICAN,3
20061,6.22674560546875,24.95075416564941,23.238126754760746,-2.0,-54.89782302,800.0,6.9,95.0828628540039,REPUBLICAN,3
20063,7.948051929473877,36.25973892211914,19.68831253051757,-2.0,13.340956737,42.0,2.9,85.42271423339844,REPUBLICAN,3
20065,7.424960613250732,31.85887336730957,24.749868392944336,-1.0,10.893685697,52.0,4.6,78.8547134399414,REPUBLICAN,3
20067,22.98094367980957,25.930126190185547,14.859346389770508,1.0,-30.32400997,127.0,4.1,105.07835388183594,REPUBLICAN,3
20069,22.63102149963379,22.498676300048828,20.22233963012696,2.0,-23.70689655,72.0,2.2,111.36421966552734,REPUBLICAN,3
20071,12.962963104248049,26.9135799407959,27.160493850708008,1.0,-8.939455506,15.0,1.8,94.29934692382812,REPUBLICAN,3
20073,7.587769031524658,36.2853889465332,19.93205070495605,0.0,-2.334695239,164.0,5.2,72.34796905517578,REPUBLICAN,3
20075,19.15915870666504,39.879878997802734,18.738739013671875,0.0,-28.41019654,28.0,1.7,90.05126953125,REPUBLICAN,3
20077,10.367115020751951,39.089969635009766,16.235780715942383,0.0,-6.944444444,124.0,4.4,76.64280700683594,REPUBLICAN,3
20079,9.54371452331543,23.747085571289062,33.189598083496094,-3.0,6.0922287646,900.0,5.3,101.50415802001952,REPUBLICAN,3
20081,27.598711013793945,19.258663177490234,17.123287200927734,0.0,-12.56597135,53.0,2.4,100.72386932373048,REPUBLICAN,3
20083,8.931297302246094,20.83969497680664,30.76335906982422,1.0,-11.61504425,27.0,2.7,94.08654022216795,REPUBLICAN,3
20085,5.375140190124512,39.048152923583984,20.23516273498535,0.0,-10.66525472,393.0,5.4,97.72200012207033,REPUBLICAN,3
20087,6.484976768493652,39.7176513671875,23.176807403564453,0.0,8.707353756,499.0,4.9,110.51299285888672,REPUBLICAN,3
20089,6.863636493682861,39.5,19.31818199157715,-1.0,13.277428372,39.0,3.1,74.18746185302734,REPUBLICAN,3
20091,4.04081392288208,14.456243515014648,55.98067855834961,-17.0,2.0590939986,17602.0,5.1,148.1798553466797,DEMOCRAT,3
20093,24.0676498413086,32.39375686645508,14.744145393371582,2.0,-36.2514462,55.0,2.7,108.5009994506836,REPUBLICAN,3
20095,6.42307710647583,33.0,24.423076629638672,-1.0,-6.818814361,174.0,5.2,91.74404907226562,REPUBLICAN,3
20097,11.811997413635254,27.08719825744629,28.076684951782227,-1.0,-7.655116841,41.0,3.3,79.94454193115234,REPUBLICAN,3
20099,10.19522762298584,31.79320335388184,18.734634399414062,1.0,-15.93968222,544.0,5.6,71.20977783203125,REPUBLICAN,3
20101,5.716963291168213,31.86504173278809,23.055295944213867,0.0,-4.543979228,22.0,2.9,97.23834228515624,REPUBLICAN,3
20103,7.821146965026855,28.251787185668945,31.49532699584961,1.0,-0.502281707,2135.0,5.8,122.26736450195312,REPUBLICAN,3
20105,6.707316875457764,31.050657272338867,22.79549789428711,1.0,-7.382550336,50.0,2.9,76.67021179199219,REPUBLICAN,3
20107,10.263157844543455,38.859649658203125,16.154970169067383,-1.0,-3.697237342,306.0,7.0,101.36712646484376,REPUBLICAN,3
20109,8.981722831726074,28.14621353149414,16.605743408203125,0.0,-14.27042455,41.0,2.5,86.31262969970703,REPUBLICAN,3
20111,11.736924171447754,29.33226203918457,27.478269577026367,0.0,-6.556883976,790.0,4.8,80.3508071899414,REPUBLICAN,3
20113,8.742663383483887,27.880754470825195,27.98373031616211,-2.0,1.6471000526,599.0,3.5,106.1359405517578,REPUBLICAN,3
20115,8.43490982055664,30.33885955810547,25.03656768798828,1.0,-0.420044525,245.0,4.1,83.46392059326172,REPUBLICAN,3
20117,7.803510665893555,42.2186164855957,18.8818416595459,0.0,-2.677376171,173.0,3.1,90.0528793334961,REPUBLICAN,3
20119,19.31735610961914,26.361656188964844,20.297748565673828,2.0,-17.46402656,60.0,2.8,104.21099853515624,REPUBLICAN,3
20121,4.039647579193115,31.788545608520508,29.806167602539062,0.0,11.886897932,888.0,5.0,119.99097442626952,REPUBLICAN,3
20123,5.180722713470459,30.361446380615234,26.0722885131836,0.0,-16.70940524,94.0,2.7,83.79925537109375,REPUBLICAN,3
20125,11.17389678955078,29.16514778137207,19.5133056640625,1.0,-7.165206508,1078.0,7.3,71.3226318359375,REPUBLICAN,3
20127,8.809700965881348,36.129669189453125,21.40559196472168,0.0,10.378455757,121.0,3.9,88.30689239501953,REPUBLICAN,3
20129,16.004297256469727,27.98066520690918,17.29323387145996,0.0,-44.6969697,34.0,3.0,90.5639419555664,REPUBLICAN,3
20131,5.828174591064453,39.7704963684082,25.36614799499512,-3.0,4.0282963254,166.0,3.0,102.16837310791016,REPUBLICAN,3
20133,9.213212013244627,32.54778289794922,18.09241104125977,0.0,-1.810689311,401.0,6.4,79.85587310791016,REPUBLICAN,3
20135,9.086584091186523,31.065650939941406,19.410085678100582,-1.0,-8.294266138,46.0,3.4,88.22950744628906,REPUBLICAN,3
20137,10.946893692016602,34.69438934326172,18.787574768066406,1.0,-8.905380334,71.0,2.7,80.18798065185547,REPUBLICAN,3
20139,9.243085861206056,39.09206771850586,19.24126625061035,-1.0,3.1987957475,409.0,5.1,89.7256088256836,REPUBLICAN,3
20141,6.072555065155029,34.62145233154297,23.580442428588867,1.0,-12.79069767,57.0,2.9,74.7259292602539,REPUBLICAN,3
20143,5.068560123443604,35.35749435424805,24.461313247680664,1.0,-5.412011173,127.0,4.3,94.68143463134766,REPUBLICAN,3
20145,9.382566452026367,33.09120178222656,19.55205726623535,2.0,-24.02402402,107.0,3.8,105.0186996459961,REPUBLICAN,3
20147,7.64484977722168,36.587982177734375,21.754291534423828,0.0,-5.137963844,91.0,3.4,83.10118103027344,REPUBLICAN,3
20149,5.755586624145508,29.08295249938965,33.790863037109375,-1.0,0.9466578861,520.0,4.3,118.79312896728516,REPUBLICAN,3
20151,7.915437698364258,24.90986633300781,30.317928314208984,1.0,-19.99567661,178.0,3.6,87.02521514892578,REPUBLICAN,3
20153,4.2253522872924805,29.79414939880371,24.05200386047364,-2.0,6.7567567568,39.0,2.5,81.84690856933594,REPUBLICAN,3
20155,11.483898162841797,27.71599006652832,20.90366554260254,-2.0,-4.858078164,1629.0,5.5,86.04339599609375,REPUBLICAN,3
20157,4.071470260620117,34.534271240234375,25.512596130371094,-1.0,-2.799310939,77.0,3.3,75.90442657470703,REPUBLICAN,3
20159,8.42155933380127,29.25890350341797,22.794353485107425,-2.0,4.9421661409,215.0,4.2,90.8460693359375,REPUBLICAN,3
20161,4.244045734405518,19.074363708496094,45.60097503662109,8.0,-13.18616393,1688.0,5.0,83.82666015625,DEMOCRAT,3
20163,11.321806907653809,30.395984649658203,23.089794158935547,1.0,-11.09430156,101.0,4.0,79.77848815917969,REPUBLICAN,3
20165,7.871853351593018,29.794050216674805,23.707094192504883,1.0,-7.222586999,73.0,4.6,85.74998474121094,REPUBLICAN,3
20167,11.9420747756958,27.23666000366211,23.11049461364746,0.0,-3.198139264,140.0,4.2,74.34062194824219,REPUBLICAN,3
20169,8.525209426879883,30.05392265319824,27.341602325439453,-1.0,-6.334533335,1618.0,5.5,91.47643280029295,REPUBLICAN,3
20171,15.55417537689209,26.979198455810547,25.11642265319824,0.0,-17.46814632,72.0,2.5,101.42839050292967,REPUBLICAN,3
20173,10.373648643493652,26.325868606567383,30.8677978515625,-18.0,0.7420890779,22448.0,8.7,96.75308227539062,REPUBLICAN,0
20175,33.70734405517578,28.73945617675781,10.995899200439451,5.0,-35.63351027,430.0,4.4,89.84168243408203,REPUBLICAN,3
20177,7.775050163269043,31.37554168701172,30.92603874206543,-6.0,-3.450369178,5433.0,5.9,95.84542083740234,DEMOCRAT,3
20179,3.90753984451294,34.1221809387207,22.01430892944336,1.0,-4.759071981,33.0,2.3,88.06829071044922,REPUBLICAN,3
20181,7.6678876876831055,30.28083038330078,21.78266143798828,-2.0,0.6760182525,99.0,3.4,87.05745697021484,REPUBLICAN,3
20183,6.960384845733643,35.91262435913086,22.288042068481445,1.0,-2.788233654,53.0,2.7,74.02302551269531,REPUBLICAN,3
20185,9.3208589553833,29.34857940673828,25.2252254486084,1.0,-2.163981726,76.0,3.7,82.23221588134766,REPUBLICAN,3
20187,21.490196228027344,29.568628311157227,18.980392456054688,2.0,-14.88464401,26.0,2.4,102.21351623535156,REPUBLICAN,3
20189,21.78358459472656,25.816530227661133,13.66089153289795,2.0,-15.06215407,80.0,2.9,98.76829528808594,REPUBLICAN,3
20191,7.710041046142578,34.90010070800781,23.283811569213867,0.0,-7.850834151,891.0,8.1,86.44160461425781,REPUBLICAN,3
20193,6.739780426025391,26.40079689025879,22.59222412109375,0.0,1.2914056951,122.0,2.9,94.55729675292967,REPUBLICAN,3
20195,6.751054763793945,31.129863739013672,24.847633361816406,0.0,10.0,51.0,3.5,84.79557800292969,REPUBLICAN,3
20197,4.6147332191467285,34.88568878173828,24.19559669494629,1.0,-0.722386766,155.0,4.2,106.67440795898438,REPUBLICAN,3
20199,5.3271026611328125,25.79439163208008,32.42990493774414,0.0,13.967409378,18.0,2.2,88.20854949951172,REPUBLICAN,3
20201,8.400311470031738,40.73113632202149,20.326679229736328,0.0,-5.711127487,76.0,2.5,74.58406066894531,REPUBLICAN,3
20203,13.399999618530272,27.46666717529297,20.600000381469727,2.0,-3.308910423,26.0,2.1,87.07196807861328,REPUBLICAN,3
20205,11.505752563476562,33.933631896972656,16.508255004882812,2.0,-16.28759234,304.0,7.8,74.55181884765625,REPUBLICAN,3
20207,9.315424919128418,35.181976318359375,17.201040267944336,-1.0,-12.65422335,93.0,5.9,70.53427124023438,REPUBLICAN,3
20209,21.12592506408692,32.097843170166016,18.133930206298828,-1.0,-5.714285714,6089.0,7.8,76.24298858642578,DEMOCRAT,3
21001,20.43336677551269,39.04083633422852,15.675430297851562,-2.0,1.9270331502,501.0,7.2,72.04914093017578,REPUBLICAN,3
21003,17.85392189025879,38.54477310180664,16.126794815063477,0.0,9.2372222353,476.0,5.5,90.5293197631836,REPUBLICAN,3
21005,10.111263275146484,36.58663558959961,20.170473098754883,0.0,2.8641931788,718.0,6.1,117.3224105834961,REPUBLICAN,3
21007,12.820056915283203,36.3975830078125,15.949501991271973,0.0,-10.32745592,222.0,6.6,91.95690155029295,REPUBLICAN,3
21009,16.962373733520508,42.04941177368164,16.329673767089844,-2.0,2.2180978679,1366.0,7.5,85.84468841552734,REPUBLICAN,3
21011,23.13032913208008,41.15712356567383,14.470158576965332,-1.0,1.9243104554,379.0,8.3,80.84812927246094,REPUBLICAN,3
21013,30.36676979064941,38.47373580932617,9.158651351928713,1.0,-14.9660123,642.0,7.8,59.20851135253906,REPUBLICAN,3
21015,6.854363918304443,27.49326515197754,32.11765670776367,-4.0,7.1040597856,3791.0,5.4,150.80755615234375,REPUBLICAN,3
21017,16.024181365966797,35.64722442626953,19.43100929260254,1.0,-15.13632719,561.0,5.9,90.02985382080078,REPUBLICAN,3
21019,11.788677215576172,33.862030029296875,19.38784408569336,1.0,-10.02021062,1465.0,8.3,95.71532440185548,REPUBLICAN,3
21021,12.883252143859863,33.50644302368164,25.15729522705078,1.0,-0.532074091,922.0,7.4,102.6561508178711,REPUBLICAN,3
21023,14.268250465393066,46.36744689941406,13.20293426513672,-2.0,3.618599602,233.0,6.2,101.976806640625,REPUBLICAN,3
21025,24.41620445251465,36.7329216003418,15.194960594177246,0.0,-8.891686666,336.0,10.2,63.929500579833984,REPUBLICAN,3
21027,15.943060874938965,44.93950271606445,11.935942649841309,0.0,7.4535379787,572.0,7.3,88.16020965576172,REPUBLICAN,3
21029,11.52834701538086,41.61404037475586,14.732454299926758,-2.0,6.7000645419,2672.0,6.4,126.9423599243164,REPUBLICAN,3
21031,20.35821533203125,42.907997131347656,13.93925952911377,-1.0,9.835297791,342.0,6.9,88.61183166503906,REPUBLICAN,3
21033,12.984257698059082,45.00390625,15.284134864807127,-1.0,4.477084397,346.0,6.2,84.47642517089844,REPUBLICAN,3
21035,10.519125938415527,32.10382461547852,28.502235412597656,0.0,2.1804655935,1113.0,6.2,87.21295166015625,REPUBLICAN,3
21037,9.242602348327637,28.225414276123047,36.31740188598633,-3.0,-1.400709978,2761.0,5.6,127.29638671875,REPUBLICAN,3
21039,16.661699295043945,40.44709396362305,14.90312957763672,-1.0,3.5793241394,102.0,4.7,95.03023529052734,REPUBLICAN,3
21041,21.733074188232425,40.26191329956055,8.219559669494629,1.0,-9.1833388,311.0,5.9,98.8824234008789,REPUBLICAN,3
21043,20.820798873901367,40.27180862426758,12.569832801818848,1.0,-8.098519605,923.0,9.6,83.22872161865234,REPUBLICAN,3
21045,23.959657669067383,40.559696197509766,12.774849891662598,-2.0,15.708274895,416.0,6.2,66.50145721435547,REPUBLICAN,3
21047,14.446331024169922,31.04534149169922,18.10711669921875,-2.0,-15.41371225,1925.0,7.8,88.77449798583984,REPUBLICAN,3
21049,13.800332069396973,34.25757598876953,20.13290023803711,-1.0,1.9877696948,1115.0,6.6,106.0701141357422,REPUBLICAN,3
21051,35.29573440551758,35.323246002197266,9.834938049316406,0.0,-9.052489435,448.0,8.6,57.74456405639648,REPUBLICAN,3
21053,26.7639217376709,39.82325744628906,10.25389289855957,1.0,5.2037309769,202.0,5.1,65.07386779785156,REPUBLICAN,3
21055,16.17716407775879,41.997802734375,13.067378997802734,0.0,-7.90871088,203.0,5.5,85.33948516845703,REPUBLICAN,3
21057,18.235897064208984,43.015384674072266,13.312820434570312,-1.0,-6.162170286,159.0,4.9,66.78084564208984,REPUBLICAN,3
21059,9.997639656066896,34.12799072265625,22.942790985107425,-4.0,3.6957617321,2799.0,6.1,100.69657135009766,REPUBLICAN,3
21061,21.88245964050293,39.30885696411133,10.264863014221191,-1.0,-5.246116644,352.0,7.7,90.86420440673828,REPUBLICAN,3
21063,24.95028114318848,43.39179229736328,9.745073318481444,0.0,2.6638252531,198.0,10.1,65.565673828125,REPUBLICAN,3
21065,24.39675712585449,45.78718185424805,9.859572410583496,-1.0,0.3539071348,387.0,7.5,66.98561096191406,REPUBLICAN,3
21067,8.77447509765625,19.60013771057129,43.64996337890625,-9.0,-2.171697301,9879.0,5.7,112.8693389892578,DEMOCRAT,3
21069,20.391401290893555,40.285945892333984,12.85743236541748,-1.0,4.0597261405,449.0,7.3,84.09178161621094,REPUBLICAN,3
21071,24.765134811401367,37.753868103027344,11.339804649353027,-1.0,-5.595579492,983.0,9.2,68.56246185302734,REPUBLICAN,3
21073,11.012943267822266,31.34214973449707,29.87338256835937,-1.0,2.4559886828,1628.0,6.6,112.74686431884766,REPUBLICAN,3
21075,20.91578483581543,37.43672180175781,13.414633750915527,1.0,-10.30328209,129.0,6.5,65.7838363647461,REPUBLICAN,3
21077,18.82916831970215,44.18007659912109,11.639849662780762,0.0,8.5058123051,241.0,6.0,105.77349853515624,REPUBLICAN,3
21079,18.97497940063477,37.0621452331543,17.59483528137207,-2.0,8.0716214296,473.0,6.3,99.04508209228516,REPUBLICAN,3
21081,13.404109954833984,47.376914978027344,12.92605686187744,1.0,-4.388239518,818.0,7.1,105.65293884277344,REPUBLICAN,3
21083,12.578441619873049,39.47493743896485,17.360393524169922,0.0,-3.351880405,930.0,5.9,91.9281997680664,REPUBLICAN,3
21085,18.547122955322266,42.97067260742188,10.510409355163574,-1.0,5.7283763278,831.0,7.8,83.76262664794922,REPUBLICAN,3
21087,24.50881576538086,37.79597091674805,13.161209106445312,-1.0,-2.370208305,276.0,5.4,74.43355560302734,REPUBLICAN,3
21089,11.007616996765137,35.98689651489258,17.136993408203125,0.0,-3.265653841,1174.0,8.9,99.85264587402344,REPUBLICAN,3
21091,14.567605018615724,43.376800537109375,11.44474983215332,2.0,-5.38373425,233.0,6.1,116.01729583740234,REPUBLICAN,3
21093,9.45814037322998,30.425567626953125,22.007640838623047,-4.0,1.9164967885,3385.0,7.1,110.43899536132812,REPUBLICAN,3
21095,27.23966407775879,34.56169509887695,10.83061408996582,0.0,-7.530724976,780.0,11.9,57.5053596496582,REPUBLICAN,3
21097,17.931087493896484,40.32756423950195,14.609085083007812,-2.0,4.8850422131,535.0,6.1,98.50543212890624,REPUBLICAN,3
21099,23.80763435363769,40.32219696044922,11.427664756774902,1.0,2.4777921291,496.0,6.4,81.74755096435547,REPUBLICAN,3
21101,13.09665298461914,35.98686218261719,18.19518280029297,-1.0,-6.65770155,1278.0,6.1,101.80458068847656,REPUBLICAN,3
21103,14.87057113647461,41.22452545166016,13.089774131774902,-1.0,3.1689812657,460.0,5.7,99.13885498046876,REPUBLICAN,3
21105,19.908676147460938,41.674278259277344,15.799086570739746,1.0,-5.447735785,95.0,5.5,100.14352416992188,REPUBLICAN,3
21107,13.293280601501465,40.40474319458008,16.531225204467773,0.0,-7.089510645,1334.0,7.4,93.32707977294922,REPUBLICAN,3
21109,25.3545150756836,42.680458068847656,13.81810474395752,1.0,-4.563818644,351.0,8.7,66.8631362915039,REPUBLICAN,3
21111,9.389695167541504,26.701210021972656,33.441749572753906,-33.0,-4.130675281,26717.0,6.8,112.95353698730467,DEMOCRAT,0
21113,12.699143409729004,30.517053604125977,29.504802703857425,-1.0,2.9664787897,1471.0,5.6,119.66664123535156,REPUBLICAN,3
21115,19.37921142578125,36.28407669067383,16.300447463989258,-2.0,-6.370712667,573.0,8.7,59.70988845825195,REPUBLICAN,3
21117,10.136054039001465,28.678829193115234,31.69938468933105,-6.0,-0.138017942,4985.0,5.8,131.45285034179688,REPUBLICAN,3
21119,24.9266300201416,33.69308090209961,14.863202095031738,0.0,-13.85449434,371.0,8.5,62.41005706787109,REPUBLICAN,3
21121,26.51313209533692,37.9520378112793,14.198705673217772,-1.0,-3.843382176,819.0,8.2,60.53659057617188,REPUBLICAN,3
21123,15.97787857055664,39.23579788208008,12.357969284057615,-1.0,5.784576785,421.0,7.2,95.27135467529295,REPUBLICAN,3
21125,18.948707580566406,39.0716552734375,14.448659896850586,-4.0,1.745243799,1727.0,6.9,84.26400756835938,REPUBLICAN,3
21127,24.884450912475582,42.54945373535156,9.76150894165039,-1.0,-13.85113269,433.0,8.3,72.82417297363281,REPUBLICAN,3
21129,31.882305145263672,36.31600189208984,8.262797355651855,4.0,51.608439986,143.0,7.0,59.14153289794922,REPUBLICAN,3
21131,28.658950805664062,41.851600646972656,8.68618106842041,1.0,-20.67106052,284.0,10.8,61.6235466003418,REPUBLICAN,3
21133,24.31567001342773,37.0040168762207,12.142139434814451,1.0,-8.485910621,623.0,10.2,62.069427490234375,REPUBLICAN,3
21135,24.168607711791992,42.8087272644043,9.05528450012207,-2.0,0.678144897,443.0,9.5,71.5898666381836,REPUBLICAN,3
21137,20.12389373779297,42.70206451416016,12.997050285339355,1.0,-4.27167877,739.0,7.9,82.70820617675781,REPUBLICAN,3
21139,16.235504150390625,43.60689926147461,11.834671020507812,-1.0,-2.277904328,266.0,7.5,96.6798095703125,REPUBLICAN,3
21141,15.053471565246582,44.46012878417969,16.38347625732422,-1.0,2.4775815845,670.0,5.5,93.58159637451172,REPUBLICAN,3
21143,12.204784393310549,41.07877349853516,16.89776039123535,-1.0,14.284842195,164.0,5.3,101.38166046142578,REPUBLICAN,3
21145,9.544851303100586,31.35761070251465,24.241962432861328,-4.0,3.1210556512,2051.0,7.2,92.27457427978516,REPUBLICAN,3
21147,23.442014694213867,40.94923782348633,7.18943452835083,0.0,-3.360273457,350.0,7.3,62.578460693359375,REPUBLICAN,3
21149,12.670384407043455,41.24845123291016,13.475836753845217,-2.0,-4.765773084,227.0,5.6,97.94856262207033,REPUBLICAN,3
21151,12.51011085510254,28.05607986450196,30.773794174194336,0.0,7.1639275179,2764.0,6.0,96.28750610351562,REPUBLICAN,3
21153,30.265567779541016,36.42399215698242,9.50091552734375,3.0,-9.802319882,516.0,16.1,61.32310104370117,REPUBLICAN,3
21155,18.545822143554688,45.33250427246094,12.617366790771484,0.0,-4.766962875,718.0,7.8,91.97412872314452,REPUBLICAN,3
21157,11.345797538757324,38.20442581176758,19.22127151489257,-1.0,1.2198645308,912.0,6.1,110.88678741455078,REPUBLICAN,3
21159,25.64344787597656,38.97284698486328,11.700118064880373,1.0,-7.282415631,290.0,11.6,65.62117004394531,REPUBLICAN,3
21161,13.692805290222168,34.6912727355957,19.46759605407715,-2.0,-1.522693997,551.0,8.0,91.58948516845705,REPUBLICAN,3
21163,11.314889907836914,35.47818756103516,19.381410598754883,-1.0,-2.37783023,836.0,7.1,105.14773559570312,REPUBLICAN,3
21165,22.60055351257324,44.7329216003418,11.172590255737305,0.0,12.687606375,201.0,8.9,71.6798095703125,REPUBLICAN,3
21167,15.60015869140625,36.75145721435547,18.51483917236328,-1.0,12.925403919,720.0,7.3,105.76201629638672,REPUBLICAN,3
21169,24.44539260864257,38.55233383178711,12.98350429534912,0.0,1.5887989673,313.0,7.8,74.5904769897461,REPUBLICAN,3
21171,25.175296783447266,39.32038879394531,14.3743257522583,0.0,-7.857076045,246.0,5.4,69.87139892578125,REPUBLICAN,3
21173,15.206429481506348,40.2668342590332,15.652904510498049,-2.0,-0.319909004,905.0,8.0,101.2381362915039,REPUBLICAN,3
21175,23.737937927246094,41.3610954284668,12.534281730651855,-1.0,-0.674637382,300.0,6.9,71.63388061523438,REPUBLICAN,3
21177,17.865684509277344,44.783809661865234,12.580496788024902,0.0,-4.395031986,866.0,8.7,86.20828247070312,REPUBLICAN,3
21179,10.229180335998535,37.2369270324707,18.024532318115234,0.0,6.2360124286,1570.0,6.9,123.99533081054688,REPUBLICAN,3
21181,24.181930541992188,42.08684921264648,8.890718460083008,0.0,11.89159292,222.0,6.8,72.87966918945312,REPUBLICAN,3
21183,16.706371307373047,42.99676132202149,13.646081924438477,-2.0,-3.162844896,669.0,7.2,90.9790267944336,REPUBLICAN,3
21185,6.167037487030029,20.65155029296875,42.4127082824707,-4.0,1.4852487792,1571.0,4.8,193.5701141357422,REPUBLICAN,3
21187,20.66279411315918,46.4483757019043,10.94533920288086,0.0,1.8363786613,325.0,6.4,98.5417938232422,REPUBLICAN,3
