fips,percent_of_adults_with_less_than_a_high_school_diploma_2015_19,percent_of_adults_with_a_high_school_diploma_only_2015_19,percent_of_adults_with_a_bachelors_degree_or_higher_2015_19,residual_2019,r_net_mig_2019,unemployed_2020,unemployment_rate_2020,med_hh_income_percent_of_state_total_2019,party,cluster
06029,25.90484619140625,27.79718780517578,16.380468368530273,-12.0,-0.234118932,48062.0,12.5,66.20618438720703,REPUBLICAN,0
06031,26.64557266235352,25.27874565124512,14.669163703918455,1.0,0.8083543089,6533.0,11.6,71.24454498291016,REPUBLICAN,3
06033,14.224787712097168,30.5195369720459,15.534399032592772,-3.0,2.9369944757,2700.0,9.6,58.31291961669922,DEMOCRAT,3
06035,16.833959579467773,34.4859619140625,12.947158813476562,2.0,-4.118252684,676.0,7.1,66.66376495361328,REPUBLICAN,3
06037,20.866573333740234,20.610870361328125,32.54121017456055,160.0,-7.930984781,629811.0,12.8,90.42313385009766,DEMOCRAT,2
06039,28.06709861755371,24.919252395629883,14.551867485046388,0.0,-3.838209599,6649.0,10.8,75.97950744628906,REPUBLICAN,3
06041,6.7010498046875,10.513489723205566,59.4917106628418,-3.0,-3.795651973,8662.0,6.7,139.3494415283203,DEMOCRAT,3
06043,9.411678314208984,24.35445976257324,24.559858322143555,-1.0,-9.824318077,781.0,10.9,65.6031265258789,REPUBLICAN,3
06045,13.460205078125,25.043142318725582,24.44480323791504,-5.0,-8.26873385,3292.0,8.9,65.0423355102539,DEMOCRAT,3
06047,30.87637519836425,25.251266479492188,13.790308952331545,-7.0,4.4832566492,13981.0,12.2,74.27352905273438,DEMOCRAT,3
06049,15.207715034484863,32.997032165527344,15.192878723144531,0.0,7.9360580466,270.0,8.5,56.34084701538086,REPUBLICAN,3
06051,11.433464050292969,24.19663619995117,28.820388793945312,1.0,-3.882552778,929.0,11.8,82.34709167480469,DEMOCRAT,3
06053,28.48317527770996,20.31429100036621,24.7058048248291,-4.0,-6.774107701,23082.0,10.8,95.13323211669922,DEMOCRAT,0
06055,14.484387397766112,17.789112091064453,35.72584915161133,-3.0,-7.217945055,6014.0,8.7,112.19427490234376,DEMOCRAT,3
06057,5.639473915100098,18.364473342895508,37.24605178833008,-7.0,4.6370876681,3702.0,8.0,86.48023223876953,DEMOCRAT,3
06059,14.528754234313965,17.222047805786133,40.58643341064453,11.0,-4.779849063,136563.0,8.8,119.0716552734375,DEMOCRAT,1
06061,5.464927673339844,17.978750228881836,39.711238861083984,-8.0,14.585301628,13573.0,7.3,121.46774291992188,REPUBLICAN,3
06063,4.89674711227417,26.05842971801757,23.70329475402832,-1.0,6.5516139342,806.0,10.7,73.82962799072266,REPUBLICAN,3
06065,17.95894432067871,26.85494804382324,22.30552673339844,-50.0,5.4809121022,109998.0,9.9,90.65192413330078,DEMOCRAT,1
06067,12.27566146850586,22.421396255493164,30.85020065307617,-10.0,4.2047311962,65558.0,9.3,89.39109802246094,DEMOCRAT,0
06069,19.549257278442383,24.754863739013672,19.728939056396484,3.0,14.290887145,3119.0,9.9,104.70761108398438,DEMOCRAT,3
06071,20.008663177490234,26.302734375,20.98917579650879,-34.0,-0.345998632,91295.0,9.4,83.80438232421875,DEMOCRAT,1
06073,12.55384349822998,18.23280906677246,38.80500411987305,-84.0,-3.896171438,141814.0,9.2,103.92051696777344,DEMOCRAT,1
06075,11.534667015075684,12.051112174987791,58.061065673828125,-60.0,-1.811325894,43525.0,7.8,151.4429931640625,DEMOCRAT,0
06077,20.71707344055176,28.336631774902344,18.76223373413086,-9.0,7.3007495515,37374.0,11.3,85.1224136352539,DEMOCRAT,0
06079,8.744181632995605,19.91400909423828,35.37702941894531,-14.0,-0.889728403,10195.0,7.7,95.2451400756836,DEMOCRAT,3
06081,10.409403800964355,14.85769748687744,50.980247497558594,-3.0,-6.960411762,29748.0,6.9,168.15338134765625,DEMOCRAT,0
06083,19.05508041381836,17.814403533935547,34.16057205200195,-12.0,-3.073029848,17335.0,8.0,92.67249298095705,DEMOCRAT,3
06085,11.626058578491213,14.09632396697998,52.400150299072266,72.0,-7.777857509,71340.0,7.0,164.68423461914062,DEMOCRAT,0
06087,13.6627779006958,15.518333435058594,40.83944320678711,-3.0,-4.679611154,12714.0,9.5,106.64859771728516,DEMOCRAT,3
06089,8.91135311126709,25.384906768798828,22.16496467590332,-16.0,3.9300812421,6343.0,8.7,76.42589569091797,REPUBLICAN,3
